번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
11,"승객 본인 일치 여부를 확인할 수 있는 신분증명서로 인정되지 않는 것은? (단, 19세 이상 성인 기준)",,운전경력증명서,국가기술자격증,"공공기관, 공기업 및 「공공기관의 운영에 관한 법률」에 따른 기관의 사원증",국가보훈대상자 등록증,3,"항공보안법 시행규칙 별표 5(승객 본인 일치 여부를 확인할 수 있는 신분증명서)에 공무원 신분증명서는 포함되나, 일반 공공기관이나 공기업의 사원증은 명시되어 있지 않다."
12,공항운영자의 자체 우발계획에 반드시 포함되어야 하는 사항이 아닌 것은?,,공항시설 위협시의 대응대책,항공기 납치시의 대응대책,폭발물 또는 생화학무기 위협시의 대응대책,항공기내보안요원의 운영 및 무기운용 절차,4,"항공보안법 시행규칙 제18조제2항에 따르면 1~3번은 공항운영자의 자체 우발계획 포함사항이며, 4번 '항공기내보안요원의 운영 및 무기운용 절차'는 항공운송사업자의 자체 보안계획 협의/포함사항에 해당한다."
13,승객·휴대물품 및 위탁수하물 보안검색위탁업체의 지정기준에 대한 설명으로 옳은 것은?,,"인천공항의 경우 자본금 10억원 이상, 상시고용 보안검색인력이 100명 이상이어야 한다.","김해공항의 경우 자본금 5억원 이상, 상시고용 보안검색인력이 50명 이상이어야 한다.","제주공항의 경우 자본금 10억원 이상, 상시고용 보안검색인력이 10명 이상이어야 한다.","기타 지방공항의 경우 자본금 3억원 이상, 상시고용 보안검색인력이 10명 이상이어야 한다.",1,"항공보안법 시행령 제8조에 따르면 인천공항은 자본금 10억/인력 100명, 김포·김해·제주는 자본금 10억/인력 50명, 기타 공항은 자본금 5억/인력 10명이다."
14,보안검색교육기관의 인력 지정기준에 대한 설명으로 옳지 않은 것은?,,교관은 국제민간항공기구 등 관련 전문교육기관에서 교관 교육과정을 이수한 자여야 한다.,항공보안 관련 업무경력이 1년 이상이면 해당 조건만으로 교관 자격이 주어진다.,"전임교관은 3명 이상이어야 하며, 1명당 주 20시간 이내의 교육을 담당하여야 한다.",행정요원은 1명 이상을 두어야 한다.,2,항공보안법 시행규칙 별표 1에 따르면 교관 자격 중 업무경력 요건은 '항공보안 관련 업무경력 3년 이상' 또는 '장비 관리 3년 이상' 등이다.
15,항공보안장비 시험기관의 성능 검사 수수료 산정 시 '장비사용료' 항목에 직접적으로 포함되지 않는 것은?,,장비별 법정내용연수를 기준으로 정액법에 따라 산출한 감가상각비,장비수리 및 교환에 따른 부품의 비용,시험·검사대상 인증제품의 운반비,장비가동에 필요한 전기료 및 수도료,3,항공보안법 시행규칙 별표 4에 따르면 인증제품의 운반비는 '장비사용료'가 아닌 '그 밖의 비용' 항목에 포함된다.
16,항공운송사업자가 승객의 탑승을 거절할 수 있는 사유에 해당하지 않는 것은?,,음주로 인하여 소란행위를 하거나 할 우려가 있는 사람,탑승권 발권 시 욕설을 하여 다른 승객의 안전 및 항공기 운항을 해칠 우려가 있는 사람,본인 일치 여부 확인을 거부하는 사람,항공운송사업자가 실시하는 자체 고객만족도 설문조사를 정당한 사유 없이 거부하는 사람,4,항공보안법 시행령 제13조 및 법 제23조제7항에 따른 탑승 거절 사유에 항공사 자체 설문조사 거부는 포함되지 않는다.
17,항공기내보안요원 및 관련 보안 조치에 대한 설명 중 옳은 것은?,,항공운송사업자는 화물기를 운항하는 경우에도 예외 없이 항공기내보안요원을 탑승시켜야 한다.,항공운송사업자 또는 항공기 소유자는 필요시 청원경찰법에 따른 청원경찰에게 항공기의 경비를 담당하게 할 수 있다.,항공운송사업자는 승객이 탑승한 여객기의 운항 중 조종실 출입문을 기장의 승인 하에 상시 개방할 수 있다.,항공기내보안요원은 법 집행 권한이 있는 국가경찰공무원만이 그 직무를 수행할 수 있다.,2,"법 제14조제6항에 따라 청원경찰/특수경비원에게 경비 담당을 하게 할 수 있다. (화물기 탑승 의무 없음, 운항 중 조종실 개방 불가, 사법경찰관리 외 지명된 자도 보안요원 수행 가능)"
18,항공운송사업자가 생체정보를 이용하여 승객의 본인 일치 여부를 확인할 수 있는 허용 목적에 해당하는 것은?,,공항 내 면세점 이용 시 결제 편의 제공,보호구역 외 일반 대합실 진입 승인 여부 판단,탑승권 발권 및 수하물 위탁 시 본인 확인,항공기 착륙 후 위탁수하물 수취인 일치 확인,3,"항공보안법 제14조의2제1항제2호에 따라 항공운송사업자는 '탑승권 발권, 수하물 위탁, 항공기 탑승' 목적에 한정하여 생체정보를 이용할 수 있다."
19,항공보안 자율신고와 관련된 설명으로 옳지 않은 것은?,,불법방해행위가 시도되거나 발생될 가능성이 있는 사실은 신고 대상이 된다.,자율신고의 접수·분석·전파에 관한 업무는 한국공항공사에 위탁하여 처리한다.,"공항운영자등은 소속 임직원이 자율신고를 이유로 전보, 징계 등의 불이익한 조치를 해서는 안 된다.",국토교통부장관은 신고자의 신분을 본인의 의사에 반하여 공개하여서는 아니 된다.,2,항공보안법 제33조의2제4항에 따라 자율신고 업무는 「한국교통안전공단법」에 따른 '한국교통안전공단'에 위탁할 수 있다. (한국공항공사 아님)
20,국토교통부장관이 관계 행정기관과 합동으로 항공보안 현장점검을 실시할 수 있는 경우로 법령에 명시되지 않은 것은?,,국가원수 등 국내외 중요인사가 참석하는 국제회의가 개최되는 경우,올림픽경기대회 또는 국제박람회 등 국제행사가 개최되는 경우,국내외 정보수사기관으로부터 구체적 테러 첩보를 알게 된 경우,공항운영자의 자체 보안계획이 5년 단위로 정기 갱신되는 시점인 경우,4,항공보안법 시행령 제19조의3제1항 각호에 규정된 합동 현장점검 실시 요건에 '자체 보안계획의 정기적 갱신 시점'은 포함되지 않는다.
21,지방항공보안협의회의 구성 및 위원에 대한 설명으로 옳지 않은 것은?,,위원장은 해당 공항을 관할하는 지방항공청장 또는 지방항공청장이 소속 공무원 중에서 지명하는 사람이 된다.,항공보안을 위하여 위원장이 별도로 위촉하는 위원의 임기는 3년으로 한다.,공항에 상주하는 항공운송사업자가 추천하는 소속 직원 각 1명도 위원이 될 수 있다.,"위원이 심신장애로 인하여 직무를 수행할 수 없게 된 경우, 추천한 자는 추천을 철회할 수 있고 위원장은 해당 위원을 해촉할 수 있다.",2,항공보안법 시행령 제3조제4항에 따르면 위촉위원의 임기는 2년으로 한다.
22,항공보안에 관한 기본계획 및 시행계획에 대한 설명으로 옳은 것을 모두 고른 것은?,"ㄱ. 국토교통부장관은 기본계획을 5년마다 수립하여야 한다.
ㄴ. 국토교통부장관은 기본계획을 수립·변경할 때 보안협의회의 협의를 거쳐야 한다.
ㄷ. 시행계획은 지방항공청장이 관할 구역의 기본계획에 따라 매년 수립한다.
ㄹ. 국토교통부장관은 기본계획을 수립하거나 변경한 경우 그 내용을 공항운영자등에게 통보하여야 한다.","ㄱ, ㄴ","ㄱ, ㄴ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,항공보안법 시행령 제5조의2제1항에 따라 시행계획 역시 지방항공청장이 아닌 '국토교통부장관'이 매년 수립하여야 한다.
23,"공항운영자가 보호구역등의 지정승인, 변경승인, 지정취소 승인을 관할 지방항공청장에게 받기 위해 제출해야 하는 첨부서류의 연결이 옳지 않은 것은?",,보호구역 지정승인 - 보호구역등의 지정목적 및 출입통제 대책,보호구역등의 변경승인 - 보호구역등의 도면,임시보호구역 지정승인 - 보호구역등의 지정기간,보호구역 지정취소 승인 - 보호구역등의 출입통제 대책,4,항공보안법 시행규칙 제5조제3항에 따라 지정취소 승인을 받으려는 경우에는 '지정취소 사유'와 '도면'만 제출하면 된다.
24,과태료 부과기준의 일반기준에 대한 설명으로 옳지 않은 것은?,,위반행위 횟수에 따른 과태료의 가중된 부과기준은 최근 1년간 같은 위반행위로 과태료 부과처분을 받은 경우에 적용한다.,기간의 계산은 위반행위에 대하여 과태료 부과처분을 받은 날과 그 처분 후 다시 같은 위반행위를 하여 적발된 날을 기준으로 한다.,"위반행위자가 법 위반상태를 시정하거나 해소하기 위해 노력한 것으로 인정되는 경우, 과태료를 체납하고 있더라도 부과금액의 2분의 1 범위에서 감경할 수 있다.","법 위반상태의 기간이 6개월 이상인 경우 과태료의 2분의 1 범위에서 그 금액을 늘려 부과할 수 있으나, 법정 과태료 상한을 넘을 수 없다.",3,"항공보안법 시행령 별표(과태료의 부과기준) 1. 다목에 따르면, 과태료를 체납하고 있는 위반행위자에 대해서는 감경(줄여 부과)할 수 없다."
25,공항운영자 또는 항공운송사업자가 보안검색위탁업체의 지정을 추천하기 위해 지정신청서에 첨부하여 제출해야 하는 서류가 아닌 것은?,,「경비업법」에 따른 경비업 허가증,항공보안법령에 따른 해당 인력의 교육훈련 이수증,보안검색위탁업체 추천서,신청 업체의 정관 또는 단체의 규약,4,항공보안법 시행규칙 제8조의4제1항에 따른 첨부서류에 '정관 또는 단체의 규약'은 포함되지 않는다. (해당 서류는 시험기관 지정신청 시 제출 서류임)
26,위탁수하물을 환적(옮겨 싣기)하는 경우 보안검색을 면제할 수 있는 요건으로 법령에 명시되지 않은 것은?,,출발 공항에서 탑재 직전에 적절한 수준으로 보안검색이 이루어질 것,출발 공항에서 탑재된 후에 환승 공항에 도착할 때까지 계속해서 외부의 비인가 접촉으로부터 보호받을 것,국토교통부장관이 출발 공항의 보안통제 실태를 직접 확인하고 해당 국가와 협약을 체결할 것,환승 공항의 보안통제 실태를 해당 국가와 협력하여 연 1회 이상 정기적으로 점검할 것,4,항공보안법 시행규칙 제15조제3항의 요건에 연 1회 이상 정기점검에 대한 명시적 규정은 없다. (국토교통부장관의 직접 확인 및 협약 체결이 요건임)
27,상용화주의 지정취소 및 절차에 대한 설명으로 옳지 않은 것은?,,거짓이나 그 밖의 부정한 방법으로 지정을 받은 경우 그 지정을 취소하여야 한다.,항공화물보안기준을 위반하여 업무를 수행한 경우에는 지정을 취소할 수 있다.,"국토교통부장관이 상용화주의 지정을 취소한 경우, 즉시 해당 상용화주에게 통보하여 직접 보안검색을 실시하도록 조치하여야 한다.",지정취소를 통보받은 상용화주는 10일 이내에 지방항공청장에게 상용화주 지정서를 반납하여야 한다.,3,항공보안법 시행규칙 제17조의5제2항에 따라 국토교통부장관은 상용화주의 지정을 취소한 경우 '항공운송사업자'에게 통보하여 보안검색을 하도록 조치해야 한다.
28,비행 서류의 보안관리 절차에 대한 설명 중 옳지 않은 것은?,,항공운송사업자는 비행 서류의 취급절차 등 보안관리를 위한 지침을 마련해야 한다.,"화물탑재명세서, 무기운송 보고서 등 비행 서류는 작성한 날부터 3년 이상 보존하여야 한다.",비행 서류를 보존할 때 컴퓨터 등의 정보처리장치에 의하여 생산·관리되는 전자기록물로 보존할 수 있다.,비행 서류의 보안관리를 위한 보안담당자 및 취급자를 지정하여야 한다.,2,항공보안법 시행규칙 제12조제2항에 따라 비행 서류는 작성한 날부터 '1년 이상' 보존하여야 한다.
29,"항공기에 탑승하는 사람이 14세 미만인 경우, 그와 동반하여 확인을 통해 본인 일치 여부를 확인할 수 있는 사람으로 법령에 명시되지 않은 사람은?",,"항공기에 탑승하는 사람의 보호자 (부모, 친족, 후견인 등)",항공기에 탑승하는 사람이 재학 중인 학교의 교원,여행업자가 항공기에 탑승하는 사람의 안전 및 편의 제공을 위하여 두는 여행 인솔자,항공기에 탑승하는 사람의 신원을 보증할 수 있는 직계가족 외의 성인 이웃 주민,4,항공보안법 시행규칙 제8조의6제1항에 따른 동반 확인자에 '이웃 주민'은 포함되지 않는다.
30,외교행낭에 대한 보안검색 관련 규정으로 옳은 것은?,,외교행낭은 보안상의 이유로 어떠한 경우에도 엑스선 검색장비를 통한 검색이 전면 면제된다.,외교신서사가 탑승하지 않은 경우라도 해당 국가 공관의 증명서가 있으면 보안검색이 면제된 외교행낭을 운송할 수 있다.,"외교신서사의 신분을 증명할 공문서 및 외교행낭 수 표시 공문서를 소지한 사람과 운송되고, 외부에 식별 표지가 있으면 개봉검색을 하여서는 아니 된다.",위험성이 있는 물건이 없다는 것을 증명하는 국가 공관 증명서가 있더라도 국토교통부장관 인증이 없다면 개봉검색만을 면제받는다.,3,항공보안법 시행규칙 제13조제2항에 따라 외교신서사 신분 공문서 소지자와 동반 운송되고 외부에 표지가 있으면 '개봉검색'을 해서는 안 된다. 외교신서사가 없으면 운송 자체가 금지된다(제15조제4항).
31,시험기관이 '정당한 사유 없이 성능평가시험을 실시하지 않은 경우'의 위반행위 횟수별 행정처분 기준으로 옳은 것은?,,"1차: 시정조치, 2차: 업무정지 30일","1차: 업무정지 30일, 2차: 업무정지 60일, 3차: 지정취소","1차: 업무정지 60일, 2차: 업무정지 120일, 3차: 지정취소","1차: 업무정지 90일, 2차: 지정취소",2,"항공보안법 시행규칙 별표 3에 따라 정당한 사유 없이 시험을 미실시한 경우 1차 30일, 2차 60일, 3차 지정취소 처분을 받는다."
32,"공항운영자 또는 항공운송사업자가 보안검색 시 개봉검색, 증명서류 확인 또는 폭발물 흔적탐지장비에 의한 검색 등 제한적 방법으로 검색할 수 있는 대상이 아닌 것은?",,"골수, 혈액, 조혈모세포 등 인체조직과 관련된 의료품","이식용 장기 및 유골, 유해",생물학적 제제 및 유전자치료제 등 바이오 의약품,이식용 장기와 동일한 형상으로 제작된 일반 연구용 정밀 인체 모형,4,"항공보안법 시행규칙 제13조제3항에 따라 인체조직, 이식용 장기, 바이오의약품 등은 예외적인 검색 방법이 적용되나 일반적인 연구용 모형은 해당되지 않는다."
33,항공보안법상 규정된 벌칙에 대한 설명으로 옳지 않은 것은?,,계류 중인 항공기의 안전을 해칠 정도로 항공기를 파손한 사람은 7년 이하의 징역에 처한다.,위계 또는 위력으로써 운항 중인 항공기의 항로를 변경하게 하여 정상 운항을 방해한 사람은 1년 이상 10년 이하의 징역에 처한다.,"폭행, 협박 또는 그 밖의 방법으로 항공기를 강탈하거나 그 운항을 강제한 사람은 무기 또는 5년 이상의 징역에 처한다.",항공기 운항과 관련된 항공시설을 파손하거나 조작을 방해하여 항공기의 안전운항을 해친 사람은 원칙적으로 10년 이하의 징역에 처한다.,3,항공보안법 제40조제1항에 따라 항공기 납치죄(강탈 또는 운항 강제)는 '무기 또는 7년 이상의 징역'에 처한다.
34,항공기에 탑승하는 승객의 운송정보 제공 및 관리에 대한 규정으로 옳지 않은 것은?,,"제공되어야 할 운송정보에는 승객의 성명, 탑승 항공편명 및 운항 일시가 포함된다.",국내선의 경우 승객의 여권번호 대신 승객식별번호를 운송정보로 제공한다.,항공운송사업자는 탑승권이 발급되었으나 취소된 승객의 정보는 보안상 필요가 없어 공항운영자에게 제공하지 않아도 된다.,공항운영자는 해당 승객이 탑승하거나 탑승권이 취소된 항공기가 해당 공항을 이륙한 즉시 제공받은 운송정보를 폐기해야 한다.,3,항공보안법 시행규칙 제8조의2제2항에 따라 항공운송사업자는 탑승권이 발급되거나 '발급된 탑승권이 취소되었을 때'에도 지체 없이 운송정보를 제공해야 한다.
35,공항운영자 등이 보안검색 실패 등에 대하여 관할 지방항공청장에게 지체 없이 보고해야 하는 사유로 규정되지 않은 것은?,,보안검색방법 규정에 따라 적법한 보안검색이 이루어지지 않은 경우,검색장비가 정상적으로 작동되지 않은 상태로 검색한 사실을 알게 된 경우,법에 따른 교육훈련을 이수하지 아니한 사람에 의하여 보안검색이 이루어진 경우,공항상주업체의 직원이 보안검색이 완료된 구역 내에서 승객과 대화를 나눈 경우,4,항공보안법 시행규칙 제11조 각 호의 보고 사유에 '보안검색 완료 구역 내에서의 승객과의 단순 대화'는 포함되지 않는다.
36,"항공보안장비 시험기관으로 지정받기 위해 갖추어야 할 기술인력 기준으로 옳은 것은? (단, 기술인력이 여러 자격을 중복 보유하는 예외 규정은 배제하고 산정한다.)",,인정기구에서 인정받은 시험기관 시험업무 경력이 3년 이상인 사람 1명 이상,"시험업무 경력이 3년 이상인 사람 2명 이상, 항공보안장비 시험·평가 경력이 3년 이상인 사람 2명 이상, 위험물안전관리자 자격 보유자 1명 이상","시험업무 경력이 5년 이상인 사람 1명 이상, 위험물안전관리자 자격 보유자 2명 이상","항공보안장비 관련 연구 경력이 5년 이상인 사람 2명 이상, 위험물안전관리자 자격 보유자 1명 이상",2,"항공보안법 시행규칙 별표 2에 따르면 인력 기준은 '시험업무 경력 3년 이상 2명', '장비 시험·평가/연구 경력 3년 이상 2명', '위험물안전관리자 자격 1명'을 모두 충족해야 한다."
37,다음 중 위반 시 부과되는 과태료의 상한액이 500만원인 행위는?,,승인받은 자체 보안계획을 이행하지 아니한 자 (국가항공보안계획 관련 부분),항공기내보안요원을 탑승시키지 아니한 항공운송사업자,보안검색에 관한 기록을 작성·유지하지 아니한 자,통과 승객이나 환승 승객에게 휴대물품을 가지고 내리도록 조치하지 아니한 항공운송사업자,3,항공보안법 제51조제2항에 따라 '보안검색에 관한 기록을 작성·유지하지 아니한 자' 등은 500만원 이하의 과태료 대상이다. 나머지 보기는 모두 1천만원 이하의 과태료 대상이다.
38,공항운영자등이 국토교통부장관의 승인을 받지 않고 사후 통보만으로 변경할 수 있는 자체 보안계획의 '경미한 사항'에 해당하지 않는 것은?,,기관 운영에 관한 일반현황의 변경,기관 및 부서의 명칭 변경,항공보안업무 담당 조직의 구성 및 보안책임자 지정의 중대한 변경,"항공보안에 관한 법령, 고시 및 지침 등의 변경사항 반영",3,"항공보안법 시행령 제3조의7제1항에 따른 경미한 사항에는 일반현황, 부서명칭, 법령 변경 반영만 포함되며, 담당 조직 구성 등 본질적 사항의 변경은 승인 대상이다."
39,생체정보를 활용한 본인 일치 여부 확인에 관한 설명으로 옳지 않은 것은?,,공항운영자는 보호구역으로 진입하는 사람에 대한 본인 일치 확인 목적에 한정하여 생체정보를 이용할 수 있다.,"항공운송사업자는 탑승권 발권, 수하물 위탁 승객의 본인 확인 목적으로 생체정보를 이용할 수 있다.",공항운영자 및 항공운송사업자는 본인 일치 여부 확인을 위해 불가피한 경우라도 주민등록번호가 포함된 자료를 처리할 수는 없다.,공항운영자 및 항공운송사업자는 본인 일치 확인을 위해 관계 행정기관에 생체정보 제공을 요청할 수 있다.,3,항공보안법 시행령 제6조제2항에 따라 본인 일치 여부 확인을 위하여 불가피한 경우에는 주민등록번호가 포함된 자료를 처리할 수 있다.
40,항공기 내에 있는 승객이 해서는 안 되는 금지행위로서 항공보안법(제23조제1항)에 직접 명시되지 않은 것은?,,"폭언, 고성방가 등 소란행위",기장의 승낙 없이 조종실 출입을 기도하는 행위,승무원의 사전 허락 없이 기내에 비치된 구명조끼를 착용하거나 다른 승객에게 무단 배포하는 행위,다른 사람에게 성적(性的) 수치심을 일으키는 행위,3,"항공보안법 제23조제1항에는 소란행위, 흡연, 음주위해행위, 성적 수치심 유발행위, 전자기기 사용, 조종실 출입기도, 기장등의 업무 방해 등이 명시되어 있으나 구명조끼 관련 세부 조작/배포는 직접 명시되어 있지 않다."
41,항공보안장비의 성능 인증을 받으려는 자가 인증기관에 제출해야 하는 첨부서류에 대한 설명으로 옳지 않은 것은?,,성능 인증 품질시스템을 증명하는 자료를 제출해야 한다.,항공보안장비의 외관도 및 사용자 설명서를 제출해야 한다.,항공보안장비의 사후관리를 위한 시설·기술인력을 확보하고 있는 사실을 증명하는 서류는 모든 성능 인증 신청 시 필수적으로 제출해야 한다.,담당 공무원은 행정정보 공동이용을 통하여 법인 등기사항증명서를 확인해야 한다.,3,항공보안법 시행규칙 제14조의2제7호에 따라 사후관리를 위한 시설·기술인력 확보 증명 서류는 '최초로 성능 인증을 신청하는 경우'에 한하여 제출한다.
42,시험기관으로 지정을 받으려는 법인이나 단체가 제출해야 하는 '항공보안장비 시험기관 지정 신청서'의 첨부서류로 규정되지 않은 것은?,,"성능평가시험을 위한 조직, 인력 및 시험 설비 현황 등을 적은 사업계획서",성능평가시험을 수행하기 위한 절차 및 방법 등을 적은 업무규정,시험설비에 대한 국제공인기관의 인증서 사본,법인의 정관 또는 단체의 규약,3,"항공보안법 시행규칙 제14조의7제2항에 명시된 첨부서류에는 사업계획서, 업무규정, 정관(규약), 사업자등록증 및 인감증명서(법인), 지정기준 충족 증명 서류가 있으나, '국제공인기관 인증서 사본'은 명시되어 있지 않다."
43,보호구역 안에 있는 공항상주업체가 수립하는 자체 보안계획에 포함되어야 할 사항이 아닌 것은?,,해당 시설 경비보안 및 보안검색 대책,보안검색 실패 등에 대한 대책 및 보고 전달체계,항공보안업무 담당 조직의 구성·세부업무 및 보안책임자의 지정,보호구역 출입증 관리 대책,2,항공보안법 시행령 제3조의6에 규정된 공항상주업체 자체 보안계획 항목에는 '보안검색 실패 등에 대한 대책'이 없다. 해당 항목은 시행령 제3조의4에 따른 '공항운영자'의 자체 보안계획 포함 사항이다.
44,국토교통부장관이 지방항공청장에게 위임한 권한(업무)이 아닌 것은?,,도심공항터미널을 경영하는 자가 수립하는 자체 보안계획의 승인 또는 변경승인,「항공사업법」에 따라 면허를 받은 국내항공운송사업자의 자체 보안계획의 승인 또는 변경승인,공항시설 보호구역과 임시 보호구역의 지정 및 지정취소의 승인,보안검색 위탁업체의 지정 및 지정 취소,2,항공보안법 시행령 제20조제1호에 따라 국토교통부장관은 '소형항공운송사업자' 및 '외국인 국제항공운송사업자'의 자체 보안계획 승인 권한만 지방항공청장에게 위임하였다. (국내 및 국제항공운송사업자는 장관의 권한임)
