번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
11,경보업무(Alerting Service)에 있어 구조조정센터에 통보해야 하는 비상상황 중 '조난상황(Distress Phase)'에 해당하는 것만을 <보기>에서 모두 고른 것은?,"ㄱ. 비행계획 상 도착예정 시간으로부터 30분 이내에 도착하지 아니할 경우
ㄴ. 항공기가 착륙허가를 받고도 착륙예정 시간으로부터 5분 이내에 착륙하지 아니한 상태에서 무선교신이 되지 아니할 경우
ㄷ. 항공기의 안전한 도착에 필요한 항공기 탑재연료가 고갈되었거나 부족한 것으로 판단되는 경우
ㄹ. 항공기가 불시착을 시도하고 있거나 불시착했다는 정보가 입수 또는 확실하다고 판단되는 경우","ㄱ, ㄴ","ㄷ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,"해설: ㄱ은 불확실상황(INCERFA), ㄴ은 경보상황(ALERFA)에 해당한다. ㄷ과 ㄹ이 조난상황(DETRESFA)에 해당한다. [출처: 항공교통업무기준 제51조]"
12,항공고정통신업무(지상통신) 수행 시 비행정보구역에서 항공교통업무시설과 다른 시설 간의 통신 요건에 대한 설명으로 가장 옳지 않은 것은?,,"비행장관제탑은 관련 군 시설, 구급차 및 소방차 등 비상업무 담당시설과 연락을 위한 시설을 갖추어야 한다.",서면기록이 필요한 인쇄통신의 경우 통신의 전문송신시간이 5분을 초과해서는 안 된다.,단독 직접통화가 레이더를 이용하여 관제권 이양을 하기 위한 목적인 경우 15초 이내에 통신이 이루어져야 한다.,데이터 및 통신녹음은 최소한 30일간 보존되어야 한다.,3,"해설: 단독 직접통화 또는 데이터링크 통신과 결합한 통신이 레이더 또는 ADS-B를 이용하여 관제권 이양을 하기 위한 목적인 경우 '즉시' 통신이 이루어져야 하고, 다른 목적인 경우 15초 이내에 이루어져야 한다. [출처: 항공교통업무기준 제57조]"
13,항공교통관제사의 정기 심사 및 한정회복교육훈련에 대한 설명으로 가장 옳은 것은?,,자격증명의 한정을 취득한 후 최초로 실시하는 정기 심사는 자격증명의 한정을 받은 날부터 1년 이내에 실시해야 한다.,최초의 정기 심사 이후 실시하는 정기 심사는 직전 정기 심사에 합격한 날부터 3년이 되는 날이 속하는 달의 말일까지 실시해야 한다.,"고의 또는 중대한 과실로 항공기사고를 발생시켜 자격증명의 한정이 정지된 경우, 시정교육훈련을 실시하여야 한다.",수시 심사에 합격한 경우 결과 보고는 생략하고 한국교통안전공단 이사장에게 통보만 하면 된다.,3,"해설: 1은 '2년 이내'이다. 2는 '2년이 되는 날'이다. 4는 '국토교통부장관에게 보고하고 한국교통안전공단 이사장에게 통보'하여야 한다. 3이 옳은 설명이다. [출처: 항공교통업무기준 제74조의4, 74조의5, 74조의6]"
14,항공교통업무 자료의 관리 및 보존에 대한 설명으로 가장 옳지 않은 것은?,,사고 및 준사고 발생 시 항공기와의 통신 시작시간부터 종료시간까지 관련된 모든 녹음·녹화자료는 별도로 특별관리하여야 한다.,항공기 피랍 시 항공기와의 통신 시작시간부터 종료시간까지 관련된 모든 녹음·녹화자료를 보관한다.,사고 및 준사고와 관련된 녹음자료를 재사용하기 위해서는 사전에 국토교통부장관의 승인을 받아야 한다.,"항공기사고, 준사고 및 피랍 관련 자료는 조사 처리 완료 후 3년간 추가로 보존하여야 한다.",3,"해설: 사고 및 준사고, 피랍과 관련된 녹음·녹화자료를 재사용하기 위해서는 사전에 '항공교통업무기관의 장'에게 관련 자료의 해제를 요청하여 허가를 받은 후에 사용할 수 있다. [출처: 항공교통업무기준 제101조]"
15,비행장관제탑 시설 및 운영에 대한 설명 중 <보기>에서 옳지 않은 것을 모두 고른 것은?,"ㄱ. 국제운송용 민간항공기가 운항하는 비행장의 항공교통업무제공자는 비상관제탑을 운영하여야 한다.
ㄴ. 항공기의 비상상태를 인지한 때에는 비상전화를 이용하여 해당 내용을 관련 부서에 5분 이내에 전파한다.
ㄷ. 비행장관제탑 관제사는 항공교통관제 업무를 수행하는 동안 편광 색안경을 착용하여서는 아니 된다.
ㄹ. 비상전화 점검은 특별한 사정이 없는 한 매일 09:00시 및 18:00시에 실시하여야 한다.","ㄱ, ㄴ","ㄴ, ㄹ","ㄷ, ㄹ","ㄱ, ㄷ",2,해설: ㄴ은 '즉시 전파'하여야 한다. ㄹ은 매일 '10:00시' 및 '18:00시'에 점검하여야 한다. ㄱ과 ㄷ은 옳은 설명이다. [출처: 항공교통업무기준 제106조]
16,"수직분리최저치(VSM)에 대한 설명으로 옳은 것은? (별표 1, 5.3.2 참조)",,"FL290 미만에서 600m(2,000ft), FL290 이상에서 300m(1,000ft)를 적용한다.","FL290 미만에서 300m(1,000ft), FL290 이상에서 600m(2,000ft)를 적용한다.","특정 공역 내에서 지역항행협정에 명시된 경우 FL410 이상에서도 300m(1,000ft)를 적용한다.","모든 비행고도에서 일괄적으로 300m(1,000ft)를 적용한다.",2,"해설: 수직 분리최저치는 FL290 미만에서 300m(1,000ft), FL290 이상에서 600m(2,000ft)이다. 단 특정 조건하에 명시된 공역에서는 FL410 미만에서 300m(1,000ft), FL410 이상에서 600m(2,000ft)를 적용한다. [출처: 항공교통업무기준 별표 1, 5.3.2]"
17,"수평 속도조절 지시에 대한 설명으로 가장 옳지 않은 것은? (별표 1, 4.6 참조)",,"고도 7,600m(FL 250) 이상에서 속도조절은 0.01 마하의 배수로 하여야 한다.",속도조절은 체공장주에 진입하거나 체공 중인 항공기에도 동일하게 적용할 수 있다.,중간접근 및 최종접근 중인 항공기에게는 ±20knots(±40km/h) 이하로만 속도조정을 하여야 한다.,활주로시단으로부터 7km(4NM) 지점 이내에서 최종접근 중인 항공기에게는 속도조절 지시를 하여서는 아니 된다.,2,"해설: 속도조절은 체공장주에 진입하거나 체공 중인 항공기에 적용하여서는 아니 된다. [출처: 항공교통업무기준 별표 1, 4.6.1.3]"
18,"항적 난기류(Wake turbulence) 범주 분류에 대한 설명으로 옳은 것은? (별표 1, 4.9.1.1 참조)",,"대형(H)은 136,000kg 초과의 모든 항공기를 의미한다.","중형(M)은 7,000kg 이상 136,000kg 미만의 항공기 기종이다.","소형(L)은 7,000kg 이하의 항공기 기종이다.","초대형(J) 범주는 136,000kg 이상의 모든 항공기 중 날개폭이 특정 기준을 넘는 항공기이다.",3,"해설: 소형(L)은 7,000kg 이하의 항공기 기종이다. 중형(M)은 7,000kg '초과' 136,000kg 미만이며, 대형(H)은 초대형(J) 범주를 제외한 136,000kg 이상 기종이다. [출처: 항공교통업무기준 별표 1, 4.9.1.1]"
19,항공교통업무 종사자의 피로관리(Fatigue management)에 대한 설명 중 <보기>에서 가장 옳은 것의 개수는?,"ㄱ. 국토교통부 소속 항공교통관제시설의 장은 관제사의 근무시간 등에 대한 기록을 12개월 이상 보관하여야 한다.
ㄴ. 근무시간 제한기준 예외 승인 시, 예외적 적용 필요성을 분기별로 평가하여야 한다.
ㄷ. 관제사 근무편성 시 휴무시간은 1개월 미만의 일시적 적용불가 시 예외로 할 수 없다.
ㄹ. 경감조치 등 운영실적은 매 분기마다 항공교통본부장에게 제출하여야 한다.",1개,2개,3개,4개,1,"해설: ㄱ은 '15개월 이상' 보관해야 한다. ㄷ은 일시적(1개월 미만)으로 적용할 수 없는 경우 절차를 수행하고 기록하면 가능하다. ㄹ은 '매 반기마다' 제출하여야 한다. 따라서 옳은 것은 ㄴ 1개이다. [출처: 항공교통업무기준 제32조의2, 제32조의3]"
20,"데이터링크 통신 개시 절차(Data link communications initiation procedures)에서 연결 실패 시 조치에 관한 설명으로 가장 옳지 않은 것은? (별표 1, 4.15.4 참조)",,단일 데이터링크 개시 응답 메시지의 전송에 실패한 경우 항공교통업무시설이 해당 메시지를 다시 송신하는 절차가 포함되어야 한다.,"비행계획이 이용 불가한 경우, 성공적인 데이터링크 개시가 달성되도록 비행데이터 처리시스템 내의 충분한 정보를 포함한 비행계획을 작성한다.","운항승무원에 의해 개시된 로그온으로 데이터링크 개시 실패 시, 데이터링크 시스템은 해당 승무원에게 실패 알림을 제공해야 한다.","데이터링크 개시 실패 시, 운항승무원은 FMS 또는 데이터링크가 개시된 장비에서 가용한 비행계획 정보의 정확성과 일관성을 확인하지 않고 즉시 음성통신으로 전환하여야 한다.",4,"해설: 데이터링크 개시 실패 시, 운항승무원은 FMS 또는 데이터링크가 개시된 장비에서 가용한 비행계획 정보의 정확성과 일관성을 확인하고, 차이를 감지한 경우 필요한 변경을 수행한 후 재개시하여야 한다. [출처: 항공교통업무기준 별표 1, 4.15.4]"
21,피로관리 및 관제사의 근무시간 정의에 대한 설명으로 가장 옳지 않은 것은?,,"근무(Duty)란 관제사가 수행하는 모든 업무로서 관제업무시간, 행정업무, 훈련, 근무팀간 교대 브리핑, 근무 대기 등을 포함한다.",비관제업무시간이란 관제사의 근무시간 중 관제업무시간을 제외한 나머지 시간을 말한다.,"관제업무시간(Time-in-position)이란 관제사가 근무석에서 항공교통관제 허가, 지시 및 비행정보제공 등의 업무를 제공한 시간을 말한다.",근무시간(Duty Period)이란 관제사가 근무보고를 하거나 근무를 시작한 때부터 휴무시간을 제외한 관제업무시간의 총합을 말한다.,4,해설: 근무시간(Duty Period)이란 관제사가 관제사 근무편성 또는 항공교통업무기관의 장의 요구에 따라 근무보고를 하거나 근무를 시작한 때부터 '모든 근무가 끝난 때까지의 시간'을 말한다. 관제업무시간의 총합만을 의미하지 않는다. [출처: 항공교통업무기준 제5조 제110호]
22,성능기반항행(PBN) 운항 및 항행요건에 대한 설명 중 <보기>에서 옳은 것을 모두 고른 것은?,"ㄱ. 항행요건은 특정 공역에서 요구되는 운항에 필요한 정확도, 무결성, 연속성 및 기능성을 고려한 RNAV 요건 및 RNP 요건으로 표현된다.
ㄴ. RNP 요건은 항공기 자체에 성능감시 및 경고기능이 구비되어야 하는 지역항법에 기초한 항행요건이다.
ㄷ. RNAV 요건은 항공기 자체에 성능감시 및 경고기능 구비가 반드시 필요한 것은 아니다.
ㄹ. 성능기반항행 운항을 위한 항행요건을 지정된 공역에 적용하는 경우, 지역항행협정에 기초하여 정하여야 한다.","ㄱ, ㄴ","ㄱ, ㄷ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",4,"해설: 주어진 보기 ㄱ, ㄴ, ㄷ, ㄹ은 모두 항공교통업무기준에 명시된 성능기반항행 및 항행요건에 대한 올바른 설명이다. [출처: 항공교통업무기준 제5조 제38호, 제96호 및 제12조]"
23,항공정보 지도 자료의 무결성 등급(Integrity classification) 분류에 대한 설명으로 바르게 짝지어진 것은?,,일반자료: 손상된 자료가 사용될 경우 대형사고가 발생할 수 있는 개연성이 높은 자료,필수자료: 손상된 자료가 사용될 경우 대형사고가 발생할 수 있는 개연성이 낮은 자료,중요자료: 손상된 자료가 사용될 경우 대형사고가 발생할 수 있는 개연성이 아주 낮은 자료,정밀자료: 손상된 자료가 사용될 경우 대형사고가 발생할 수 있는 개연성이 극히 희박한 자료,2,"해설: 일반자료는 개연성이 아주 낮은 자료, 필수자료는 개연성이 낮은 자료, 중요자료는 개연성이 높은 자료를 말한다. 정밀자료라는 등급은 존재하지 않는다. [출처: 항공교통업무기준 제5조 제105호]"
24,"비상항공기 지원 및 비행 중 우발상황에 대한 절차 수립 시, 사전에 국토교통부장관의 확인(acceptance)을 받아야 하는 세부절차 항목이 아닌 것은?",,항공기 폭파 위협 (Aircraft bomb threat),불법 간섭 (Unlawful interference),연료 투하 (Fuel dumping),비상 강하 (Emergency descent),3,"해설: 연료투하는 '비행 중 우발상황(제29조)'에 대한 절차이며, 비상항공기 지원(제28조)에 관한 세부절차는 1. 불법간섭 2. 항공기 폭파 위협 3. 비상강하 이다. (연료투하도 우발상황 절차로 확인을 받아야 하나 제28조 비상항공기 지원 항목 분류가 아님) [출처: 항공교통업무기준 제28조 제4항 및 제29조 제2항]"
25,항공교통관제 우발절차(ATC Contingency procedures) 중 표준운영절차에 수립·시행하여야 할 대상이 아닌 것은?,,무선통신 우발상황,비상 분리,공중충돌경고장치(ACAS) 장착 항공기에 관한 절차,우주기상 현상으로 인한 항공기 강하 절차,4,"해설: '우주기상 현상으로 인한 항공기 강하'는 비행 중 우발상황(제29조 2항)에 해당하는 항목이며, 항공교통관제 우발절차(제29조의2 1항) 항목이 아니다. 항공교통관제 우발절차에는 무선통신 우발상황, 비상분리, STCA 절차, MSAW 절차, ACAS 장착 항공기에 관한 절차가 포함된다. [출처: 항공교통업무기준 제29조의2 제1항]"
26,항공교통업무용 시간(Time in ATS)에 대한 설명으로 가장 옳지 않은 것은?,,"항공교통업무시설은 국제표준시간(UTC)을 사용하여야 하며, 1일 24시간을 시/분 및 필요 시 초단위로 표시하여야 한다.",데이터링크 통신을 사용하는 경우에는 국제표준시간으로부터 1초 이내의 정확한 시간이 유지되도록 점검하여야 한다.,항공교통업무시설의 시계 등 시간 기록장치는 일반적인 무선통신의 경우 국제표준시간으로부터 10초 이내의 정확한 시간이 유지되도록 점검하여야 한다.,관제탑은 특별한 절차가 없는 한 항공기가 이륙을 위하여 지상이동(taxi) 시작 전에 조종사에게 정확한 시간을 제공하여야 한다.,3,해설: 일반적인 항공교통업무시설의 시계 및 다른 시간 기록장치는 국제표준시간으로부터 '30초 이내'의 정확한 시간이 유지되도록 점검하여야 한다. 10초 이내가 아니다. [출처: 항공교통업무기준 제30조 제3항]
27,항공교통업무 안전관리에서 안전 위험도 평가(safety risk assessment)를 시행하여야 하는 변경사항이 아닌 것을 고르시오.,"ㄱ. 공역 또는 공항에 적용되는 출발 및 도착 비행절차의 신설
ㄴ. 항공교통로 구조의 재구성
ㄷ. 공항의 활주로, 유도로의 물리적 구조의 변경
ㄹ. 항공기 탑재장비 중 기내 엔터테인먼트 시스템의 신규 도입",ㄱ,ㄴ,ㄷ,ㄹ,4,"해설: 항공기 기내 엔터테인먼트 시스템 도입은 안전위험도 평가 대상이 아니다. 통신, 감시, 항행시스템 등 안전에 영향을 미치는 시스템의 새로운 도입이 평가 대상이다. [출처: 항공교통업무기준 제32조 제3항]"
28,관제책임의 이양 시기에 대한 설명 중 <보기>의 내용과 가장 일치하지 않는 것은?,"ㄱ. 비행장관제탑에서 접근관제소로 출발항공기를 이양할 때, 비행장 주위가 시계비행기상상태인 경우 항공기가 비행장 주위를 떠나기 전 또는 계기비행기상상태에 진입하기 전에 이양한다.
ㄴ. 접근관제소에서 비행장관제탑으로 도착항공기를 이양할 때, 지상 참조점을 육안으로 식별하여 접근 및 착륙을 완료할 수 있을 것으로 판단되면 이양할 수 있다.
ㄷ. 지역관제소 간 항공기를 이양할 때에는 반드시 항공기가 공동 경계선을 완전히 통과한 이후에만 이양을 개시하여야 한다.
ㄹ. 비행장관제탑에서 접근관제소로 출발항공기를 이양할 때, 비행장 주위가 계기비행기상상태인 경우 항공기 이륙 직후에 이양할 수 있다.",ㄱ,ㄴ,ㄷ,ㄹ,3,해설: 지역관제업무 시설 간의 관제이양은 항공기가 '공동 경계선을 횡단할 것으로 예상하는 시점 또는 두 시설 간 합의된 지점 또는 시점'에 이루어져야 한다. 완전히 통과한 이후에만 개시하는 것은 아니다. [출처: 항공교통업무기준 제41조 제1항 제1호]
29,항공교통관제허가의 발부 및 협조(다운스트림허가 포함)에 관한 설명으로 가장 옳지 않은 것은?,,항공기는 관제이양지점에 도달하기 전에 다운스트림허가를 받기 위하여 다운스트림 항공교통관제시설과 교신하여야 한다.,"다운스트림허가를 받는 동안, 항공기는 현재의 항공교통관제시설과 양방향 통신을 유지하여야 한다.",사전 조정되지 않은 다운스트림허가는 해당 다운스트림허가를 발부하는 항공교통관제시설의 관할공역 외의 공역에서 항공기의 기존 비행 프로파일에 영향을 미쳐야 한다.,관제구역 내 비행장에서 출발하여 출발 후 30분 이내에 다른 관제구역으로 진입하려는 경우에는 출발허가를 발부하기 전에 후속 지역관제소와 조정하여야 한다.,3,해설: 사전 조정되지 않은 다운스트림허가는 해당 다운스트림허가를 발부하는 항공교통관제시설의 관할공역 외의 공역에서 항공기의 기존 비행 프로파일에 '영향을 미쳐서는 아니 된다.' [출처: 항공교통업무기준 제42조 제5항 제3호 다목]
30,비행장의 기동지역 내를 이동하는 차량의 운전자가 준수해야 할 양보의 우선순위에 대한 설명으로 옳지 않은 것은?,,조난항공기의 구조를 위하여 이동하는 비상차량은 다른 모든 지상이동 교통보다 우선권을 부여하여야 한다.,차량은 지상이동·이륙·착륙 중인 항공기에게 진로를 양보하여야 한다.,항공기를 견인하는 차량은 관제지시에 따라 이동 중인 일반 차량에게 진로를 양보하여야 한다.,차량은 관제지시에 따라 이동 중인 다른 차량에게 진로를 양보하여야 한다.,3,해설: 차량은 '항공기를 견인하는 차량에게' 진로를 양보하여야 한다. 견인차량이 양보하는 것이 아니다. [출처: 항공교통업무기준 제43조 제2항]
31,공항정보자동방송(ATIS)이 도착 및 출발정보를 모두 포함하는 메시지를 제공할 경우 제공 순서로 올바르게 나열된 것은?,"ㄱ. 사용활주로
ㄴ. 지정어(designator)
ㄷ. 도착 및/또는 출발 지시어
ㄹ. 비행장 명칭
ㅁ. 관측시간
ㅂ. 사용 예정된 접근절차의 종류",ㄹ - ㄷ - ㄴ - ㅁ - ㅂ - ㄱ,ㄹ - ㄷ - ㅁ - ㄴ - ㄱ - ㅂ,ㄷ - ㄹ - ㄴ - ㅁ - ㅂ - ㄱ,ㄹ - ㄴ - ㄷ - ㅂ - ㅁ - ㄱ,1,"해설: ATIS 방송순서는 1. 비행장 명칭, 2. 도착 및/또는 출발 지시어, (3. D-ATIS의 경우 정보교환방식), 4. 지정어, 5. 관측시간, 6. 사용 예정된 접근절차 종류, 7. 사용활주로 순이다. 따라서 ㄹ-ㄷ-ㄴ-ㅁ-ㅂ-ㄱ 순서가 맞다. [출처: 항공교통업무기준 제48조 제7항]"
