번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
11,공역의 등급에 따른 관제업무 제공 내용 중 옳지 않은 것은?,,"A등급 공역: 모든 비행은 계기비행(IFR)으로만 이루어지며, 전 항공기 간 상호 분리(Separation)가 제공된다.","B등급 공역: IFR과 VFR 모두 비행 가능하며, 모든 항공기(IFR 상호 간, IFR-VFR 간, VFR 상호 간) 간 분리업무가 제공된다.","C등급 공역: VFR 항공기는 IFR 항공기와의 사이에서 분리업무를 제공받으나, VFR 항공기 상호 간에는 교통정보만 제공받고 분리업무는 제공되지 않는다.","D등급 공역: IFR 항공기 상호 간에만 분리업무가 제공되며, IFR과 VFR 항공기 간에는 어떠한 분리나 교통정보도 제공되지 않는다.",4,"[출처: 항공안전법 시행규칙 및 항공교통관제절차] D등급 공역에서는 IFR 항공기 상호 간 분리를 제공하며, IFR과 VFR 간, VFR 상호 간에는 교통정보를 제공한다. 어떠한 교통정보도 제공되지 않는다는 설명은 오답이다."
12,레이더 식별 상실(Radar Contact Lost) 시 관제사의 조치로 가장 거리가 먼 것은?,,"항공기의 표적이 전시기에 더 이상 나타나지 않으면 즉시 ""Radar Contact Lost""를 조종사에게 통보해야 한다.","레이더 관제가 불가능하므로, 비레이더 분리(Non-radar Separation) 최저치가 적용될 수 있도록 신속하게 비레이더 관제 절차로 전환해야 한다.","트랜스폰더 고장으로 인해 식별이 상실된 경우, 관제사는 당해 항공기에게 비상 상황임을 선언하고 가장 가까운 착륙 가능한 공항으로 즉시 회항하도록 지시해야 한다.","필요 시, 인접 관제시설과 협조하여 레이더 관측 범위를 벗어나기 전 위치와 예상 비행경로 정보를 제공해야 한다.",3,[출처: 항공교통관제절차 제5장] 트랜스폰더 고장 또는 레이더 식별 상실 시 무조건적인 회항을 지시하지 않는다. 통신이 유지되고 있다면 비레이더 관제로 전환하거나 일차레이더를 이용하여 목적지까지 비행을 지원한다.
13,자동터미널정보업무(ATIS)의 내용을 즉시 갱신하여 새로운 방송을 실시해야 하는 경우로 규정된 것을 <보기>에서 모두 고른 것은?,"ㄱ. 사용 활주로가 변경된 경우
ㄴ. 계기접근절차가 변경된 경우
ㄷ. 새로운 METAR 또는 SPECI 기상 전문을 수신한 경우
ㄹ. 조종사가 ATIS 정보의 불명확성을 제기한 경우","ㄱ, ㄴ","ㄱ, ㄴ, ㄷ","ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,"[출처: 항공교통관제절차 제2장] ATIS는 기상전문(METAR/SPECI) 수신, 기상 급변, 활주로/계기접근절차 변경 시 즉시 갱신되어야 한다. 조종사의 개인적 불명확성 제기 자체는 자동 갱신 사유에 해당하지 않는다."
14,출발 항공기의 인가(Departure Clearance) 내용 중 관제 한계점(Clearance Limit)에 대한 설명으로 옳은 것은?,,관제 한계점은 조종사가 언제라도 변경을 요청할 수 있는 권장 사항이므로 상황에 따라 무시할 수 있다.,"IFR 항공기의 경우, 관제 한계점은 예외 없이 목적지 공항(Destination Airport)으로만 발부되어야 한다.",단거리 비행이나 복잡한 터미널 공역에서는 목적지 공항이 아닌 특정 항행안전시설이나 픽스(Fix)가 관제 한계점으로 발부될 수 있다.,통신 두절 발생 시 항공기는 발부받은 관제 한계점과 무관하게 즉시 목적지 공항으로 기수를 돌려야 한다.,3,"[출처: 항공교통관제절차 제4장] 관제 한계점(Clearance Limit)은 통상 목적지 공항으로 지정되나, 단거리 비행이나 관제 협조 지연 시 중간 Fix나 항행안전시설을 한계점으로 발부할 수 있다. 통신 두절 시에도 한계점 규정을 준수하여 홀딩 등 절차를 수행해야 한다."
15,관제이양(Transfer of Control) 시점에 대한 설명 중 현행 항공교통관제절차 상 위배되는 것은?,,"비레이더 관제 시, 양 관제소 간 합의된 고도, 위치 또는 시간(Fix/Time)을 통과할 때 이양이 이루어질 수 있다.",관제탑(Local Control)은 출발 항공기가 이륙하여 이륙 활주로의 끝을 물리적으로 통과하는 즉시 기계적으로 접근관제소로 관제이양을 완료해야 한다.,접근관제소에서 관제탑으로의 레이더 관제이양은 통상 항공기가 시각접근 또는 계기접근을 확립하여 관제탑 시야에 들어온 후 지정된 위치에서 이루어진다.,"이양(Hand-off)이 완료되어 타 관제시설과 교신을 시작했더라도, 사전 합의가 없는 한 이양한 관제사는 항공기가 자신의 공역을 벗어날 때까지 분리 책임을 진다.",2,[출처: 항공교통관제절차 제2장] 관제탑과 접근관제소 간 출발기 관제이양은 항공기가 안전하게 부양하여 식별 가능할 때나 사전 합의된 픽스/고도 통과 시 지시한다. 활주로 끝 통과 즉시 무조건 기계적으로 이양하는 것은 아니다.
16,교차 활주로(Intersecting Runways)에서 이륙 시 관제 절차로 가장 거리가 먼 것은?,,교차 활주로에서 이륙 시 앞서가는 항공기가 이륙하여 교차점을 통과한 후에 뒤따르는 항공기의 이륙 활주를 허가할 수 있다.,관제사는 뒤따르는 항공기 조종사에게 선행 항공기의 이동 상황 등 필요한 교통정보를 발부하여야 한다.,"앞선 항공기가 교차점을 통과하기 전이라도, 선행 항공기가 충돌회피를 위해 다른 방향으로 명확하게 선회 중이라면 후행 항공기의 이륙을 허가할 수 있다.","교차 활주로 운영 시, VFR 항공기에 대해서는 관제사가 활주로 분리 최저치를 적용할 책임이 없으므로 조종사 재량으로 활주로에 진입토록 유도한다.",4,[출처: 항공교통관제절차 제3장] 교차 활주로 분리 절차는 IFR/VFR 여부를 불문하고 관제사의 통제 하에 엄격히 적용되어야 한다. VFR 조종사 재량으로 이륙을 허용하는 것은 안전규정 위반이다.
17,수직분리(Vertical Separation) 적용 배제에 대한 설명으로 올바르게 짝지어진 것은?,"ㄱ. 양 항공기의 조종사가 서로 상대방을 시각으로 식별하고 시각분리를 지시받았을 때
ㄴ. VMC 조건에서 주간(Daytime)에 IFR 비행 중인 항공기에게 조종사 책임하의 VFR 상승/강하를 인가했을 때
ㄷ. 비행중인 구역이 D등급 공역 이상으로 레이더 모니터링이 제공될 때
ㄹ. 조종사가 충돌회피장치(TCAS)의 RA(Resolution Advisory) 지시를 수행 중일 때","ㄱ, ㄴ, ㄹ","ㄱ, ㄴ","ㄴ, ㄷ, ㄹ","ㄱ, ㄷ",1,"[출처: 항공교통관제절차 제4장 및 제7장] 표준 수직분리는 시각분리 적용 시(ㄱ), VFR 상승/강하 조건 시(ㄴ) 관제사 수직분리 책임이 배제되며, TCAS RA 회피 기동 중(ㄹ)에도 면제된다. 반면 레이더 모니터링만으로 수직분리가 배제되지는 않는다."
18,항행안전시설 고장 시 관제절차로 옳지 않은 것은?,,"ILS 글라이드슬로프(Glide Slope) 고장 시, 해당 접근을 비정밀접근(Localizer Only)으로 전환하여 통보하고 수행토록 할 수 있다.",관제사는 VOR 장비 고장을 인지한 즉시 관할 비행정보구역 내 모든 IFR 비행계획을 취소하고 VFR로 전환하도록 지시해야 한다.,"장비 고장으로 인해 조종사가 현재 위치를 파악하지 못하는 경우, 관제사는 레이더 유도(Radar Vectoring)를 적극 제공하여 항법을 지원해야 한다.","관제사는 해당 시설 담당자에게 신속하게 통보하고, 필요 시 항공고시보(NOTAM) 발행을 협조해야 한다.",2,"[출처: 항공교통관제절차 비상 및 우발상황] 시설 고장 시 레이더 유도, 대체 시설 등을 이용해 IFR 비행을 계속 지원해야 한다. 고장을 이유로 조종사 의사와 무관하게 IFR을 일괄 취소시키는 것은 위험하며 절차에 어긋난다."
19,관제권 내 지상 이동(Taxi)에 관한 관제사 통제 절차로 맞는 것을 모두 고른 것은?,"ㄱ. 'Taxi to Runway 32' 지시를 받은 조종사는 배정된 활주로에 이르는 도중의 모든 교차 활주로를 관제사 인가 없이 횡단해도 된다.
ㄴ. 지상이동 중인 항공기에게 'Hold Short of Runway 14' 지시를 발부할 때, 조종사는 반드시 이 지시를 복창(Read-back)해야 한다.
ㄷ. 'Line up and wait' 지시는 이륙을 허가하는 것이 아니며 활주로 진입 및 정대 후 대기하라는 의미이다.
ㄹ. 혼동 방지를 위해 'Take-off'라는 단어는 실질적인 이륙 허가 및 취소 시에만 사용해야 한다.","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",3,"[출처: 항공교통관제절차 제3장] ㄱ. 'Taxi to' 지시를 받았더라도 다른 활주로를 횡단하기 위해서는 반드시 별도의 횡단 허가(Cross Runway)를 받아야 한다. ㄴ, ㄷ, ㄹ은 지상이동 통신의 필수 원칙이다."
20,레이더 관제(Radar Control) 분리 최저치 예외 적용(축소) 조건으로 틀린 것은?,,"모자이크 레이더 적용 시 통상 5마일이나, 터미널 관제구역 내에서는 안테나 반경 40마일 이내 등 일정 조건하에서 3마일로 축소될 수 있다.","두 대의 항공기가 서로 평행한 활주로(거리 4,300피트 이상)에 동시 정밀(ILS) 접근을 수행할 때 특정 조건 하에 사선 거리(Diagonal) 분리를 적용할 수 있다.","동일방향으로 강하 중인 두 대의 IFR 항공기가 있을 때, 선행 항공기의 강하율이 후행 항공기보다 느린 경우에 한해 일시적으로 수직 분리를 무시할 수 있다.",비행기가 VFR로 비행 중이고 뒤따르는 IFR 항공기가 시각분리를 적용받아 앞선 항공기를 따라 시계접근을 수행 중일 때는 레이더 분리 최저치가 적용되지 않는다.,3,[출처: 항공교통관제절차 제5장] 강하 상황에서 선행 항공기의 강하율이 후행 항공기보다 '느린' 경우 후행 항공기가 덮칠 위험이 있으므로 수직분리를 절대 무시할 수 없다. (반대로 선행기 강하율이 더 큰 경우 등 간격이 벌어짐이 확실할 때 제한적으로 적용 가능하다).
21,운영상 우선순위(Operational Priority)에 대한 설명으로 옳지 않은 것을 모두 고른 것은?,"ㄱ. 조난 항공기는 다른 모든 항공기보다 우선하여 통행할 수 있는 절대적 권리를 갖는다.
ㄴ. 의료수송기인 'MEDEVAC' 호출부호의 사용은 운영상 우선권을 요청하였음을 의미하며, 구두로 요청한 정기 항공운송사업용 여객기도 필요시 우선권을 부여받을 수 있다.
ㄷ. 특별시계비행(SVFR) 항공기는 기상 조건의 제약으로 인해 계기비행(IFR) 항공기보다 우선권을 가진다.
ㄹ. 비행계획상 'NAOC'이 표시된 야간감시 항공기의 이동은 특별한 사유가 없는 한 신속히 처리하여야 한다.
ㅁ. 비행점검 항공기의 신속한 업무수행을 위하여 상황에 상관없이 무조건적인 특별 취급을 보장해야 한다.","ㄱ, ㄴ","ㄷ, ㅁ","ㄴ, ㄷ, ㄹ","ㄷ, ㄹ, ㅁ",2,"[출처: 항공교통관제절차 제2장] ㄷ. 계기비행(IFR) 항공기가 특별시계비행(SVFR) 항공기보다 우선권을 가진다. ㅁ. 비행점검 항공기는 특별 취급을 해야 하나, 예상치 않은 바람, 기상, 과중한 교통량으로 인해 특정 시간에 우선권 제공이 곤란한 경우도 종종 발생할 수 있으므로 '상황에 상관없이 무조건적인'이라는 설명은 옳지 않다."
22,최소 연료(Minimum Fuel) 선언에 따른 관제 절차로 가장 적절한 것은?,,조종사가 최소 연료를 선언하면 이는 곧 비상상황(Emergency)을 의미하므로 즉각적으로 최우선권을 부여하여 착륙을 유도해야 한다.,"해당 항공기를 인양받는 관제기관에게 최소 연료 상태임을 통보하고, 경로 지연을 유발할 수 있는 요인에 대해 주의를 환기시켜야 한다.",관제사는 최소 연료 선언을 접수한 즉시 해당 공역 인근의 구조업무 기관(RCC)에 비상 상황 발생을 통보해야 한다.,최소 연료를 선언한 항공기라도 교차 활주로 분리 시에는 예외 없이 대기 지시를 반복하여 분리 최저치를 우선 확보해야 한다.,2,"[출처: 항공교통관제절차 제2장] 조종사가 사용하는 '최소 연료' 용어는 지연을 감당할 연료가 없다는 뜻이지 비상상황이거나 즉각적인 통행 우선권을 요구하는 것은 아니다. 다만 지연될 경우 비상으로 전개될 수 있으므로, 인수 관제시설에 이를 통보하고 지연 요인에 주의를 환기해야 한다."
23,RVSM(수직분리 최저치 축소) 공역 운영에 관한 설명으로 가장 올바르게 짝지어진 것은?,"ㄱ. RVSM 공역 내에서 운용되는 비 RVSM 항공기 중 경찰, 세관, MEDEVAC 항공기는 감독자의 사전 인가 없이 RVSM 공역 진입이 허가된다.
ㄴ. 비 RVSM 항공기에 관련된 모든 지대지(Ground-to-Ground) 구두통신 협조 시 ""Negative RVSM""이라는 표현을 사용하여야 한다.
ㄷ. 장비 결함이나 요란 등으로 인해 RVSM 유지가 불가능할 경우, 관제사는 적절한 분리기준을 적용하고 RVSM 공역에서 벗어나도록 조언한다.
ㄹ. 조종사가 RVSM 공역 진입을 요청하였으나 수용이 불가한 경우 ""UNABLE CLEARANCE INTO RVSM AIRSPACE""라는 관제 용어를 사용한다.","ㄱ, ㄴ","ㄷ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",3,"[출처: 항공교통관제절차 제2장] ㄱ. 경찰, 세관, MEDEVAC 등 비 RVSM 항공기의 예외 운항이라 할지라도 감독자/근무팀장(CIC)에 의해 '사전에 인가'되어야만 RVSM 공역 진입이 허용된다. 따라서 사전 인가 없이라는 설명은 틀리다."
24,관제탑에서 무선 교신이 이루어지지 않는 항공기 또는 차량에게 발부하는 빛총 신호(Light Signals)의 의미로 옳지 않은 것은?,,비행 중인 항공기에게 깜박이는 녹색(Flashing Green): 착륙을 준비할 것 (추후 지상유도를 위한 허가가 뒤따름),지상에 있는 항공기에게 깜박이는 붉은색(Flashing Red): 활주로 또는 유도로에서 벗어날 것,지상에 있는 차량에게 깜박이는 흰색(Flashing White): 비행장 안의 출발지점으로 돌아갈 것,비행 중인 항공기에게 교차되는 적색등과 녹색등: 다른 항공기에 진로를 양보하고 계속 선회할 것,4,"[출처: 항공교통관제절차 제3장] '교차되는 적색등과 녹색등'은 일반적인 경고 신호로 ""극도의 주의를 요한다""는 의미이다. ""다른 항공기에 진로를 양보하고 계속 선회할 것""을 의미하는 빛총 신호는 '연속되는 붉은색(Steady Red)'이다."
25,활주로가시거리(RVR) 제공에 관한 관제 절차로 가장 옳지 않은 것은?,,"측정된 RVR 값이 1,500미터(민 적용) 미만이거나 6,000피트(군 적용) 이하일 경우, 우시정에 관계없이 RVR 값을 발부하여야 한다.","Touchdown RVR 값이 Mid-Point RVR 값보다 크고, Mid-Point RVR 값이 800미터 미만인 경우 Touchdown RVR만 단독 발부하여 조종사의 혼선을 방지한다.",관측자가 신뢰할 만한 보고 자료가 있거나 측정치가 관련 활주로 상황에 적합하지 않은 것으로 판단될 때는 해당 RVR 자료를 사용하지 않는다.,"활주로에 둘 이상의 RVR 시스템이 운용 중일 때, 하나의 시스템이라도 정보를 제공할 수 없는 경우 ""NOT AVAILABLE"" 등의 용어를 적합한 순서에 포함하여 알린다.",2,"[출처: 항공교통관제절차 제3장] Mid-Point 또는 Roll-out RVR 값이 800미터(민 적용)/2000피트(군 적용) 미만이고 Touchdown RVR 값이 이보다 클 때에는, 해당 값을 모두(Mid 및 Roll-out 포함) 발부하여 활주로 구간별 시정 악화를 조종사에게 명확히 알려야 한다."
