번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
19,현행 항공사업법령상 항공운송사업자의 운임 및 요금에 대한 설명 중 가장 옳지 않은 것은?,,국제항공운송사업의 여객운임은 해당 국가와의 항공협정 내용에 따라 인가를 받거나 신고하여야 한다.,부당하게 차별적인 운임이나 요금은 인가되어서는 아니 된다.,국내선 화물운임은 여객운임과 동일하게 20일 전까지 예고한 후 자율적으로 시행할 수 있다.,모든 국제항공운송사업의 화물운임은 예외 없이 국토교통부장관의 인가를 받아야 한다.,4,"[출처: 항공사업법 제14조] 국제항공운송사업의 운임 및 요금(여객, 화물 포함)은 우리나라와 외국 간에 체결된 항공에 관한 협정에 따라 국토교통부장관의 인가를 받거나 신고하여야 한다. 따라서 '모든' 국제화물운임이 예외 없이 인가를 받아야 한다는 것은 틀린 설명이다. 항공협정에 따라 신고제로 운영되는 노선도 존재한다."
20,현행 항공사업법령상 상업서류 송달업에 대한 설명으로 옳은 것은?,,"타인의 수요에 맞추어 유상으로 수출입에 따르는 상업서류를 항공기를 이용하여 송달하는 사업으로, 국토교통부장관의 면허를 받아야 한다.",상업서류 송달업을 경영하려는 자는 자본금 5억원 이상을 갖추어 국토교통부장관에게 신고하여야 한다.,상업서류 송달업은 외국인 지분제한(외국인이 지분의 2분의 1 이상 소유 금지) 요건이 적용된다.,"우편법에 따른 우편사업의 전담을 훼손하지 않는 범위 내에서 허용되며, 등록이 아닌 신고 대상이다.",4,"[출처: 항공사업법 제51조, 동법 시행령 별표 2] 항공사업법상 '상업서류 송달업'은 국토교통부장관에게 '신고'하여야 하는 사업이다(면허나 등록 아님). 외국인 지분제한의 적용을 받지 않으며, 자본금 요건은 3억원 이상이다. 또한 우편법상 국가의 우편 전담을 침해하지 않는 범위(수출입 상업서류 등 특정 서류) 내에서만 허용된다."
21,현행 항공사업법령상 항공정책기본계획에 대한 설명으로 가장 옳지 않은 것은?,,국토교통부장관은 대한민국 항공사업의 성장과 질서유지를 위해 5년마다 항공정책기본계획을 수립하여야 한다.,확정된 기본계획 중 항공운송사업 등 항공사업의 구조개선에 관한 사항을 변경하려는 경우에는 관계 중앙행정기관의 장과의 협의를 생략할 수 있다.,국토교통부장관은 항공정책기본계획을 수립하려는 경우 관할 시·도지사의 의견을 듣고 관계 중앙행정기관의 장과 협의하여야 한다.,항공정책기본계획에는 국제항공네트워크의 확충 방안 및 항공교통이용자의 보호에 관한 사항이 포함되어야 한다.,2,"[출처: 항공사업법 제3조, 동법 시행령 제2조] 시행령 제2조에 따르면 '항공운송사업 등 항공사업의 구조개선 및 경쟁력 강화'에 관한 사항은 기본계획의 중요한 사항에 해당한다. 따라서 이를 변경하려는 경우에는 관계 중앙행정기관의 장과의 협의 및 항공정책위원회의 심의를 거쳐야 하며 생략할 수 없다."
22,현행 항공사업법령상 항공기사용사업의 등록기준 중 자본금 또는 자산평가액 요건으로 옳은 것을 <보기>에서 모두 고른 것은?,"ㄱ. 비료 또는 농약 살포: 법인 납입자본금 5억원 이상
ㄴ. 농업 진단 및 방제: 개인 자산평가액 7억 5천만원 이상
ㄷ. 항공촬영: 법인 납입자본금 10억원 이상
ㄹ. 산불 진화: 개인 자산평가액 10억원 이상","ㄱ, ㄴ","ㄱ, ㄴ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,"[출처: 항공사업법 시행령 제14조 별표 2] 항공기사용사업 중 농약 살포, 농업 진단용 등의 사업은 법인 5억원, 개인 7.5억원 이상이다. 그러나 항공촬영, 산불 진화 등을 포함한 '그 밖의 항공기사용사업'은 자본금 요건이 법인 10억원, 개인 15억원 이상이므로 ㄹ(산불진화 개인 10억원)은 틀린 설명이다."
23,현행 항공사업법령상 항공운송사업자의 노선 운휴 및 폐지에 대한 설명으로 옳은 것은?,,국내항공운송사업자가 국내선 노선을 6개월 동안 운휴하려는 경우 국토교통부장관의 인가를 받아야 한다.,국제항공운송사업자가 국제선 노선을 폐지하려는 경우에는 폐지 예정일 30일 전까지 국토교통부장관에게 신고하여야 한다.,"국제항공운송사업자가 노선을 운휴하려는 경우, 항공협정 등에서 특별히 정하지 않는 한 원칙적으로 사업계획 변경 인가를 받아야 한다.","국내항공운송사업의 노선을 운휴하려는 경우, 예외적인 사유가 인정되더라도 운휴 기간은 어떠한 경우에도 6개월을 초과할 수 없다.",3,"[출처: 항공사업법 제21조, 제23조 및 동법 시행규칙 제21조] 국내항공운송사업의 운휴 및 폐지는 인가가 아닌 '신고' 사항이며, 운휴 기간은 원칙적으로 6개월을 초과할 수 없으나 천재지변 등 정당한 사유로 허가를 받은 경우 초과할 수 있다. 반면 국제항공운송사업의 운휴 및 폐지는 원칙적으로 국토교통부장관의 '인가' 대상이다."
24,현행 항공사업법령상 사업정지처분에 갈음하여 부과할 수 있는 과징금의 최고 한도액 연결이 가장 옳지 않은 것은?,,국내항공운송사업: 100억원,소형항공운송사업: 50억원,항공기취급업: 10억원,항공레저스포츠사업: 10억원,2,"[출처: 항공사업법 제29조제1항, 제43조제1항, 제49조제1항 등] 항공운송사업(국내, 국제, 소형)의 경우 공익에 현저한 지장을 줄 우려가 있을 때 부과하는 과징금 최고 한도액은 100억원 이하이다. 소형항공운송사업 역시 항공운송사업이므로 100억원이 적용되며 50억원은 틀린 설명이다. 그 외 항공기사용사업 등은 10억원 이하이다."
25,현행 항공사업법령상 외국인 등이 주식이나 지분의 2분의 1 이상을 소유한 법인이 '등록'을 통해 적법하게 영위할 수 있는 사업을 <보기>에서 모두 고른 것은?,"ㄱ. 소형항공운송사업
ㄴ. 항공기취급업
ㄷ. 항공기대여업
ㄹ. 항공기사용사업
ㅁ. 상업서류 송달업","ㄴ, ㄷ","ㄴ, ㄷ, ㅁ","ㄱ, ㄴ, ㄷ","ㄴ, ㄷ, ㄹ, ㅁ",1,"[출처: 항공사업법 제9조, 제41조, 제51조] 외국인 지분제한(2분의 1 이상 소유 금지 등)은 국내·국제·소형 항공운송사업 및 항공기사용사업의 결격사유이므로 ㄱ, ㄹ은 영위할 수 없다. 상업서류 송달업(ㅁ)은 지분제한은 없으나 '신고' 대상이다. 항공기취급업(ㄴ)과 항공기대여업(ㄷ)이 지분제한 적용 없이 '등록'으로 영위할 수 있는 사업이다."
26,현행 항공사업법령상 국제항공노선의 지정 및 운수권 배분에 관한 설명으로 가장 옳지 않은 것은?,,국토교통부장관은 항공교통의 대중화 및 획기적 운임 인하 등 이용자 편익 증진에 기여하는 정도를 운수권 배분 시 평가하여야 한다.,"외국 정부와 체결한 항공협정에 따라 지정된 국제항공운송사업자가 해당 노선을 운휴하거나 폐지한 경우, 국토교통부장관은 그 지정을 취소하여야 한다.",배분받은 운수권을 연간 20주 이상 사용하지 아니한 경우 국토교통부장관은 해당 운수권을 회수할 수 있다.,공항의 항공기 운항 횟수가 제한된 경우에는 정시성 확보 등 항공기 운항의 신뢰성을 운수권 배분 평가 항목으로 고려할 수 있다.,2,"[출처: 항공사업법 제16조제2항] 국제항공운송사업자가 지정된 노선을 운휴하거나 폐지한 경우, 국토교통부장관은 그 지정을 취소'할 수 있다'(재량행위). 기속적으로 무조건 취소하여야 하는 것은 아니다."
27,현행 항공사업법령상 항공교통이용자 보호에 관한 설명으로 가장 옳지 않은 것은?,,국내항공운송사업자는 수하물의 분실 또는 파손 등에 대한 피해구제절차를 마련하여 국토교통부장관에게 제출하여야 한다.,대한민국 공항을 목적지로만 운항하고 출발 노선이 없는 외국인 국제항공운송사업자도 원칙적으로 피해구제계획 수립 대상에 포함된다.,"항공운송사업자는 정보통신망을 통해 항공권을 판매하는 경우, 결제가 완료되기 전에 변경 및 취소 수수료를 소비자가 쉽게 알 수 있도록 안내해야 한다.",항공운송사업자가 피해구제계획을 수립하지 않거나 준수하지 않은 경우 국토교통부장관은 시정을 명할 수 있다.,2,"[출처: 항공사업법 제61조제1항, 동법 시행규칙 제61조] 여객운송 노선에 대하여 피해구제계획을 수립해야 하는 자는 국내·국제항공운송사업자 및 '대한민국 안의 공항을 출발하는' 여객 노선을 운항하는 외국인 국제항공운송사업자이다. 대한민국 공항을 단지 목적지로만 하는 노선은 명시적 수립 의무 대상에서 제외된다."
28,현행 항공사업법령상 항공기의 지연 및 결항 등의 안내 의무에 대한 설명으로 가장 옳지 않은 것은?,,항공운송사업자는 국내선 항공기가 30분 이상 지연될 것으로 예상되는 경우 승객에게 그 사유를 안내하여야 한다.,항공운송사업자는 국제선 항공기가 1시간 이상 지연될 것으로 예상되는 경우 승객에게 진행 상황 등을 안내하여야 한다.,"기상악화, 천재지변 등 항공운송사업자의 고의나 과실이 없는 불가항력적 사유로 결항되는 경우에는 승객에 대한 사전 안내 의무가 면제된다.","지연 및 결항 사유 등을 안내할 때에는 전화, 문자메시지, 전자우편 등의 방법 중 하나를 사용할 수 있다.",3,"[출처: 항공사업법 제61조의2, 동법 시행규칙 제62조의2] 불가항력적인 기상악화 등의 사유라 할지라도 지연(국내선 30분, 국제선 1시간) 및 결항이 발생할 경우 승객의 불편을 최소화하기 위해 사전에 그 사유와 진행 상황을 안내할 의무가 존재하며 면제되지 않는다."
29,현행 항공사업법령상 항공운송사업 등의 양도·합병 및 상속에 관한 설명으로 옳은 것을 <보기>에서 모두 고른 것은?,"ㄱ. 항공운송사업을 양도·양수하려는 경우에는 국토교통부장관의 인가를 받아야 한다.
ㄴ. 소형항공운송사업자인 법인이 합병하려는 경우 국토교통부장관에게 신고하여야 한다.
ㄷ. 상속인이 항공운송사업을 승계한 경우 피상속인이 사망한 날부터 60일 이내에 신고하여야 한다.
ㄹ. 사업을 승계한 상속인이 외국인 지분제한 등 결격사유에 해당하는 경우, 피상속인이 사망한 날부터 6개월 이내에 그 사업을 타인에게 양도하여야 면허가 취소되지 않는다.","ㄱ, ㄴ","ㄱ, ㄷ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,"[출처: 항공사업법 제26조, 제41조의2] 항공운송사업(소형항공운송사업 포함)을 양도·양수하거나 사업자인 법인이 합병하려는 경우에는 모두 국토교통부장관의 '인가'를 받아야 한다(신고 아님). 따라서 ㄴ은 틀렸으며, 상속 시 60일 이내 신고, 결격사유 해당 상속인의 6개월 내 양도 유예 규정은 옳은 설명이다."
30,현행 항공사업법령상 항공기취급업 및 상업서류 송달업에 관한 설명으로 가장 옳지 않은 것은?,,항공기취급업을 경영하려는 자는 자본금 3억원 이상을 갖추어 국토교통부장관에게 등록하여야 한다.,상업서류 송달업을 경영하려는 자는 자본금 3억원 이상을 갖추어 국토교통부장관에게 신고하여야 한다.,"국내항공운송사업자가 임차한 항공기에 대하여 직접 취급업무(여객 수하물 하역 등)를 수행하려는 경우, 별도로 항공기취급업 등록을 하여야 한다.",국가기관이나 지방자치단체가 항공기취급업을 직접 경영하려는 경우에는 자본금 요건이 적용되지 아니한다.,3,"[출처: 항공사업법 제37조제1항, 제51조, 시행령 제14조 별표 2] 항공운송사업자 또는 항공기사용사업자가 자신이 소유하거나 임차한 항공기에 대하여 직접 취급업무를 하는 경우에는 예외적으로 별도의 항공기취급업 등록을 할 필요가 없다."
31,현행 항공사업법령상 항공운송사업의 운송약관에 관한 설명으로 가장 옳은 것은?,,국내항공운송사업을 경영하려는 자는 여객에 관한 운송약관을 제정하여 국토교통부장관의 인가를 받아야 한다.,소형항공운송사업자가 이미 신고한 화물 운송약관을 변경하려는 경우에는 국토교통부장관의 인가를 받아야 한다.,운송약관에는 여객이나 수하물에 대한 책임의 한도 및 면책에 관한 사항이 기재되어야 한다.,국제항공운송사업의 여객 운송약관은 해당 외국 정부와의 협정에 따라 인가제로만 운영되며 신고할 수 없다.,3,"[출처: 항공사업법 제14조, 제41조의2, 동법 시행규칙 제14조] 현행법상 국내·국제·소형 항공운송사업의 여객 및 화물 운송약관 제정 및 변경은 모두 국토교통부장관에게 '신고'하는 사항이다. 시행규칙 제14조 1항에 따라 수하물에 대한 책임 한도와 면책 사항 등은 운송약관의 필수 기재사항이다."
32,현행 항공사업법령상 부당한 운임 등의 변경 명령 등에 대한 설명으로 가장 옳지 않은 것은?,,국토교통부장관은 항공운송사업자의 운임 및 요금이 부당하게 높다고 인정되는 경우 해당 운임 등의 변경을 명할 수 있다.,국토교통부장관은 항공운송사업자가 고의나 중대한 과실로 사고를 낸 경우 사업계획의 변경이나 운항 횟수의 감축을 명할 수 있다.,"운항 횟수 감축 대상 노선이 해당 지역의 유일한 항공노선이어서 이용자의 불편이 심하게 예상되는 경우라도, 고의에 의한 사고인 경우에는 예외 없이 감축을 명하여야 한다.","노선의 운휴 또는 폐지로 인하여 국민의 항공교통 이용에 심한 불편을 줄 우려가 있는 경우, 국토교통부장관은 6개월 범위 내에서 노선 폐지 등의 제한을 할 수 있다.",3,"[출처: 항공사업법 제15조, 제22조] 국토교통부장관은 고의나 중대한 과실로 사고가 발생한 경우 노선 운항 횟수의 감축을 명할 수 있으나, 해당 노선이 유일한 항공노선이어서 이용자의 불편이 심하게 예상되는 경우 등에는 감축 또는 변경명령을 '하지 아니할 수 있다'고 규정하여 명시적 예외를 두고 있다."
33,"현행 항공사업법 시행규칙 [별표 1] 행정처분기준에 따른 처분내용 중, 1회 위반 시 곧바로 '면허 취소' 또는 '등록 취소' 규정만 존재하는 행위가 아닌 것은?",,속임수 등 부정한 방법으로 면허 또는 등록을 받은 경우,법에서 정한 결격사유에 해당하게 된 경우 (임원 개임 등 예외 규정 미해당 시),중대한 항공기 사고를 일으켜 사망자나 중상자가 다수 발생한 경우,국내항공운송사업자가 면허를 받은 날부터 1년 내에 운항증명(AOC)을 받지 아니한 경우,3,"[출처: 항공사업법 제28조, 동법 시행규칙 별표 1] 부정한 방법의 면허 취득, 결격사유 해당, 법정기한 내 운항증명 미취득 등은 기속적 취소 사유에 해당하여 즉시 취소된다. 그러나 항공기 사고 발생 자체는 사고의 규모나 고의·과실 여부에 따라 사업정지 일수나 과징금이 차등 부과될 뿐 절대적·단일 취소 사유에 해당하지 않는다."
34,"현행 항공사업법령상 항공레저스포츠사업 등록기준(자본금 또는 자산평가액)에 대한 설명으로 옳은 것은? (단, 무인비행장치를 사용하지 않는 사업임을 전제로 한다)",,법인이 비행선비행 등 체험비행용으로 경량항공기를 사용하는 경우 납입자본금 3억원 이상이어야 한다.,개인이 체험비행용으로 패러글라이더 등 초경량비행장치를 사용하는 경우 자산평가액 3천만원 이상이어야 한다.,법인이 조종교육용으로 초경량비행장치를 사용하는 경우 납입자본금 1억원 이상이어야 한다.,법인이 비행선비행 등 체험비행용으로 초경량비행장치를 사용하는 경우 납입자본금 요건이 완전히 면제된다.,1,"[출처: 항공사업법 시행령 별표 2] 체험비행 및 경관조망 목적의 경우 경량항공기 사용 시 자본금 3억원(개인 4.5억원), 초경량비행장치 사용 시 자본금 3천만원(개인 4.5천만원)이 필요하다. 따라서 보기 1은 옳은 설명이다. 무인비행장치 사용 시에만 예외적으로 자본금 요건이 적용되지 않는다."
35,현행 항공사업법령상 항공운송사업자 간의 공동운항(Code Share) 등 협정 체결에 관한 설명으로 가장 옳은 것은?,,국제항공운송사업자가 다른 국제항공운송사업자와 노선의 공동운항 협정을 체결하려는 경우 미리 국토교통부장관에게 신고하여야 한다.,국내항공운송사업자가 다른 국내항공운송사업자와 운임 및 요금에 관한 협정을 체결하려는 경우 국토교통부장관의 인가를 받아야 한다.,공동운항에 따른 수익금의 배분에 관한 협정은 인가 대상에서 제외되며 항공사 간 자율적으로 결정한다.,국토교통부장관의 인가를 받은 공동운항 협정 사항 중 중요한 사항을 변경하려는 경우에는 인가가 아닌 신고 절차로 갈음할 수 있다.,2,"[출처: 항공사업법 제16조] 항공운송사업자가 다른 항공운송사업자 등과 운임 및 요금, 운항 일정, 노선의 공동운항, 수익금의 배분 등에 관한 제휴 협정을 체결하거나 그 내용을 변경하려는 경우에는 모두 국토교통부장관의 '인가'를 받아야 한다. 신고 대상이 아니다."
