번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
11,"공항 내 구내영업, 지상조업 등에 관한 법령 연결로 가장 옳지 않은 것은?",,(시설법) E법인이 공항 여객터미널 내에서 면세점 영업을 하려는 경우 공항운영자의 승인을 받아야 한다.,(사업법) E법인이 유상 여객 운송 없이 공항 지상에서 다른 항공기의 급유 및 수하물 하역만 대행하려는 경우 항공기취급업을 등록해야 한다.,(보안법) E법인의 조업 차량 운전자가 보호구역인 계류장에 진입하기 위해서는 반드시 공항운영자로부터 출입증을 발급받아야 한다.,"(안전법) 계류장 내에서 이동하는 E법인의 조업 차량은 일반 도로교통법이 우선 적용되므로, 지상활주 중인 항공기보다 우선 통행권이 보장된다.",4,"정답: 4
해설: 항공안전법령 및 공항시설 운영규칙상 공항 이동지역 내에서는 지상활주 중이거나 견인 중인 '항공기'가 모든 차량과 보행자에 대해 절대적인 통행 우선권을 가집니다."
12,항공기를 임대차(Lease)하여 운항하는 경우의 법적 책임 소재로 가장 옳지 않은 것은?,,(사업법) 외국 국적 항공기를 임차하여 정기항공운송사업 노선에 투입하려는 경우 일정 요건을 갖추어 장관의 인가를 받아야 한다.,"(안전법) 항공기만을 임대하는 건식임대(Dry Lease)의 경우, 임차한 항공운송사업자가 해당 기체의 감항성 유지에 대한 일차적 책임을 진다.","(보안법) 승무원을 포함해 임대하는 습식임대(Wet Lease)의 경우, 승객 보안검색 책임은 전적으로 소유자(임대인)에게 귀속되며 임차인은 면책된다.","(시설법) 임차한 항공기가 조종 과실로 공항 착륙대를 파손한 경우, 공항운영자는 실제 운항자인 임차인에게 원상복구를 일차적으로 요구할 수 있다.",3,"정답: 3
해설: 습식임대라 하더라도 자신의 노선(편명)으로 승객을 모집하여 운송하는 주체는 임차인이므로, 항공보안법상 보안검색 실시 책임은 해당 승객을 운송하는 임차 항공운송사업자에게 귀속됩니다."
13,항공종사자의 자격 및 신원요건에 대한 통합적 해석으로 옳은 것은?,,"(안전/보안) 항공안전법상 관제사 자격증명을 취득했더라도, 보호구역인 관제탑에서 근무하려면 항공보안법상 신원조사 적격 판정을 받아야 한다.",(안전/사업) 사업용조종사 자격증명만 취득하면 항공사업법상 추가 요건이나 비행경험 없이 모든 국제항공운송사업체의 기장으로 즉시 단독 비행이 가능하다.,(보안/시설) 객실승무원은 기내 테러 진압을 목적으로 예외 없이 소형 무기를 소지할 수 있으며 시설법상 반입 신고만 하면 된다.,(사업/안전) 항공기 정비사 자격을 취득하려면 사전에 항공사업법에 등록된 정비업체에서 반드시 3년 이상의 유급 근무 경력을 쌓아야만 응시가 가능하다.,1,"정답: 1
해설: 자격증명(안전법)은 기술적 능력 검증이며, 보호구역 접근 권한(보안법)은 별개의 신원조사를 거쳐야 발급되므로 1번이 정확한 설명입니다."
14,여객을 운송하는 상업용 비행기 기내에서 발생한 각종 위반상황에 대한 법 적용으로 옳지 않은 것은?,,(보안법) 화장실에서 몰래 흡연을 한 승객은 항공보안법 위반으로 경찰 인도 및 과태료 부과 대상이 된다.,(보안법) 기장의 경고에도 불구하고 기내에서 다른 승객을 폭행한 자는 구금될 수 있으며 착륙 후 사법당국에 인계된다.,"(안전/사업) 승객의 불법방해행위로 회항이 발생한 경우, 해당 운송사업자는 항공사업법상 사업면허가 즉시 취소되는 징벌적 처분을 받는다.","(보안/안전) 기내에서 폭발물 폭파 위협을 가한 자는 항공보안법에 따라 중형에 처해지며, 해당 기체는 관제 지시에 따라 안전법 및 시설법상 절차로 비상 착륙한다.",3,"정답: 3
해설: 승객의 불법방해행위는 승객 개인의 범죄이므로, 항공사가 적절한 제지 노력을 다했다면 이를 이유로 항공사의 사업면허를 취소하는 규정은 존재하지 않습니다."
15,"항행안전시설의 설치, 운영 및 고지에 관한 통합 설명으로 가장 옳지 않은 것은?",,(시설법) 공항에 항행안전시설을 설치한 자는 임의로 그 운용을 휴지하거나 폐지할 수 없으며 장관의 승인을 받아야 한다.,(사업법) 항공운송사업자는 운항개시 전 해당 노선의 주요 항행안전시설 작동 상태를 반드시 확인하여야 한다.,"(안전/보안) 공항 보호구역 내 항행안전시설이 보안상 위협을 받아 기능이 정지된 경우, 장관은 항공고시보(NOTAM)를 통해 운항자에게 이를 고지하여야 고지하여야 한다.",(시설/안전) 항행안전시설을 고의로 파괴한 자는 공항시설법에 따른 처벌을 면제받고 오직 항공안전법상 자격증명 취소 처분만 받게 된다.,4,"정답: 4
해설: 항행안전시설을 고의로 파손하여 항공기 운항의 위험을 발생시킨 자는 공항시설법 등에 따라 중범죄(징역형)로 강력히 처벌받으며, 단순 행정처분(자격취소)으로 끝나지 않습니다."
16,"각종 요금, 운임 및 수수료에 관한 사항 중 각 법령의 연결이 가장 옳지 않은 것은?",,(시설법) 공항운영자는 여객터미널 시설 유지 및 관리를 위해 터미널 이용객을 대상으로 공항이용료를 징수할 수 있다.,(사업법) 국제항공운송사업자는 여객 운임 및 요금을 정하여 장관의 인가를 받거나 신고하여야 한다.,(안전법) 소유권 이전으로 인한 항공기 등록 말소 및 신규 등록 절차를 밟을 때에는 항공안전법령이 정하는 수수료를 납부해야 한다.,(보안법) 공항운영자는 보안검색 인건비 절감을 위해 장관의 승인 없이 자유롭게 '보안검색료' 항목을 여객 운임에 강제 추가하여 징수할 수 있다.,4,"정답: 4
해설: 공항시설법 등에 따라 징수되는 공항이용료나 보안 관련 사용료 등은 반드시 법령이 정한 기준과 장관 승인 등의 엄격한 절차를 거쳐야 하며, 임의로 운임에 추가 징수할 수 없습니다."
17,"국가기관의 항공분야 감독, 점검 및 행정처분에 대한 설명으로 적절한 것은?",,(보안법) 경찰청장은 국내 모든 항공운송사업자의 자체보안계획 이행 실태를 감사하고 단독으로 과징금을 부과할 권한이 있다.,"(사업/시설) 공항운영증명을 받은 공항공사가 공항 상업시설 임대차 계약에서 불공정 행위를 한 경우, 장관은 항공사업법을 적용해 공항운영증명을 취소한다.","(통합) 소속 항공안전감독관 및 항공보안감독관은 각각의 직무 수행을 위해 규정에 따라 해당 시설, 기체, 서류 등에 출입하여 검사할 권한이 있다.",(안전법) 장관은 정기항공운송사업자가 운항증명(AOC)을 받은 이후에는 영구히 현장 재검사를 실시할 수 없고 서면보고만 받아야 한다.,3,"정답: 3
해설: 항공안전법 및 항공보안법에 따라 임명된 각 분야 감독관은 항공기, 공항보호구역, 항공사 영업소 등에 출입하여 안전 및 보안 준수 여부를 상시 검사하고 점검할 법적 권한이 부여되어 있습니다."
18,항공종사자의 신체적 요건 및 조치에 대한 각 법령 연결로 가장 옳지 않은 것은?,,(안전법) 조종사는 유효한 항공신체검사증명서를 발급받지 못한 경우 해당 항공업무에 종사할 수 없다.,"(사업/안전) 항공운송사업자는 소속 조종사가 일시적 감기로 비행에 부적합함을 스스로 보고한 경우, 이를 묵살하고 강제 승무시켜서는 안 된다.","(통합) 비행 중 기장이 급성 심근경색으로 조종능력을 상실하여 부조종사가 교대 조종한 경우, 이는 항공안전장애 등 관련 규정에 따라 보고되어야 한다.","(사업/안전) 운항 중 부조종사가 피로를 호소할 경우, 기장은 항공사업법에 따라 부조종사를 기내 보안요원으로 강제 직무 전환시킬 수 있는 권한이 있다.",4,"정답: 4
해설: 기장에게는 항공사업법이나 타 법령에 조종사를 객실 보안요원으로 임의 직무 전환시킬 권한이 없습니다. 이는 인력 운영 및 보안 전문성 규정에 완전히 위배되는 사항입니다."
19,신규 항공기 도입부터 운항까지의 복합 규제 사례 중 옳지 않은 것은?,,(안전법) 수입한 민간 항공기를 국내에서 운항하려면 장관에게 등록하여 대한민국 국적을 취득해야 한다.,"(안전/시설) 항공기가 비행하기 위해서는 감항증명을 받아야 하며, 이를 위해 공항시설법에 따른 비행장 내에서 점검 비행을 할 수 있다.","(보안/시설) 해당 기체가 공항 계류장에 주기될 때, 그 지역이 공항보호구역으로 지정되어 있다면 접근하는 모든 인원은 항공보안법상 통제를 받는다.",(사업/안전) 항공기를 대여하는 항공기대여업(사업법)을 영위하기 위해서는 해당 항공기의 소유권(안전법)이 반드시 대여업자 단독 명의로만 등록되어 있어야 한다.,4,"정답: 4
해설: 항공안전법상 임차한 항공기에 대해서도 임차권 등록을 통해 권리를 보호받을 수 있으며, 항공기대여업 등록 시 반드시 대여업자 본인의 단독 소유권 기체만 요구되는 것은 아닙니다."
20,항공보안과 시설물 관리에 관한 연계 규정으로 가장 적합한 것은?,,(시설법) 공항운영자는 여객터미널 미관을 위해 장관의 허가 없이 공항 경계울타리의 50%를 임의로 철거할 수 있다.,"(보안/사업) 공항 내 구내영업을 하는 사업체의 직원이 보호구역 출입증을 타인에게 대여한 경우, 공항운영자는 출입증을 회수할 수 있다.",(안전/보안) 항공교통관제사가 관제실에 출입할 때에는 신분증만 패용하면 보안검색 장비를 통과하는 물리적 보안검색은 100% 영구 면제된다.,(보안법) 불법방해행위 방지를 위해 국가정보원 직원이 임의로 기내에 무기를 휴대하고 탑승하려 할 경우 기장의 승인만 받으면 충분하다.,2,"정답: 2
해설: 국가항공보안계획 등에 따라 보호구역 출입증을 타인에게 양도하거나 대여하는 행위는 엄격히 금지되며 적발 시 공항운영자는 즉각 출입증을 회수하고 출입을 통제합니다."
21,항공기의 임차 및 등록에 관한 4법 통합 규정으로 가장 옳지 않은 것은?,,(안전법) 대한민국 국민이 아닌 자가 소유한 항공기라도 대한민국 항공운송사업자가 임차하여 사용할 권리가 있는 경우 대한민국 국적으로 등록할 수 있다.,(사업법) 외국인 국제항공운송사업자가 자국의 기체를 임대차하여 국내에 취항하려는 경우 국토교통부장관에게 해당 임대차 계약의 신고만으로 족하다.,(보안법) 임차한 항공기라도 승객 및 수하물에 대한 보안검색의 일차적 주체와 책임은 운송계약의 주체인 임차 항공운송사업자에게 있다.,"(시설법) 해당 임차 항공기가 공항시설 사용료를 체납한 경우, 체납의 직접적 원인이 임대인에게 있더라도 장관은 해당 기체의 이륙정지를 명할 수 있다.",2,"정답: 2
해설: (사업법) 외국인 국제항공운송사업자가 항공기를 임대차하여 운항하려는 경우 단순 신고가 아닌 국토교통부장관의 '인가'를 받아야 합니다. (노선 및 안전에 중대한 영향을 미치기 때문)"
22,비행장 및 공항 주변의 제한과 장애물에 관한 각 법령 적용으로 옳지 않은 것은?,,"(시설법) 장애물 제한표면의 높이 이상인 건축물은 원칙적으로 설치할 수 없으나, 항공학적 검토 결과 비행안전을 해치지 않는다고 장관이 인정하는 경우 예외적으로 설치가 가능하다.",(안전법) 비행장 참조점으로부터 반경 9.3km 이내의 관제권에서 초경량비행장치를 비행하려는 자는 장관(지방항공청장 위임)의 비행승인을 받아야 한다.,(보안법) 공항운영자가 공항 외곽에 설치하는 보안 경계울타리는 공항시설법상 장애물 제한표면에 저촉되더라도 보안 목적상 예외 없이 최고 높이로 설치하여야 한다.,(시설법) 비행장설치자는 장애물 제한표면에 저촉되는 장애물을 방치하여 비행 안전에 위험을 초래한 자에게 직접 그 장애물의 제거를 명할 수 있다.,4,"정답: 4
해설: 장애물 제한표면에 저촉되는 장애물의 제거 명은 '비행장설치자'가 직접 내리는 것이 아니라, 행정관청인 '국토교통부장관(또는 사업시행자)'이 제거를 요구하거나 명할 수 있습니다."
23,항공운송사업자의 행정처분 및 제재에 관한 연계 규정으로 가장 적절한 것은?,,"(사업/안전) 장관이 항공사업법에 따라 운송사업면허를 취소한 경우, 항공안전법에 따른 해당 사업자의 운항증명(AOC)은 별도 절차 없이 6개월간 효력이 유지된다.","(보안/사업) 항공운송사업자가 자체보안계획을 위반하여 보안사고가 발생한 경우, 항공사업법상 과징금 처분으로 갈음할 수 있으며 최고 한도는 50억원이다.","(시설/사업) 공항시설법상 시설사용료 체납 시 장관의 이륙정지 처분과 별개로, 체납 상태가 지속되면 항공사업법에 따른 면허 취소 사유에 해당할 수 있다.","(안전/사업) 운항증명(AOC)을 받은 운송사업자가 중대한 사고를 낸 경우 안전법상 과징금 최고 한도는 100억원이며, 이는 사업법상 과징금 한도(100억원)와 동일하게 상향되었다.",4,"정답: 4
해설: 최근 법령 개정에 따라 중대 사고 및 위반에 대한 항공안전법 및 항공사업법상의 과징금 최고 한도는 모두 100억원으로 동일하게 상향되었습니다."
24,항공보안과 공항 내 구내영업에 대한 연계 해석으로 옳지 않은 것은?,,(시설법) 공항 여객터미널 내에서 식음료 매장을 운영하려는 자는 공항운영자 또는 시설관리자의 승인을 받아야 한다.,(보안법) 구내영업 승인을 받은 매장 직원이 면세구역(보호구역)에 출입하기 위해서는 정규 신원조사를 거쳐 출입증을 발급받아야 한다.,"(안전법) 해당 식음료 매장에서 발생한 화재가 활주로 운영에 지장을 초래한 경우, 이는 항공안전법상 '항공기 사고'로 분류되어 항공철도사고조사위원회의 조사를 받는다.","(보안법) 구내영업장으로 물품을 반입할 때, 해당 물품은 반입구에서 보안검색 요원에 의해 X-ray 등 장비를 통한 보안검색을 거쳐야 한다.",3,"정답: 3
해설: 공항 터미널 매장의 화재는 소방/시설 관련 재난일 뿐, 항공안전법상 정의된 '항공기 사고(항공기 운항과 관련하여 사람의 사상, 기체의 파손 등)'에 해당하지 않습니다."
25,주류 및 약물 섭취와 기내 난동에 관한 통합 규제로 가장 옳은 것은?,,"(안전/보안) 항공안전법상 주류 섭취 적발 기준은 혈중알코올농도 0.02% 이상이며, 이는 항공보안법상 승객의 주류 섭취 후 난동 시 적용되는 가중처벌 기준과 완전히 동일하다.",(안전/보안) 운항 중인 기내에서 폭행을 행사한 승객을 제압하기 위해 기장은 필요 시 보안법에 따라 구금 조치를 할 수 있으며 착륙 후 즉시 경찰에 인계해야 한다.,"(사업/안전) 객실승무원이 비행 전 주류를 섭취하여 업무 수행이 불가한 경우, 기장은 운항증명(AOC) 규정에 따라 해당 승무원을 하차시키고 1명 부족한 상태로 단독 운항을 결정할 수 있다.",(보안/시설) 기내 난동 승객을 인계받기 위해 공항 이동지역에 진입하는 사복경찰관은 긴급상황이므로 시설법상 지상 이동 관제를 무시하고 역주행할 권한이 있다.,2,"정답: 2
해설: 항공보안법 제22조(기장등의 권한)에 따라 기장은 기내의 안전과 질서를 해치는 행위를 하는 승객을 억류(구금)할 수 있으며, 착륙 후 관할 경찰에 인도해야 합니다. (1번의 승객 난동은 0.02% 기준과 무관, 3번 객실승무원 법정 인원 미달 시 운항 불가, 4번 지상통제 무시 불가)"
26,항행안전시설과 비행 정보 고지(NOTAM)에 관한 4법 복합 상황 중 가장 옳지 않은 것은?,,(시설법) 공항에 계기착륙시설(ILS)을 신규 설치하려는 자는 장관의 인가(또는 허가)를 받아야 하며 시설 설치 기준을 준수해야 한다.,"(안전법) 해당 ILS 시설이 낙뢰로 인해 고장 나 운용이 중단된 경우, 이는 항공기 운항 안전에 중대한 영향을 미치므로 즉시 항공고시보(NOTAM)를 통해 고지되어야 한다.",(보안법) ILS 시설이 위치한 공항 외곽의 송신소 구역도 보호가 필요할 경우 항공보안법에 따른 보안통제구역으로 지정되어 출입이 엄격히 통제된다.,"(사업법) 특정 공항의 ILS 고장으로 정기편이 결항된 경우, 항공운송사업자는 장관에게 결항에 대한 사업계획 변경 인가를 최우선적으로 사전 득해야만 결항 처리가 가능하다.",4,"정답: 4
해설: 천재지변, 시설 고장 등 불가항력적 안전 문제로 인한 긴급 결항은 사업계획 변경 인가의 대상이 아니며, 운송약관 및 지연결항 매뉴얼에 따라 조치 후 사후 보고/신고가 이루어집니다."
27,항공종사자의 신체/정신적 자격과 관련된 각 법령의 연결 중 가장 올바른 것은?,,(안전/보안) 항공안전법상 제1종 항공신체검사증명을 받은 사업용 조종사는 항공보안법에 따른 마약류 등 정신건강 신원조사를 면제받는다.,(사업/안전) 정기항공운송사업체에 채용된 객실승무원은 여객의 생명을 책임지므로 반드시 항공안전법상 제2종 항공신체검사증명서를 취득해야 한다.,"(안전/보안) 항공보안검색요원이 되려는 자는 항공안전법상 신체검사가 아닌, 항공보안법령이 정하는 별도의 신체조건 및 정신질환 여부 등의 자격 요건을 갖추어야 한다.",(시설/사업) 공항시설법에 따라 관제탑에서 근무하는 모든 관제사는 항공사업법에 규정된 '항공종사자 과로방지' 기준에 따라 일 8시간 이상 근무가 원천 금지된다.,3,"정답: 3
해설: 보안검색요원은 항공안전법상 항공종사자(신체검사증명 대상)가 아니며, 항공보안법령(규칙 등)에서 별도로 정하는 신체 요건과 교육 이수, 신원조사 요건을 따릅니다."
28,비행 방식 및 지상 이동 통제에 관한 복합 규제로 가장 옳지 않은 것은?,,(안전법) 시계비행방식(VFR)으로 비행하는 항공기 기장은 시정 및 구름과의 거리 등 시계비행 기상상태를 유지할 책임이 있다.,(시설법) 착륙 후 활주로를 벗어나 계류장으로 이동하는 항공기는 공항시설법 및 공항운영규정에 따른 지상 지시 및 표지판을 준수해야 한다.,"(보안법) 지상 활주 중인 항공기에 승객이 불법으로 탑승을 시도하는 경우, 공항운영자는 보안요원을 투입하여 이를 저지하고 경찰에 인계할 책임이 있다.",(사업법) 여객을 운송하는 대형 정기편 항공기는 기상 상태가 양호하더라도 운항관리사의 승인 없이 단독으로 계기비행방식(IFR)에서 시계비행방식(VFR)으로 전환하여 목적지 공항에 착륙할 수 있다.,4,"정답: 4
해설: 정기항공운송사업에 투입되는 여객기는 인가된 운영기준(Ops Specs) 및 운항규정에 따라 IFR 비행이 원칙이며, 기장 임의로 VFR로 전환하여 비행절차를 생략할 수 없습니다."
29,외국인 항공운송사업자와 항공법령의 적용에 관한 설명으로 가장 옳지 않은 것은?,,(사업법) 외국인 국제항공운송사업자가 대한민국 정부와 맺은 항공협정에 따라 지정받아 취항하려는 경우 국토교통부장관의 허가를 받아야 한다.,(보안법) 외국인 국제항공운송사업자는 대한민국 공항에서 출발하는 자사 여객 및 수하물에 대한 자체보안계획을 수립하여 장관의 승인을 받아야 한다.,"(안전법) 외국인 항공운송사업자 소속 항공기가 대한민국 영공을 통과할 때에는 자국의 항공안전법령만을 적용받으며, 대한민국의 항공안전법상 비행규칙은 적용되지 않는다.",(시설법) 외국인 항공운송사업자의 항공기가 국내 공항에 체류하는 동안 공항시설을 사용한 경우 정해진 시설사용료를 납부하여야 한다.,3,"정답: 3
해설: 시카고 조약 및 항공안전법에 따라 대한민국 영공을 비행하는 모든 항공기(외국 국적 포함)는 예외 없이 대한민국의 비행규칙과 관제지시(항공안전법)를 준수해야 합니다."
