번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
11,현행 공항시설법령상 공항개발사업의 준공 전 사용허가에 대한 설명으로 옳은 것을 <보기>에서 모두 고른 것은?,"ㄱ. 사업시행자는 공항개발사업의 준공확인을 받기 전에는 원칙적으로 그 사업으로 조성된 토지나 설치된 시설을 사용할 수 없다.
ㄴ. 준공확인 전 사용을 하려는 경우 국토교통부장관의 허가를 받아야 한다.
ㄷ. 국토교통부장관은 준공 전 사용허가의 신청을 받은 날부터 20일 이내에 허가 여부를 신청인에게 통지하여야 한다.
ㄹ. 공항개발사업을 구획별로 시행하는 경우에는 구획별로 완공된 부분에 한정하여 준공 전 사용을 허가할 수 있다.","ㄱ, ㄴ","ㄱ, ㄴ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,[출처: 공항시설법 제15조] ㄷ은 틀린 설명이다. 법령상 준공 전 사용허가 신청을 받은 날부터 '14일 이내'에 허가 여부를 통지하여야 한다 (20일이 아님).
12,현행 공항시설법령상 소음대책지역의 지정 및 고시에 대한 설명으로 옳지 않은 것은?,,국토교통부장관은 공항의 소음피해를 방지하기 위하여 소음대책지역을 지정ㆍ고시할 수 있다.,"소음대책지역은 소음영향도(Lden)에 따라 제1종 구역, 제2종 구역, 제3종 구역으로 구분한다.",제3종 구역은 소음영향도(Lden)가 70 이상 75 미만인 구역을 말한다.,소음대책지역의 지정ㆍ고시를 위하여 필요한 경우에는 관계 중앙행정기관의 장 및 관할 시ㆍ도지사의 의견을 들어야 한다.,3,[출처: 공항시설법 시행령 제44조 및 공항소음 방지 및 소음대책지역 지원에 관한 법률 시행령] 제3종 구역은 'Lden 61(또는 과거 75 WECPNL 기준 변환치) 이상 70 미만'인 구역 등으로 세분화된다. 최근 단위가 엘덴(Lden)으로 변경되면서 제3종 구역은 Lden 61~70 미만의 범위에 해당한다(70~75 미만은 제2종 구역).
13,현행 공항시설법령상 벌칙 중 법정형이 가장 무거운 위반행위는?,,거짓이나 그 밖의 부정한 방법으로 공항운영증명을 받은 자,비행장 또는 항행안전시설을 파손하거나 그 밖의 방법으로 항공상의 위험을 발생하게 한 자,업무상 과실로 비행장 또는 항행안전시설을 파손하여 항공상의 위험을 발생하게 한 자,승인을 받지 아니하고 실시계획을 수립하거나 변경한 자,2,"[출처: 공항시설법 제64조 및 제65조, 제66조] 고의로 비행장 또는 항행안전시설을 파손하여 항공상 위험을 발생시킨 자는 '2년 이상의 유기징역'에 처하므로 법정형이 가장 무겁다. 거짓 부정한 공항운영증명은 1년 이하 징역 또는 1천만원 이하 벌금, 업무상 과실 파손은 1년 이하 징역 또는 1천만원 이하 벌금 등이다."
14,현행 공항시설법령상 공항시설의 무단 점유에 따른 과태료 및 벌칙에 관한 설명 중 옳은 것은?,,국토교통부장관은 정당한 사유 없이 공항시설을 무단으로 점유한 자에게 5천만원 이하의 과태료를 부과할 수 있다.,공항 내에서 영업을 목적으로 승인을 받지 않고 물품을 판매하는 행위를 한 자는 2년 이하의 징역에 처한다.,공항시설을 무단으로 점유한 자에 대하여 원상회복을 명하였음에도 이를 이행하지 아니하면 「행정대집행법」에 따라 대집행할 수 있다.,무단점유자에 대한 퇴거명령을 위반한 자는 300만원 이하의 범칙금 부과 대상이다.,3,[출처: 공항시설법 제57조 및 행정대집행법] 국토교통부장관은 원상회복을 명할 수 있고 불이행 시 대집행법에 따라 대집행할 수 있다(정답 3). 무단점유 벌칙 등은 구체적인 징역/벌금액이 다르며 과태료 5천만원은 규정되어 있지 않다.
15,"현행 공항시설법 시행규칙 [별표 20]에 따른 행정처분기준 중, '거짓이나 그 밖의 부정한 방법으로 허가를 받은 경우'의 1차 위반 시 처분내용으로 옳은 것은?",,경고,업무정지 1개월,업무정지 3개월,허가취소,4,[출처: 공항시설법 시행규칙 별표 20] 거짓이나 그 밖의 부정한 방법으로 허가를 받은 경우에는 위반 횟수와 관계없이 1차 위반 시 바로 '허가취소' 처분을 하도록 규정되어 있다.
16,현행 공항시설법령상 새(鳥)나 그 밖의 야생동물로 인한 항공기 충돌예방과 관련하여 국토교통부장관이 할 수 있는 조치로 명시되지 않은 것은?,,조류 등의 출현을 방지하기 위하여 공항 주변에 있는 식물의 재배를 제한하는 조치,공항 구역 내외에 조류 등의 퇴치를 위한 시설을 설치하는 조치,야생생물 보호구역을 공항구역 내에 지정하여 포획을 영구 금지하는 조치,"총기, 폭음탄 등을 사용하여 조류 등을 퇴치하거나 포획하는 조치",3,"[출처: 공항시설법 제50조의2] 공항운영자등은 항공기 안전운항을 위해 필요한 경우 조류 등의 포획, 퇴치 조치를 할 수 있으므로, 오히려 포획을 영구 금지하는 야생생물 보호구역 지정은 공항시설법상 충돌예방 조치로 명시된 사항이 아니며 법적 목적(안전 확보)과 모순된다."
17,현행 공항시설법령상 항행안전시설 중 '시각활공각지시기'의 구체적 분류로 옳은 것은?,,통신시설,항공등화,전파항행안전시설,기상관측시설,2,[출처: 공항시설법 시행규칙 제5조] 시각활공각지시기(PAPI/VASI)는 항공기가 활공각을 시각적으로 확인할 수 있도록 돕는 조명 시설이므로 '항공등화' 시설로 분류된다.
18,현행 공항시설법령상 권한의 위임 및 위탁에 대한 설명으로 옳은 것을 <보기>에서 모두 고른 것은?,"ㄱ. 국토교통부장관은 공항운영증명에 관한 권한을 지방항공청장에게 위임할 수 있다.
ㄴ. 국토교통부장관은 위성항법시설의 관리·운영 업무를 「한국공항공사법」에 따른 한국공항공사 또는 「인천국제공항공사법」에 따른 인천국제공항공사에 위탁한다.
ㄷ. 항행안전시설 성능적합증명에 관한 권한은 항공안전기술원에 위탁할 수 없다.
ㄹ. 과태료의 부과 및 징수에 관한 권한의 일부는 지방항공청장에게 위임되어 있다.","ㄱ, ㄴ","ㄱ, ㄴ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,[출처: 공항시설법 제61조 및 시행령 제58조] ㄷ은 틀린 설명이다. 국토교통부장관은 성능적합증명 등에 관한 업무를 항공안전기술원 등 관련 전문기관에 위탁할 수 있다. 그 외 권한 위임 및 위탁 내용은 법령에 부합한다.
19,현행 공항시설법령상 공항운영자가 공항운영증명의 변경을 국토교통부장관에게 요구받을 수 있는 사유가 아닌 것은?,,공항시설의 중대한 변경이 발생한 경우,항공기의 안전운항에 중대한 영향을 미치는 항공기 운항절차의 변경이 있는 경우,공항운영자가 변경된 경우,국제민간항공조약의 부속서에 따른 기준이 변경되어 운영기준의 변경이 필요한 경우,3,"[출처: 공항시설법 제54조 및 시행규칙 제47조] 공항운영자가 변경되는 경우 기존 공항운영증명의 단순 변경이 아니라, 새로운 운영자가 다시 증명(또는 지위승계)을 취득하는 절차가 필요하다. 변경명령의 사유는 시설, 절차, 국제기준의 변경 등으로 공항운영매뉴얼의 수정이 불가피할 때이다."
20,현행 공항시설법령상 항행안전시설의 설치와 관련하여 실시계획의 수립을 생략할 수 있는 '대통령령으로 정하는 경미한 공사'에 해당하지 않는 것은?,,기존 시설을 동일한 부지에서 동일한 성능으로 개량하는 공사,공사비가 10억원 미만인 항행안전시설의 설치 공사,재난 복구를 위하여 긴급히 실시하는 공사,공사기간이 1년 미만인 새로운 항행안전시설 신설 공사,4,"[출처: 공항시설법 시행령 제30조] 항행안전시설 설치 시 실시계획을 생략할 수 있는 경미한 공사에는 기존 시설의 개량 및 보수(동일 부지, 성능), 일정 금액 미만 공사, 재난 복구 공사 등이 포함되지만, 단순히 '공사기간 1년 미만의 신설 공사'라는 이유만으로 실시계획 수립이 생략되는 규정은 존재하지 않는다."
21,현행 공항시설법령상 비행장 설치의 허가에 대한 설명으로 옳은 것을 <보기>에서 모두 고른 것은?,"ㄱ. 육상비행장(육상헬기장은 제외)을 설치하려는 자는 국토교통부장관의 허가를 받아야 한다.
ㄴ. 육상헬기장, 옥상헬기장 및 수상비행장을 설치하려는 자는 관할 시·도지사의 허가를 받아야 한다.
ㄷ. 비행장 설치허가를 받은 자가 비행장의 표점(標點) 위치를 변경하려는 경우에는 변경허가를 받아야 한다.
ㄹ. 국가 또는 지방자치단체가 비행장을 설치하려는 경우에도 예외 없이 설치허가를 받아야 한다.","ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ",4,"[출처: 공항시설법 제22조 및 제23조] ㄹ은 틀린 설명이다. 국가나 지방자치단체가 비행장을 설치하려는 경우에는 국토교통부장관 또는 시·도지사와 '협의'하여야 하며, 협의가 성립된 때에는 비행장 설치의 허가를 받은 것으로 본다."
22,현행 공항시설법령상 공항개발사업 실시계획의 변경 승인을 받지 아니하고 변경할 수 있는 '대통령령으로 정하는 경미한 사항'에 해당하지 않는 것은?,,사업시행 면적을 100분의 10 범위에서 감소시키는 경우,사업시행 면적을 100분의 5 범위에서 증가시키는 경우,사업시행자의 대표자를 변경하는 경우,총사업비를 100분의 10 범위에서 증감하는 경우 (법 제18조에 따라 국가로부터 사업비용의 일부를 보조받는 경우는 제외),2,"[출처: 공항시설법 시행령 제13조제3항] 사업시행 면적의 경우 '100분의 10 범위에서의 감소'만 경미한 변경으로 인정되며, 면적이 증가하는 경우에는 비율과 무관하게 실시계획 변경 승인을 받아야 한다."
23,현행 공항시설법령상 공항운영증명의 취소 및 정지에 대한 설명 중 가장 옳지 않은 것은?,,거짓이나 그 밖의 부정한 방법으로 공항운영증명을 받은 경우에는 반드시 공항운영증명을 취소하여야 한다.,공항운영증명의 효력정지 기간 중 공항을 운영한 경우에는 반드시 공항운영증명을 취소하여야 한다.,"공항운영증명을 취소하거나 6개월 이내의 기간을 정하여 공항운영의 정지를 명할 수 있는 경우, 이용자에게 심한 불편을 줄 우려가 있을 때에는 공항운영 정지처분에 갈음하여 100억원 이하의 과징금을 부과할 수 있다.",공항시설 및 공항운영체계 등이 안전운영기준에 미달하게 된 경우 공항운영증명을 취소하거나 6개월 이내의 기간을 정하여 공항운영의 정지를 명할 수 있다.,3,"[출처: 공항시설법 제55조] 공항시설법 제55조(공항운영증명의 취소 등)에는 공항운영증명의 취소 및 6개월 이내의 운영 정지만 규정되어 있을 뿐, 항공사업법 등과 달리 정지처분을 갈음하는 '과징금' 부과 규정은 존재하지 않는다."
24,현행 공항시설법령상 항행안전시설 성능적합증명에 관한 설명으로 옳은 것은?,,항행안전시설을 제작한 자는 성능적합증명을 받기 전이라도 해당 시설을 공항에 판매하거나 양도할 수 있다.,"성능적합증명을 받은 자는 증명을 받은 항행안전시설의 설계를 변경하는 경우 반드시 새로운 성능적합증명을 다시 받아야 하며, 변경증명 제도는 없다.",거짓이나 부정한 방법으로 성능적합증명을 받은 경우 국토교통부장관은 그 성능적합증명을 취소하여야 한다.,성능적합증명의 유효기간은 발급일로부터 5년으로 한다.,3,"[출처: 공항시설법 제46조의2] 성능적합증명을 받지 아니한 시설은 판매·양도 또는 설치할 수 없으며(1번 오답), 설계 변경 시 변경증명을 받을 수 있다(2번 오답). 성능적합증명의 유효기간에 관한 명시적 한정 규정은 공항시설법상 별도로 5년으로 정하고 있지 않다(4번 오답). 거짓/부정 발급 시 반드시 취소해야 한다(기속행위)."
25,현행 공항시설법령상 항공장애표시등 및 항공장애 주간표지에 관한 설명으로 옳지 않은 것은?,,지표 또는 수면으로부터의 높이가 60미터 이상인 구조물을 설치하는 자는 원칙적으로 항공장애표시등 및 항공장애 주간표지를 설치하여야 한다.,지표 또는 수면으로부터의 높이가 60미터 미만인 경우라도 비행장 주변의 장애물 제한구역 내에 위치한다면 예외 없이 모두 설치하여야 한다.,항공장애표시등을 설치한 자는 해당 시설이 항상 정상적으로 작동하도록 관리하여야 한다.,국토교통부장관은 구조물이 지형·지물 등의 그늘에 있어 항공기의 항행안전을 해칠 우려가 없다고 인정되는 경우에는 설치를 면제할 수 있다.,2,"[출처: 공항시설법 제36조] 지표에서 60미터 미만이라도 항공기의 항행안전을 해칠 우려가 있는 구조물 등으로서 '국토교통부령으로 정하는 구조물 등'에 설치하는 것이며, 비행장 주변 제한구역 내라고 하여 '예외 없이 모두' 설치해야 하는 것은 아니다(비행안전에 지장이 없는 경우 등 예외 인정)."
26,현행 공항시설법령상 비행장의 사용개시에 대한 설명으로 옳은 것을 <보기>에서 모두 고른 것은?,"ㄱ. 비행장 설치허가를 받은 자는 비행장의 공사가 완료되었을 때에는 지체 없이 국토교통부장관 또는 시·도지사의 검사를 받아야 한다.
ㄴ. 비행장 설치자는 비행장 사용개시 예정일 30일 전까지 비행장 사용개시 검사 신청서를 제출하여야 한다.
ㄷ. 비행장 설치자가 국가 또는 지방자치단체인 경우에는 비행장 사용개시 검사를 받지 아니하고 바로 사용할 수 있다.
ㄹ. 검사 결과 비행장이 설치기준에 적합하지 아니한 경우에는 시설의 보완 등 필요한 조치를 명할 수 있다.","ㄱ, ㄴ","ㄱ, ㄴ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄷ, ㄹ",2,"[출처: 공항시설법 제24조 및 시행규칙 제19조] ㄷ은 틀린 설명이다. 국가 또는 지방자치단체인 경우라도 '비행장 사용개시 검사'를 면제한다는 명시적 예외 규정은 없으며, 안전을 위한 검사는 거쳐야 한다(협의로 허가를 갈음하는 것과 구별)."
27,현행 공항시설법령상 공항개발사업의 완료에 따른 토지 및 시설의 귀속에 관한 설명 중 옳지 않은 것은?,,"국가나 지방자치단체가 아닌 사업시행자가 공항개발사업으로 새로 공공시설을 설치한 경우, 그 시설은 해당 시설을 관리할 국가나 지방자치단체에 무상으로 귀속된다.",위 1번의 경우 용도가 폐지되는 국가나 지방자치단체의 재산은 새로 설치한 공공시설의 설치비용에 상당하는 범위에서 그 사업시행자에게 무상으로 양도할 수 있다.,국토교통부장관이 국가나 지방자치단체가 아닌 사업시행자가 시행한 공항개발사업의 준공을 확인한 때에는 그 준공확인 증명서를 발급한 날에 시설의 귀속 및 양도가 이루어진 것으로 본다.,사업시행자에게 무상으로 귀속되는 공공시설은 '국유재산법' 및 '공유재산 및 물품 관리법'상의 엄격한 절차를 거쳐야만 소유권 이전 등기가 가능하다.,4,"[출처: 공항시설법 제20조] 법 제20조에 따라 준공확인 증명서를 발급한 날에 시설의 귀속 및 양도가 이루어진 것으로 보며, 이 경우 국유재산법 등에도 불구하고 준공확인 증명서를 등기원인을 증명하는 서류로 갈음하여 즉시 소유권보존등기 등을 할 수 있도록 특례를 두고 있으므로 4번은 틀린 설명이다."
28,현행 공항시설법령상 항행안전시설 관리검사에 대한 설명으로 옳은 것은?,,국토교통부장관은 항행안전시설의 관리에 관한 검사를 매월 1회 이상 정기적으로 실시하여야 한다.,국토교통부장관은 검사 결과 항행안전시설이 성능기준에 맞지 아니하다고 인정될 때에는 해당 시설의 사용중지를 명할 수 있다.,항행안전시설 관리검사의 종류에는 정기검사와 불시검사만이 존재하며 특별검사는 포함되지 않는다.,항행안전시설을 관리하는 자는 자체 유지보수 계획이 있는 경우 정기검사를 면제받을 수 있다.,2,"[출처: 공항시설법 제47조의2] 국토교통부장관은 검사 결과 시설이 성능기준에 맞지 않으면 시설의 시정·개수 또는 사용중지를 명할 수 있다(2번 정답). 정기검사는 '국토교통부령으로 정하는 바'에 따라 실시(보통 연 1회 등 시설별 상이)하며(1번 오답), 검사 종류에는 특별검사도 포함된다(3번 오답). 자체 계획으로 면제되는 규정은 없다(4번 오답)."
29,"현행 공항시설법령상 공항개발사업에 관한 실시계획 고시가 있는 경우, 인·허가 등이 의제(擬制)되는 법률 및 사항이 아닌 것은?",,「건축법」에 따른 건축허가,「농지법」에 따른 농지전용의 허가,「환경영향평가법」에 따른 환경영향평가의 협의,「산지관리법」에 따른 산지전용허가,3,"[출처: 공항시설법 제13조] 실시계획 고시로 건축허가, 농지전용허가, 산지전용허가 등 다수의 인·허가가 의제되나, 「환경영향평가법」에 따른 환경영향평가 협의는 의제 대상에 포함되지 않으며 별도의 절차를 거쳐야 한다."
30,"현행 공항시설법령상 공항 내 금지행위(제56조)를 위반하였을 때 적용되는 과태료 부과 기준액이 가장 적은 것은? (단, 1차 위반 기준)",,관할 지방항공청장의 승인 없이 기동력이 없는 항공기를 활주로에 방치한 자,관할 지방항공청장의 승인 없이 공항운영자가 정한 구역 외의 장소에 가연성 가스를 보관한 자,관할 지방항공청장의 승인 없이 보호구역에 무단으로 차량을 진입시킨 자,여객터미널 내에서 승인을 받지 않고 영업을 목적으로 물품을 판매한 자,4,"[출처: 공항시설법 시행령 별표 3] 무단 차량 진입, 가스 보관, 항공기 방치 등 항행 위험/시설 안전과 직결된 행위는 1차 위반 시 500만원 등 높은 과태료(또는 형벌)가 부과되거나 벌칙 대상이다. 반면 영업 목적 무단 물품 판매는 과태료 부과 대상이며 상대적으로 적은 금액(1차 10만원, 2차 20만원 등)이 부과된다."
31,현행 공항시설법령상 청문을 거쳐야 하는 행정처분에 해당하지 않는 것은?,,공항개발사업 시행자 지정의 취소,공항운영증명의 취소,비행장 설치허가의 취소,소음대책지역 지정의 해제,4,"[출처: 공항시설법 제62조] 청문을 거쳐야 하는 처분은 사업시행자 지정 취소, 실시계획 승인 취소, 비행장 설치허가 취소, 항행안전시설 설치허가 취소, 성능적합증명 취소, 공항운영증명 취소, 항공학적 검토 전문기관 지정 취소 등이다. 소음대책지역 지정 해제는 청문 대상이 아니다."
32,현행 공항시설법령상 비행장 주변의 장애물 등의 제거에 따른 손실보상에 관한 설명으로 옳은 것을 <보기>에서 모두 고른 것은?,"ㄱ. 국토교통부장관이나 시·도지사는 비행장의 설치기준에 맞게 하기 위하여 장애물의 소유자에게 그 장애물의 제거를 명할 수 있다.
ㄴ. 장애물의 제거 명령에 따라 손실을 입은 자에게는 공항개발사업 시행자 또는 비행장 설치자가 정당한 보상을 하여야 한다.
ㄷ. 손실보상에 관하여는 보상할 자와 손실을 입은 자가 협의하여야 한다.
ㄹ. 협의가 성립되지 아니하거나 협의를 할 수 없을 때에는 관할 법원에 손실보상 청구 소송을 먼저 제기하여야 하며, 관할 토지수용위원회의 재결을 신청할 수 없다.","ㄱ, ㄴ","ㄱ, ㄴ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",2,[출처: 공항시설법 제35조] ㄹ은 틀린 설명이다. 손실보상에 관하여 협의가 성립되지 아니하거나 협의를 할 수 없을 때에는 관할 토지수용위원회에 재결(裁決)을 신청할 수 있다. 소송 전치주의가 아니며 토지수용위원회 재결 제도가 마련되어 있다.
