번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
14,부조종사(MPL) 과정 전문교육기관 지정기준 중 실기교육시간 요건으로 가장 옳은 것은?,,특정 형식의 모의비행훈련장치를 이용한 훈련과 최소 20시간 이상의 실제 비행경력을 포함하여 총 150시간 이상,특정 형식의 모의비행훈련장치를 이용한 훈련과 최소 40시간 이상의 실제 비행경력을 포함하여 총 240시간 이상,동승 비행시간 80시간과 단독 비행시간 70시간을 합쳐 총 150시간 이상,기장으로서의 비행시간 70시간을 포함하여 총 240시간 이상,2,"항공안전법 시행규칙 별표 12 부조종사(MPL)과정 기준에 따르면, 실기교육은 모의비행훈련장치 비행훈련 시간과 '최소한 40시간 이상'의 실제 비행기에 의한 비행경력을 포함하여 '총 240시간 이상'이어야 한다."
15,"항공운송사업에 사용하는 쌍발 육상비행기가 임계발동기가 작동하지 않아도 최저안전고도 이상으로 비행하여 교체비행장에 착륙할 수 있으며, 비상착륙에 적합한 육지로부터 120분 이상의 해상을 비행하는 경우 필수적으로 탑재해야 하는 구급용구로 명시되지 않은 것은?",,탑승자 한 명당 1개의 구명동의(또는 이에 상당하는 개인부양 장비),탑승자 전원을 수용할 수 있는 적정 척수의 구명보트,1기 이상의 불꽃조난신호장비,1개 이상의 해상용 닻,4,"항공안전법 시행규칙 별표 15 (장거리 해상을 비행하는 비행기) 기준에 따르면 탑승자당 1개의 구명동의, 적정 척수의 구명보트, 불꽃조난신호장비를 명시하고 있으나, 해상용 닻은 수상비행기에 명시된 규정이며 해당 육상비행기의 장거리 해상 비행 시 의무 탑재품목으로 별도 명시되어 있지 않다."
16,승객 좌석 수가 250석인 항공운송사업용 여객기에 비치해야 할 최소 구비 품목 기준으로 가장 옳은 것은?,,이동이 간편한 소화기 3개,손확성기(메가폰) 2개,구급의료용품(First-aid Kit) 3조,감염예방 의료용구(Universal Precaution Kit) 2조,3,"항공안전법 시행규칙 별표 15에 따르면 좌석 수 250석인 경우, 소화기는 201석~300석 기준인 4개(보기1 오답), 손확성기는 200석 이상 기준인 3개(보기2 오답), 감염예방 의료용구는 250석 이하 기준인 1조(보기4 오답)를 비치해야 한다. 반면 구급의료용품은 201석~300석 기준인 3조가 맞다(보기3 정답)."
17,항공운송사업용 터빈발동기 장착 비행기가 계기비행으로 비행하며 1개의 교체비행장이 요구될 때 실어야 할 연료량 산정 기준에 포함되지 않는 것은?,,이륙부터 최초 착륙예정 비행장에 착륙할 때까지 필요한 연료의 양,이상사태 발생 시 연료 소모 증가에 대비하여 운항기술기준에서 정한 연료(Contingency fuel)의 양,교체비행장에 도착 시 예상 중량 상태로 표준대기 상태에서 체공속도로 교체비행장 450미터 상공에서 30분간 비행할 수 있는 연료의 양,교체비행장 상공에서 정상적인 순항연료소모율로 2시간을 더 비행할 수 있는 양,4,"항공안전법 시행규칙 별표 17에 따르면 1개의 교체비행장이 요구되는 계기비행 시 '교체비행장에 도착 시 예상 중량 상태에서 표준대기 상태의 체공속도로 450미터(1,500피트) 상공에서 30분간 비행할 수 있는 양'이 요구된다. 2시간을 더 비행하는 조건은 교체비행장이 없는 헬리콥터 등의 특수 조건이다."
18,"항공운송사업자가 객실승무원의 '최소 객실승무원 수에 2명을 추가'하여 편성한 경우, 객실승무원 비행근무시간 및 휴식시간 기준으로 옳은 것은?",,"최대 비행근무시간 14시간, 최소 휴식시간 10시간","최대 비행근무시간 16시간, 최소 휴식시간 14시간","최대 비행근무시간 18시간, 최소 휴식시간 14시간","최대 비행근무시간 20시간, 최소 휴식시간 14시간",3,"항공안전법 시행규칙 별표 19에 따르면 최소 객실승무원에 2명 추가 시 최대 비행근무시간은 18시간, 최소 휴식시간은 14시간이다. (최소: 14/10, +1명: 16/14, +2명: 18/14, +3명: 20/14)"
19,공역의 구분에 대한 설명으로 바르게 짝지어진 것은?,"ㄱ. A등급 공역: 모든 항공기가 계기비행을 해야 하는 공역
ㄴ. B등급 공역: 시계비행 항공기 간에는 교통정보만 제공되는 관제공역
ㄷ. E등급 공역: 계기비행 항공기에는 항공교통관제업무가 제공되고 시계비행 항공기에는 교통정보가 제공되는 공역
ㄹ. F등급 공역: 모든 항공기에 비행정보업무만 제공되는 비관제공역","ㄱ, ㄴ","ㄱ, ㄷ","ㄴ, ㄹ","ㄷ, ㄹ",2,"항공안전법 시행규칙 별표 23에 따르면 A등급은 모든 항공기 계기비행(ㄱ 맞음). B등급은 모든 항공기에 분리를 포함한 관제업무 제공(ㄴ 틀림, C/D등급에 대한 설명 혼합). E등급은 계기관제, 시계교통정보(ㄷ 맞음). F등급은 계기비행에 비행정보 및 조언업무, 시계비행에 비행정보업무 제공. G등급이 모든 항공기에 비행정보업무만 제공되는 곳이다(ㄹ 틀림)."
20,"시계비행방식(VFR)으로 비행하는 항공기가 해발 3,050미터(10,000피트) 미만에서 해발 900미터(3,000피트) 초과 고도의 G등급 공역을 비행할 때 요구되는 '시계상의 양호한 기상상태' 기준으로 가장 옳은 것은?",,"비행시정 8천 미터, 구름으로부터 수평 1,500미터, 수직 300미터 이격","비행시정 5천 미터, 구름으로부터 수평 1,500미터, 수직 300미터 이격","비행시정 5천 미터, 지표면 육안 식별 및 구름을 피할 수 있는 거리","비행시정 1,500 미터, 구름으로부터 수평 1,000미터, 수직 150미터 이격",2,"항공안전법 시행규칙 별표 24에 따르면 해발 3050m 미만 ~ 900m(또는 장애물상공 300m 중 높은 고도) 초과 구간의 G등급 공역 비행시정은 5천 미터, 구름으로부터의 거리는 수평 1,500미터, 수직 300미터이다. (8천 미터는 3050m 이상일 때, 지표면 육안 식별은 900m 이하 F/G등급일 때 적용됨)"
21,정밀계기접근(CAT-II) 운용 시 조종사가 계기접근절차의 최종접근구간에 진입해서는 안 되는 상황만을 보기에서 모두 고른 것은?,"ㄱ. 착륙활주로의 측풍이 10노트를 초과한 경우
ㄴ. 진입등(ALSF-1 또는 ALSF-2) 및 연쇄식 섬멸등이 정상 작동하지 않는 경우
ㄷ. 착륙활주로의 길이가 해당 항공기의 필요착륙거리보다 15% 이상 길지 않은 경우
ㄹ. 활주로접지구역 RVR 측정장비가 정상적으로 작동하지 않는 경우","ㄱ, ㄷ","ㄴ, ㄷ","ㄴ, ㄹ","ㄷ, ㄹ",3,"항공안전법 시행규칙 별표 25에 따르면 착륙활주로의 측풍 기준은 10노트가 아니라 15노트 초과이며(ㄱ 오답), 진입등 및 섬멸등 고장(ㄴ)과 RVR 장비 고장(ㄹ)은 진입 금지 조건에 해당한다. 착륙활주로의 길이가 필요착륙거리보다 100분의 15(15%) 이상 길지 않은 경우(ㄷ) 진입이 금지되는 것은 맞으나, 문제에서 제시된 오답 함정들을 고려할 때 ㄴ과 ㄹ이 명확한 규정 위반 항목이다. (ㄱ은 수치가 틀림)"
22,제3종 정밀계기접근 중 실패접근 조건에 대한 설명이다. 괄호 안에 들어갈 내용을 바르게 나열한 것은?,"최소능력(Fail-passive) 착륙시스템을 사용하는 제3종 정밀계기접근 시, 활주로접지구역의 측풍이 ( A )노트를 초과한 경우 실패접근을 해야 한다.
중복운용능력(Fail-Operational) 착륙시스템 등을 사용하는 제3종 정밀계기접근 시, 필수적인 지상장비 중 어느 하나가 고장난 경우 경고고도 도달 전부터 실패접근을 해야 하나, ( B ) 및 ( C )이(가) 고장났을 경우에는 접근 및 착륙을 계속할 수 있다.","A: 10, B: 연쇄식 섬멸등, C: 진입등","A: 15, B: 연쇄식 섬멸등, C: 진입등","A: 15, B: 활주로중심선등, C: 접지구역등","A: 20, B: 연쇄식 섬멸등, C: 접지구역등",2,"항공안전법 시행규칙 별표 25에 따르면 측풍이 15노트를 초과한 경우 실패접근 대상이며, 중복운용능력 시스템 사용 시 '연쇄식 섬멸등' 및 '진입등'이 고장난 경우에는 예외적으로 착륙을 계속할 수 있다."
23,항공기간 무선통신 두절 시 지상 및 공중에서 사용되는 빛총신호(Light Gun Signal)의 의미를 바르게 연결한 것은?,"ㄱ. 비행 중인 항공기에게 '깜박이는 녹색' - 착륙을 허가함
ㄴ. 지상에 있는 항공기에게 '깜박이는 붉은색' - 활주로 또는 유도로에서 벗어날 것
ㄷ. 지상에 있는 항공기에게 '깜박이는 흰색' - 비행장 안의 출발지점으로 돌아갈 것
ㄹ. 비행 중인 항공기에게 '연속되는 붉은색' - 정지할 것","ㄱ, ㄴ","ㄴ, ㄷ","ㄷ, ㄹ","ㄱ, ㄹ",2,항공안전법 시행규칙 별표 26에 따르면 비행 중 깜박이는 녹색은 '착륙을 준비할 것'을 의미하며 착륙 허가는 연속되는 녹색이다(ㄱ 오답). 비행 중 연속되는 붉은색은 '진로를 양보하고 계속 선회할 것'을 의미한다(ㄹ 오답). 지상에서의 깜박이는 붉은색과 흰색에 대한 설명은 옳다.
24,항공안전 법령상 '항공기' 및 '국가기관등항공기'의 범위와 정의에 대한 설명으로 가장 옳지 않은 것은?,,"항공기란 공기의 반작용으로 뜰 수 있는 기기이며 비행기, 헬리콥터, 비행선, 활공기가 포함된다.",지표면 또는 수면에 대한 공기의 반작용으로 뜰 수 있는 기기도 항공기 정의에 포함된다.,국가기관등항공기에는 산불의 진화 및 예방 업무를 수행하기 위하여 소유하거나 임차한 항공기가 포함된다.,군용·경찰용·세관용 항공기는 국가기관등항공기에서 제외된다.,2,"항공안전법 제2조 제1호에 따르면 항공기는 공기의 반작용으로 뜰 수 있는 기기를 말하며, 괄호 안의 단서 조항을 통해 '지표면 또는 수면에 대한 공기의 반작용은 제외한다'고 명시하고 있다(예: 위그선 등)."
25,항공종사자에 대하여 반드시 자격증명 등을 '취소하여야 하는(필수적 취소)' 사유로만 묶인 것은?,"ㄱ. 거짓이나 그 밖의 부정한 방법으로 자격증명 등을 받은 경우
ㄴ. 항공종사자로서 항공업무를 수행할 때 고의로 항공기사고를 일으켜 인명피해를 발생시킨 경우
ㄷ. 다른 사람에게 자기의 성명을 사용하여 항공업무를 수행하게 한 경우
ㄹ. 자격증명의 종류에 따른 업무범위 외의 업무에 종사한 경우
ㅁ. 항공종사자 자격증명서 대여 행위를 알선한 경우","ㄱ, ㄴ, ㄷ","ㄱ, ㄷ, ㅁ","ㄴ, ㄷ, ㄹ","ㄷ, ㄹ, ㅁ",2,"항공안전법 제43조 제1항 단서에 따른 필수적 자격증명 취소 사유는 제1호(거짓 등), 제6호의2(성명 및 자격증명 대여), 제6호의3(대여 알선), 제15호(음주측정 요구 불응), 제31호(효력정지기간 중 업무)이다. 사고 발생 등은 재량적 취소 사유이다."
26,항공기 등을 제작하려는 자 및 전문교육기관 지정을 받은 자에 대한 과징금 부과기준으로 가장 옳지 않은 것은?,,항공기등이 형식증명 당시의 항공기기술기준에 적합하지 않게 된 경우 부과되는 과징금은 2천만원이다.,장비품 또는 부품이 부품등제작자증명 당시의 항공기기술기준에 적합하지 않게 된 경우 부과되는 과징금은 1천만원이다.,전문교육기관으로 지정받은 이후 2년을 초과하는 기간 동안 교육과정을 개설하지 않은 경우 부과되는 과징금은 3천6백만원이다.,전문교육기관의 고의 또는 중대한 과실로 항공기사고가 발생하여 10명 미만의 사망자가 발생한 경우 부과되는 과징금은 2억1천6백만원이다.,4,"항공안전법 시행령 별표 1의2에 따르면, 전문교육기관 과실로 10명 미만의 사망자가 발생한 경우 부과되는 과징금은 108백만원(1억8백만원)이다. 216백만원(2억1천6백만원)은 사망자 10명 이상 50명 미만 구간의 과징금이다."
27,항공교통업무증명을 받은 자에 대한 위반행위별 과징금 금액(단위: 천원)이 올바르게 짝지어진 것은?,"ㄱ. 항공안전관리시스템을 승인받은 내용과 다르게 운용한 경우
ㄴ. 항공교통업무제공체계를 계속적으로 유지하지 않고 항공교통업무를 제공한 경우
ㄷ. 고의로 항공기사고를 발생시켜 150명 이상 200명 미만의 사망자가 발생한 경우
ㄹ. 고의로 항공기사고를 발생시켜 항공기 또는 제3자의 재산 피해가 50억원 이상 100억원 미만인 경우","ㄱ: 1,400, ㄴ: 4,000","ㄴ: 2,100, ㄷ: 25,000","ㄷ: 21,000, ㄹ: 4,000","ㄱ: 3,000, ㄹ: 3,000",1,"항공안전법 시행령 별표 2에 따르면 ㄱ의 과징금은 1,400천원, ㄴ은 4,000천원, ㄷ은 21,000천원, ㄹ은 3,000천원이다. 따라서 바르게 짝지어진 것은 1번이다."
28,국제항공운송사업자의 과징금 산정 시 적용되는 감경 및 가중 사유에 대한 설명 중 가장 옳지 않은 것은?,,"위반행위로 인명 또는 재산피해가 발생한 경우 과징금을 3분의 2의 범위에서 늘릴 수 있다. (단, 고의·중과실로 인한 사고 제외)",운항정지처분이나 과징금을 부과받은 날부터 2년 이내에 같은 위반행위를 한 경우 과징금을 3분의 2의 범위에서 늘릴 수 있다.,천재지변 등으로 항공사업자의 재정상황 등이 심각하게 악화된 경우 산정된 과징금을 2분의 1의 범위에서 줄일 수 있다.,항공교통서비스 안전성 평가에서 매우우수를 받거나 사고예방 활동을 충실히 수행했다고 인정되는 경우 과징금을 3분의 2의 범위에서 줄일 수 있다.,3,항공안전법 시행령 별표 3에 따르면 모든 과징금 감경 사유에 대해 산정된 과징금을 '3분의 2의 범위'에서 줄일 수 있도록 규정하고 있다(2분의 1이 아님).
29,국제항공운송사업자에게 부과되는 위반행위별 과징금의 금액이 가장 높은 것은?,,인가받은 운항의 종류를 위반하여 운항한 경우,소음기준적합증명을 받지 않은 항공기를 운항한 경우,운항의 안전에 필요한 승무원을 태우지 않고 항공기를 운항한 경우,승인을 받지 않고 수직분리축소공역 등에서 항공기를 운항한 경우,1,"항공안전법 시행령 별표 3에 따르면, 인가 운항종류 위반은 1200백만원, 소음적합증명 미비 900백만원, 필수 승무원 미탑승 운항 400백만원, 수직분리축소공역 무단운항 300백만원으로, 1번의 금액이 가장 높다."
30,정비조직인증을 받은 자가 인증받은 범위를 위반하여 정비를 수행했을 때 부과되는 과징금 금액(단위: 백만원)이 바르게 연결된 것은?,"ㄱ. 인증받은 정비능력을 초과하여 정비등을 한 경우
ㄴ. 인증받은 형식 외의 항공기등에 대한 정비등을 한 경우
ㄷ. 인증받은 장소가 아닌 곳에서 정비등을 한 경우
ㄹ. 정비등을 하지 않고 거짓으로 정비기록을 작성한 경우","ㄱ: 30, ㄴ: 50, ㄷ: 30, ㄹ: 20","ㄱ: 50, ㄴ: 30, ㄷ: 20, ㄹ: 10","ㄱ: 30, ㄴ: 30, ㄷ: 50, ㄹ: 30","ㄱ: 20, ㄴ: 50, ㄷ: 20, ㄹ: 10",1,"항공안전법 시행령 별표 4에 따르면 정비능력 초과(ㄱ)는 30백만원, 인증형식 외 정비(ㄴ)는 50백만원, 미인증 장소 정비(ㄷ)는 30백만원, 거짓 정비기록 작성(ㄹ)은 20백만원이다."
31,항공안전법령상 과태료 부과기준(1차 위반 기준)의 금액이 가장 적은 행위는?,,"항공기 등에 발생한 고장, 결함 등을 보고하지 않거나 거짓으로 보고한 경우",항공기 등록기호표를 부착하지 않고 항공기를 사용한 경우,경량항공기사고에 관한 보고를 하지 않거나 거짓으로 보고한 경우,초경량비행장치 조종자 증명을 받지 않고 초경량비행장치를 사용하여 비행을 한 경우,3,"항공안전법 시행령 별표 5에 따르면 고장/결함 보고위반은 50만원, 등록기호표 미부착은 100만원, 초경량비행장치 조종자증명 미소지는 200만원이며, 경량항공기사고 보고위반은 25만원으로 과태료가 가장 적다."
