번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
11,공항정보자동방송업무(ATIS)에 대한 설명으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"가. 데이터링크(D-ATIS)를 이용하여 음성-공항정보자동방송(V-ATIS)을 보충하는 경우 제공되는 정보의 내용과 형식은 동일하여야 한다.
나. D-ATIS와 V-ATIS의 갱신이 필요한 경우 반드시 동시에 갱신되어야 한다.
다. 음성-공항정보방송(V-ATIS)은 계기착륙시설(ILS) 음성채널로 방송되는 것을 원칙으로 한다.
라. 기상정보 중 시정/RVR 센서가 특정 구역 전용으로 사용되고 조종사가 요구하는 경우, 해당 정보와 관련된 활주로 특정부분을 표시하여야 한다.","가, 나","가, 다, 라","가, 나, 라","나, 다, 라",3,음성-공항정보방송은 계기착륙시설(ILS) 음성채널로 방송되어서는 아니된다. (출처: 항공교통업무기준 제48조)
12,비상항공기에 대한 구조조정센터 통보 기준 중 '경보상황(Alert phase)'에 해당하지 않는 것은?,,"불확실상황 이후, 항공기와의 교신시도 또는 관계 부서 조회로도 그 항공기의 위치 확인이 곤란한 경우",항공기가 불법간섭 상황에 처해 있다고 알려졌거나 의심되는 경우,착륙허가를 받고도 착륙예정 시간으로부터 5분 이내에 착륙하지 아니한 상태에서 무선교신이 되지 아니 할 경우,항공기가 마지막 통보한 도착예정시간 또는 기관이 예상한 도착예정 시간 중 더 늦은 시간으로부터 30분 이내에 도착하지 아니할 경우,4,도착예정시간 30분 이내 미도착 및 연락 30분 이내 두절은 '불확실상황(Uncertainty phase)'에 해당한다. (출처: 항공교통업무기준 제51조)
13,항공이동통신업무(공지통신) 요건에 대한 설명으로 가장 옳지 않은 것은?,,조종사-관제사 간 직접 양방향무선전화 또는 데이터링크 통신을 사용할 때 모든 공지통신에 대한 녹음설비를 갖추어야 한다.,공지통신 채널의 녹음자료는 최소한 15일간 안전하게 보관하여야 한다.,비행장관제탑은 비행장으로부터 45km(25NM) 내에서 규정된 장비를 갖춘 항공기와 양방향 통신을 제공할 수 있어야 한다.,통신성능기준(RCP)은 항공교통관리(ATM) 기능에 따라 정해져야 한다.,2,통신채널의 녹음자료는 최소한 30일간 보관하여야 한다. 15일이 아니다. (출처: 항공교통업무기준 제56조)
14,항공고정통신업무(지상통신) 기능 요건으로 올바른 것을 <보기>에서 모두 고른 것은?,"가. 레이더 또는 ADS-B를 이용하여 관제권 이양을 하기 위한 목적인 통신의 경우 즉시 통신이 이루어져야 한다.
나. 서면기록이 필요한 인쇄통신의 경우 전문송신시간이 5분을 초과해서는 안 된다.
다. 단독 직접통화가 관제권 이양 목적이 아닌 일반적인 경우 15초 이내에 통신이 이루어져야 한다.
라. 인접 관제구를 관할하는 센터 간 통신시설 중 항공기가 비행로 이탈 시 요격 감소 목적의 협의가 필요한 경우 데이터링크 단독으로만 통신을 구비할 수 있다.","가, 나","가, 나, 다","나, 다, 라","가, 나, 다, 라",2,라: 인접 센터 간 요격 감소를 위한 통신시설은 직접통화 단독 또는 데이터링크 통신과 결합한 시설을 구비해야 하며 자동기록장치를 갖추어야 한다. 데이터링크 단독으로 구비하는 것이 아니다. (출처: 항공교통업무기준 제57조)
15,항공교통관제사 교육훈련 구분에 대한 설명으로 가장 옳지 않은 것은?,,초기교육훈련은 신규임용자에게 전문항공교통관제사 자격증명의 한정을 받기 위해 필요한 공통 지식 등을 전수하기 위해 실시한다.,직무교육훈련은 초기교육훈련 이수자가 지정된 교관 지도하에 한정을 취득하기 위해 필요한 기량을 습득하는 훈련이다.,한정회복교육훈련은 자격증명 한정의 전문지식 및 기량을 회복하기 위해 정기 심사를 대비하여 실시하는 훈련이다.,전문교육훈련은 관제장비의 변경 또는 신설 시 관련 사항을 적용하기 전에 새로 도입되는 내용을 숙지하기 위해 실시한다.,3,한정회복교육훈련은 수시 심사를 위해 실시하는 훈련이다. 정기 심사를 위해 실시하는 훈련은 정기교육훈련이다. (출처: 항공교통업무기준 제71조)
16,정기 심사의 주기 및 실시 시기에 대한 기준으로 가장 옳은 것은?,,자격증명의 한정을 취득한 후 최초로 실시하는 정기 심사는 한정을 받은 날부터 1년 이내에 1회 실시한다.,최초의 정기 심사 이후 실시하는 정기 심사는 직전 정기 심사에 합격한 날부터 2년이 되는 날이 속하는 달의 말일까지 1회 실시한다.,직전의 심사를 만료일부터 3개월 이내에 합격한 경우에는 합격한 날을 기준으로 2년이 되는 날이 속하는 달의 말일까지 실시한다.,정기 심사 결과는 합격 여부와 상관없이 한국교통안전공단 이사장에게만 통보하면 되며 국토교통부장관에게는 보고하지 않는다.,2,1번은 2년 이내. 3번은 합격한 날 기준이 아닌 만료일 기준으로 2년이 되는 달의 말일까지 실시해야 한다. 4번은 국토교통부장관에게 보고하고 한국교통안전공단에 통보해야 한다. (출처: 항공교통업무기준 제74조의4)
17,항공교통관제사 인력수급계획 수립 시 고려해야 할 요건으로 포함되지 않는 것은?,,최근 10년 이상의 항공교통관제량과 관제인력 증감 추이,최소 5년 이상의 항공여건 변화에 따른 업무량을 충족할 수 있는 숙련된 필요 관제인력,관제탑 등 항공교통관제시설의 설계상 내진한계 및 강풍한계에 따른 운영 제약,항공교통량의 급격한 증가 등으로 인력소요가 갑자기 증가했을 때 대처할 수 있는 방안,3,"내진한계 및 강풍한계는 '항공교통관제시설 운영 한계(제109조)' 설정 시 고려사항이며, 인력수급계획 수립 요건이 아니다. 인력수급계획은 관제사 피로관리, 업무량 분석 결과 등을 추가로 고려한다. (출처: 항공교통업무기준 제96조)"
18,통계자료의 작성 및 제출에 대한 설명 중 옳지 않은 것은?,,"통계자료는 비행장관제업무, 접근관제업무, 지역관제업무 교통량 통계를 포함한다.",매월 작성되는 항공교통량 통계자료는 그 다음 달 7일까지 국토교통부장관에게 제출하여야 한다.,"비행정보실은 영공통과 항공기 운항 대수, AFTN 처리량 등을 매일 12:00 기준으로 정리하여 업무일지에 기록하여야 한다.",항공기 재착륙 및 이륙포기 교통량 자료는 분기별로 작성하여 그 다음 분기 첫째 달 7일까지 제출한다.,3,비행정보실 통계자료는 매일 24:00 기준으로 정리하여 기록하여야 한다. 12:00가 아니다. (출처: 항공교통업무기준 제100조)
19,항공교통업무 자료의 관리 및 보존에 대한 설명으로 가장 옳지 않은 것은?,,녹음 내용을 문서로 작성 시 교신내용 중 혼신 등으로 해독이 난해한 부분은 별표(※)를 표시하고 기입한다.,항적자료 컴퓨터 출력물에는 해당 문서가 감시 장비의 정확한 자료가 아님을 나타내는 문구가 기재되어야 한다.,항공기 사고 및 준사고 관련 녹음·녹화자료를 재사용하기 위해서는 항공교통업무기관 장의 허가를 사전에 받아야 한다.,"항공기 사고, 준사고 및 피랍 관련 자료는 소송 등에 대비하여 조사 처리가 완료된 후 1년간 추가로 보존하여야 한다.",4,"사고, 준사고, 피랍 관련 자료는 조사 처리 완료 후 3년간 추가로 보존하여야 한다. 1년이 아니다. (출처: 항공교통업무기준 제101조)"
20,비행장관제탑 및 시설 운영 요건에 관한 설명으로 가장 적절한 것은?,,"국제운송용 민간항공기가 운항하는 비행장의 경우, 우발 상황 대비 비상관제탑 운영은 권장사항이며 필수 요건은 아니다.","비상전화 점검은 매일 10:00시 및 18:00시에 실시하여야 하며, 어떠한 경우에도 비행장관제탑 상황에 따라 점검시간을 변경할 수 없다.",비행장관제탑 관제사는 항공교통관제 업무를 수행하는 동안 편광 색안경이나 회색(Photo Gray) 안경을 착용하여서는 아니 된다.,비상상태 인지 시 비상전화의 단일호출기능을 이용하여 순차적으로 육하원칙에 따라 관련 부서에 전파하여야 한다.,3,국제운송용 민간항공기 운항 비행장은 비상관제탑을 반드시 운영하여야 한다(필수). 비상전화 점검시간은 상황에 따라 달리 정할 수 있다. 비상전화는 '집단호출기능'을 이용하여 즉시 전파한다. (출처: 항공교통업무기준 제106조)
21,항공교통관제업무의 구분에 대한 설명 중 가장 옳지 않은 것은?,,지역관제업무는 접근관제업무가 제공되는 관제구를 포함하여 비행하는 항공기의 이동을 관찰하고 지시하는 업무이다.,접근관제업무는 비행장 또는 공항을 출발하거나 도착하는 항공기의 이동을 관찰하고 안내하는 업무이다.,비행장관제업무는 비행장 또는 공항의 기동지역 및 주위 공역에서 운항하는 항공기에 지시 또는 안내하는 업무이다.,항공교통관제업무의 주요 목적에는 기동지역 안에서 항공기와 장애물 간의 충돌 방지가 포함된다.,1,지역관제업무는 접근관제업무가 제공되는 관제구를 '제외'하고 비행하는 항공기의 이동을 관찰하고 지시하는 업무이다. (출처: 항공교통업무기준 제8조)
22,관제구 상부한계 설정에 대한 설명 중 <보기>에서 옳은 것만을 모두 고른 것은?,"가. 관제구의 상부한계보다 높은 곳에서는 항공교통관제업무를 제공하지 아니할 때 설정하여야 한다.
나. 관제구가 고고도 관제구의 아래에 위치하며 상부한계가 고고도 관제구의 하부한계와 일치할 때 설정하여야 한다.
다. 상부한계가 고고도 관제구의 하부한계와 일치할 때, 상부한계는 계기비행규칙(IFR) 순항고도와 일치하여야 한다.
라. 비행정보구역의 범위가 고고도비행정보구역에 의해 제한되는 경우 고고도비행정보구역의 하부한계는 비행정보구역의 상부한계이어야 하며, 시계비행규칙(VFR) 순항고도와 일치하여야 한다.","가, 나","가, 나, 라","나, 다, 라","가, 나, 다, 라",2,"다. 상부한계가 고고도 관제구의 하부한계와 일치할 때, 상부한계는 시계비행규칙(VFR) 순항고도와 일치하여야 한다. IFR이 아니다. (출처: 항공교통업무기준 제15조)"
23,민간항공기에 대한 잠재적 위험활동을 계획할 때의 협의 사항으로 가장 옳지 않은 것은?,,"위험활동의 위치, 시간 및 기간은 경제고도의 봉쇄나 항공기 운항지연이 발생하지 않도록 설정해야 한다.",잠재적 위험활동에 필요한 공역의 규모는 가능한 최대의 안전거리를 확보할 수 있도록 넓게 설정해야 한다.,예측할 수 없는 상황으로 활동 중지에 대비하여 관련 기관 간 직통통신망을 설치해야 한다.,"위험활동 기획 조직의 국가가 해당 공역 책임 국가가 아닌 경우, 최초 협의는 해당 공역 책임 국가의 항공교통업무제공자와 이루어져야 한다.",2,잠재적 위험활동에 필요한 공역의 규모는 '가능한 최소'로 설정해야 한다. (출처: 항공교통업무기준 제23조)
24,표류 또는 미식별 항공기 발생 시 조치사항으로 적절하지 않은 것은?,,"표류항공기의 위치파악이 되지 않는 경우, 교신을 시도하고 표류가능성이 있는 지역의 항공교통업무시설에 통보한다.","미식별항공기 인지 시 양방향 교신을 시도하고, 인접 비행정보구역을 관할하는 제공자에게 문의한다.","표류항공기가 불법간섭을 받고 있는 것으로 판단되더라도, 공식적인 조난 단계 선포 전까지는 타 국가에 통보를 보류한다.",위치가 확인된 표류항공기에는 위치 및 취해야 할 수정조치를 조언하고 필요 시 관련 군 시설에 통보한다.,3,표류 또는 미식별항공기가 불법간섭을 받고 있는 것으로 판단될 때에는 체결된 지역협정에 따라 즉시 그 정보를 통보하여야 한다. 보류해서는 안 된다. (출처: 항공교통업무기준 제29조)
25,항공교통업무제공자가 안전위험도 평가(Safety risk assessment)를 시행해야 하는 변경 사항을 <보기>에서 모두 고른 것은?,"가. 공역 또는 공항의 분리최저치 축소
나. 공항의 활주로, 유도로의 물리적 구조 변경
다. 공항 내 신규 관제사의 대규모 인력 배치
라. 통신, 감시 등 안전에 영향을 미치는 새로운 시스템의 도입","가, 나","다, 라","가, 나, 라","가, 나, 다, 라",3,"인력 배치는 명시된 의무적 안전위험도 평가 대상 사항이 아니다. 분리최저치 축소, 물리적 구조 변경, 새로운 통신/감시 장비 도입 등이 포함된다. (출처: 항공교통업무기준 제32조 및 별표1 제2장 2.6.1.1)"
26,우발계획(Contingency Plan) 수립 시 고려사항으로 가장 거리가 먼 것은?,,노동쟁의 또는 노동 불안 등 예측 가능한 사건,항공교통흐름관리 시설 장의 판단에 따른 항공사별 운항 쿼터 할당,공중보건 비상상황 등 항공교통업무 제공에 영향을 주는 사건,"항공교통업무 기능이 정상 복구될 때까지 우발상황에 관한 정보의 수집, 갱신 및 관리를 위한 체계",2,"항공사별 운항 쿼터 할당은 우발계획 수립 고려사항으로 규정되어 있지 않다. 자연재해, 군사분쟁, 상황관리체계 등이 포함된다. (출처: 항공교통업무기준 제35조)"
27,혼합분리(Composite separation)에 대한 설명으로 가장 옳은 것은?,,"수직분리에 추가하여 종적 또는 횡적분리 중 하나의 방법을 혼합한 형태로, 각 분리 최저치의 3분의 1 이상을 적용한다.","수직분리에 추가하여 종적 또는 횡적분리를 혼합한 형태로, 각 방법의 분리 최저치 절반 이상을 적용하며 지역항행협정에 따라 적용해야 한다.","공중충돌경고장치(ACAS)를 장착한 항공기에 한해 예외적으로 종적, 횡적 분리를 혼합하여 거리 제한 없이 적용한다.",수직분리축소공역(RVSM)에서는 안전 확보를 위해 혼합분리를 어떠한 경우에도 적용할 수 없다.,2,"혼합분리는 수직분리에 종적 또는 횡적분리 중 하나의 방법을 혼합한 형태로서 각 방법의 분리 최저치 절반 이상을 적용하며, 지역항행협정에 따라야 한다. (출처: 항공교통업무기준 제38조)"
28,"비행장 내 인원 및 차량 통제, 저시정절차(LVP) 운영에 대한 설명으로 가장 옳지 않은 것은?",,조난항공기 구조를 위해 이동하는 비상차량은 다른 모든 지상이동 교통보다 우선권을 부여하여야 한다.,제2종 또는 제3종 정밀계기운항이 진행 중인 계기착륙시설(ILS)의 전파민감구역 보호를 위해 각별한 주의를 기울여야 한다.,기동지역 내를 이동하는 차량 운전자는 비행장관제탑의 지시가 없더라도 최우선적으로 지상이동 및 이착륙 중인 일반 차량에게 진로를 양보해야 한다.,이동 중인 차량은 항공기를 견인하는 차량에게 진로를 양보하여야 한다.,3,"차량 운전자는 비행장관제탑의 지시가 있는 경우 그 지시를 우선적으로 준수하여야 하며, 지상이동 및 이착륙 중인 '항공기'에게 진로를 양보해야 한다. 일반 차량이 아니다. (출처: 항공교통업무기준 제43조)"
29,항공교통관제업무와 비행정보업무 동시 수행에 대한 설명 중 옳은 것은?,,어떠한 상황에서도 비행정보업무가 항공교통관제업무보다 우선하여 제공되어야 한다.,"항공교통관제업무가 우선하나, 최종 접근, 착륙, 이륙 및 상승 중인 항공기에게는 관제업무보다 필수 비행정보를 지연 없이 제공할 수 있다.",충돌 위험 방지를 위해 관제업무가 절대적으로 우선하므로 이착륙 단계의 항공기에는 비행정보 제공을 전면 보류해야 한다.,관제업무와 비행정보업무는 동일한 우선순위를 가지며 관제사의 재량에 따라 제공된다.,2,"동시에 수행되어야 할 경우 항공교통관제업무를 우선하나, 예외적으로 최종 접근, 착륙, 이륙 및 상승 중인 항공기에게는 필수 정보를 지연 없이 제공할 수 있다. (출처: 항공교통업무기준 제46조)"
30,도착 및 출발정보를 모두 포함하는 ATIS 메시지 제공 순서로 올바르게 나열된 것은? (일부 요소만 발췌),,비행장 명칭 → 지시어(indicator) → 사용활주로 → 지정어(Designator) → 사용예정 접근절차 종류,비행장 명칭 → 지시어(indicator) → 정보교환방식(contract type) → 지정어(Designator) → 사용예정 접근절차 종류,지시어(indicator) → 비행장 명칭 → 관측시간 → 지정어(Designator) → 전이고도,비행장 명칭 → 지정어(Designator) → 지시어(indicator) → 현재기상 → 사용활주로,2,순서는 비행장 명칭 → 지시어 → (D-ATIS인 경우) 정보교환방식 → 지정어 → 관측시간 → 사용 예정된 접근절차 종류 순이다. (출처: 항공교통업무기준 제48조)
31,비행정보구역에서 항공고정통신업무 기능 요건으로 가장 옳지 않은 것은?,,단독 직접통화가 레이더를 이용하여 관제권 이양을 하기 위한 목적인 경우 즉시 통신이 이루어져야 한다.,인쇄통신의 경우 서면기록이 필요하므로 전문송신시간이 5분을 초과하여서는 안 된다.,단독 직접통화가 관제권 이양 이외의 목적인 경우 일반적으로 15초 이내에 통신이 이루어져야 한다.,비행정보실은 관할구역 내 통신을 위해 모든 인접 비행정보실과 5초 이내에 통신이 연결되는 직통통신망을 필수적으로 갖추어야 한다.,4,"15초 이내(레이더 이양 목적이 아닌 경우) 통신이 이루어져야 한다는 규정은 있으나, 5초 이내 연결 필수 규정은 없다. (출처: 항공교통업무기준 제57조)"
32,항공교통업무 수행 시 요구되는 기상정보에 관한 설명으로 가장 옳지 않은 것은?,,비행장 관제탑은 활주로가시범위(RVR) 값이 기상관측소의 지시기와 동일한 관측지점의 동일 센서와 연계된 전시기를 갖추어야 한다.,"다수의 풍력계가 사용되는 경우, 각각의 풍력계가 감시하는 활주로 구간이 식별되도록 지시기에 명확히 표시되어야 한다.",특별보고 및 예보의 수정은 다음 정시보고나 예보를 기다리지 말고 설정된 기준 도달 즉시 해당 기관에 통보되어야 한다.,비행장 관제탑은 급변풍(Wind shear)에 관한 정보를 다음 정시보고 시간에 맞추어 일괄 제공받아야 한다.,4,"비행장 관제탑은 급변풍에 관한 정보를 일괄 제공받는 것이 아니라 기상 악화 발생 시 신속히 제공받아야 하며, 정시보고 시간을 기다려서는 안 된다. (출처: 항공교통업무기준 제60조)"
33,정기교육훈련에 관한 설명으로 <보기>에서 법정 필수 교육훈련이 아닌 것을 모두 고른 것은?,"가. 표준 관제절차 및 용어
나. 항공기 탑승훈련
다. 인적요인
라. 관제시설 우발절차 및 우발계획
마. 항공기 비정상 상황","가, 다","나, 다","다, 라","나, 다, 마",2,"항공기 탑승훈련(나)과 인적요인(다)은 필요하다고 인정하는 경우 실시할 수 있는 선택적 훈련 사항이다. 법정 필수, 관제절차 및 용어, 비정상 상황, 우발절차는 필수이다. (출처: 항공교통업무기준 제74조의3)"
34,수시 심사를 위한 한정회복교육훈련 중 시정교육훈련 대상이 아닌 것은?,,고의로 항공기사고를 발생시킨 경우,중대한 과실로 항공기사고를 발생시킨 경우,업무수행 실적을 충족하지 못해 자격증명의 한정 효력이 정지된 경우,국토교통부장관이 수시로 기량의 유무를 심사할 필요가 있다고 인정하는 경우,3,업무수행 실적 미충족으로 자격증명 한정 효력이 정지된 경우는 '재자격교육훈련' 대상이다. 시정교육훈련 대상이 아니다. (출처: 항공교통업무기준 제74조의5)
35,항공교통관제사의 경력관리 및 임산부 보호에 대한 설명으로 가장 옳지 않은 것은?,,임신이 확인된 관제사는 필요시 항공교통업무기관 장에게 건강상태 등을 보고하여야 한다.,임신한 관제사가 정상근무가 불가능하다고 알린 경우 근무난이도를 고려하여 관제석 및 근무시간을 조정해야 한다.,"관제사의 경력관리를 희망하는 개인에게 교육과정 참여 기회를 주되, 적합성 여부는 고려하지 않고 무조건 제공해야 한다.",임신한 항공교통관제사의 보호를 위하여 충분한 휴식시간을 보장하여야 한다.,3,개인의 업무능력을 토대로 경력관리 적합성 여부를 '고려하여야' 한다. 무조건 제공하는 것이 아니다. (출처: 항공교통업무기준 제98조)
