번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
16,공항시설법 시행규칙상 행정처분(정지 일수) 숫자의 합은?,"가. 공항운영정지 처분 시 항공기사고 사망자가 50명 이상 100명 미만인 경우 처분은 ( A )일이다.
나. 재산피해가 10억원 이상 50억원 미만인 경우 처분은 ( B )일이다.
다. 항공관련업무종사자가 휴대전화를 운행 중 사용하여 2차 위반 시 운전업무정지 ( C )일이다.",109,119,129,139,1,"가. 사망 50~100명 운영정지 90일 (A=90)
나. 재산피해 10~50억 운영정지 15일 (B=15)
다. 휴대전화 사용 2차 운전정지 4일 (C=4)
총합: 90+15+4=109 [출처: 공항시설법 시행규칙 별표 13, 별표 4의2]"
17,공항시설법 시행규칙상 항공등화 광도비 및 최소광도 기준과 관련된 수치의 합은?,"가. 항공등화 중 진입등시스템 중심선 표시등의 활주로등 대비 평균광도비 상한은 ( A ).0 이다.
나. 시단연장등의 평균광도비 하한은 ( B ).0 이다.
다. 항공기주기장안내등은 시정이 나쁠 때 주기위치 등을 알려주며, 정지로등의 광도는 최소 ( C )cd 이다.",33,43,53,63,1,"가. 진입등 중심선 광도비 1.5~2.0 (A=2)
나. 시단연장등 1.0~1.5 (B=1)
다. 정지로등 최소광도 30cd (C=30)
총합: 2+1+30=33 [출처: 공항시설법 시행규칙 별표 14]"
18,공항시설법상 범칙행위 및 범칙금 부과와 관련된 기한 및 금액(만원)의 합은?,"가. 범칙금 납부통고서를 받은 사람은 ( A )일 이내에 지정 수납기관에 납부해야 한다.
나. 납부기간이 끝난 다음 날부터 ( B )일 이내에 통고 범칙금에 100분의 20을 더한 금액을 내야 한다.
다. 범칙행위 중 공항 시설 무단 점유 행위의 1차 범칙금액은 ( C )만원이다.",28,38,48,58,2,"가. 통고처분 10일 이내 납부 (A=10)
나. 지연 시 20일 내 20% 가산 납부 (B=20)
다. 무단 점유 1차 8만원 (C=8)
총합: 10+20+8=38 [출처: 공항시설법 제73조, 시행령 별표 4]"
19,"공항시설법령상 연체금 한도, 납부 기한, 사용료 감경 비율 등 빈칸 숫자의 합은?","가. 사용료 연체금 한도는 체납된 사용료의 100분의 ( A )을 초과하지 않는 범위이다. (법 제32조제5항)
나. 과징금을 납부해야 할 기한은 통지받은 날부터 ( B )일 이내이다.
다. 불시착 항공기가 이륙 시, 당초 공항 시설 이용실적이 여객처리능력의 ( C )퍼센트 이하인 공항에 지정되면 항행안전시설 사용료 50%를 감경한다.",90,100,110,120,2,"가. 연체금 한도 체납액의 50% (A=50)
나. 과징금 납부 통지일로부터 20일 이내 (B=20)
다. 여객처리능력 30% 이하 공항 감경 (C=30)
총합: 50+20+30=100 [출처: 공항시설법 제32조, 시행령 제53조, 시행규칙 별표 5]"
20,공항시설법령상 행위제한 기준 등에 대한 숫자의 합을 구하시오.,"가. 공항·비행장개발예정지역으로 지정 고시된 구역에서 관상용 죽목을 임시로 심는 행위는 허가 대상에서 제외되지만, 토지분할 및 ( A )개월 이상 물건을 쌓는 행위는 허가를 받아야 한다.
나. 공항 표점에서 ( B )킬로미터 이내의 지역에는 조류보호구역이나 사냥금지구역을 만들 수 없다.
다. 공항 또는 비행장 개발 시 국가 재정지원 규모가 ( C )억 원 이상이고 총사업비가 1000억 원 이상일 때 종합계획에 비행장개발 사항으로 추가된다.",299,309,319,329,2,"가. 물건 적치 1개월 이상 시 허가 (A=1)
나. 조류보호구역 등 8km 이내 금지 (B=8)
다. 재정지원 300억 이상 (C=300)
총합: 1+8+300=309 [출처: 공항시설법 시행령 제20조, 제7조, 시행규칙 제47조]"
21,"항공안전법상 다음 빈칸 (A), (B), (C)에 들어갈 숫자를 모두 더한 값은?","가. 국가항공안전정책에 관한 기본계획(항공안전정책기본계획)은 ( A )년마다 수립하여야 한다.
나. 경량항공기 조종사 자격을 받기 위해서는 ( B )세 이상이어야 한다.
다. 운송용 조종사 자격을 받기 위해서는 ( C )세 이상이어야 한다.",41,42,43,44,3,"가. 기본계획 5년마다 수립 (A=5)
나. 경량항공기 조종사(자가용 등) 17세 이상 (B=17)
다. 운송용 조종사 21세 이상 (C=21)
총합: 5+17+21=43 [출처: 항공안전법 제6조, 제34조제2항]"
22,항공안전법상 항공기 및 초경량비행장치의 등록/신고 관련 빈칸 숫자의 합은?,"가. 항공기 등록사항이 변경되었을 때 그 변경된 날부터 ( A )일 이내에 변경등록을 신청해야 한다.
나. 등록된 항공기가 멸실되었을 때 그 사유가 있는 날부터 ( B )일 이내에 말소등록을 신청해야 한다.
다. 초경량비행장치를 신고한 자가 그 장치가 멸실되었을 때 사유 발생일부터 ( C )일 이내에 말소신고를 해야 한다.",30,45,60,75,2,"가. 변경등록 15일 이내 (A=15)
나. 멸실 말소등록 15일 이내 (B=15)
다. 초경량비행장치 말소신고 15일 이내 (C=15)
총합: 15+15+15=45 [출처: 항공안전법 제13조, 제15조, 제123조]"
23,"항공안전법상 항공기사고의 기준 및 행정처분에 관한 빈칸 (A), (B), (C)의 합은?","가. 항공기사고에 해당하는 행방불명은 사람이 ( A )년간 생사가 분명하지 않은 경우 적용한다.
나. 항공기사고에 해당하는 중상 중 입원치료는 부상 입은 날부터 ( B )일 이내에 48시간을 초과하는 경우를 말한다.
다. 고의로 항공기준사고를 발생시킨 사람의 자격증명 효력을 정지할 수 있는 기간은 1차 위반 시 ( C )일이다. (별표 10 개별기준 참고)",23,38,53,68,2,"가. 행방불명 기준 1년 (A=1)
나. 중상 입원기준 부상일부터 7일 이내 (B=7)
다. 항공기준사고 발생 1차 효력정지 30일 (C=30)
총합: 1+7+30=38 [출처: 항공안전법 시행규칙 제6조, 제7조, 별표 10]"
24,"항공안전법 시행규칙상 조종사 자격증명 응시 비행경력(A, B, C)을 모두 합한 값은?","가. 운송용 조종사 자격증명을 신청하는 자 중 비행기에 대한 비행경력은 ( A )시간 이상이어야 한다.
나. 사업용 조종사 자격증명을 신청하는 자 중 비행기에 대한 비행경력은 ( B )시간 이상이어야 한다. (국토교통부장관 지정 전문교육기관 이수자 아님)
다. 자가용 조종사 자격증명을 신청하는 자 중 비행기 또는 헬리콥터에 대한 비행경력은 ( C )시간 이상이어야 한다. (전문교육기관 이수자 아님)",1640,1740,1840,1940,2,"가. 운송용 조종사(비행기) 1,500시간 이상 (A=1500)
나. 사업용 조종사(비행기) 200시간 이상 (B=200)
다. 자가용 조종사(비행기) 40시간 이상 (C=40)
총합: 1500+200+40=1740 [출처: 항공안전법 시행규칙 별표 4]"
25,"항공안전법 시행규칙상 항공신체검사증명의 유효기간(개월 단위) 빈칸 (A), (B), (C)의 합은?","가. 항공교통관제사 제3종 항공신체검사증명 유효기간은 40세 미만의 경우 ( A )개월이다.
나. 운송용 조종사 제1종 항공신체검사증명 유효기간은 40세 미만의 경우 ( B )개월이다.
다. 자가용 조종사 제2종 항공신체검사증명 유효기간은 50세 이상의 경우 ( C )개월이다.",60,72,84,96,2,"가. 관제사 3종 40세 미만 48개월 (A=48)
나. 운송용 1종 40세 미만 12개월 (B=12)
다. 자가용 2종 50세 이상 12개월 (C=12)
총합: 48+12+12=72 [출처: 항공안전법 시행규칙 별표 8]"
26,항공안전법 시행규칙상 항공기에 장비하여야 할 구급용구 및 소화기 수량 등과 관련된 숫자의 합은?,"가. 항공운송사업용 항공기의 객실 승객 좌석 수가 61석부터 200석까지인 경우 소화기의 수량은 ( A )개 이상이어야 한다.
나. 비행시간이 2시간 이상이면서 승객 좌석 수가 ( B )석 이상인 항공운송사업용 항공기에는 비상의료용구를 탑재해야 한다.
다. 항공기사용사업용 비행기의 객실 승객 좌석 수가 30석인 경우 소화기의 수량은 ( C )개 이상이어야 한다.",103,104,105,106,3,"가. 61~200석 소화기 3개 (A=3)
나. 2시간 이상 비행, 101석 이상 비상의료용구 탑재 (B=101)
다. 6~30석 소화기 1개 (C=1)
총합: 3+101+1=105 [출처: 항공안전법 시행규칙 별표 15]"
27,항공안전법 시행규칙상 운항승무원의 승무시간등 기준에 대한 다음 숫자의 합은?,"가. 운항승무원의 기장 1명, 기장 외 조종사 1명의 편성 시 연속 24시간 동안 최대 비행근무시간은 ( A )시간이다.
나. 운항승무원의 기장 1명, 기장 외 조종사 1명의 편성 시 연속 28일 동안 최대 승무시간은 ( B )시간이다.
다. 운항승무원의 연속 365일 동안 최대 승무시간은 기장 2명 편성의 경우 ( C )시간이다.",1113,1213,1313,1413,1,"가. 기장 1명, 기장외 1명 24시간 내 최대비행근무 13시간 (A=13)
나. 28일 최대승무시간 100시간 (B=100)
다. 365일 최대승무시간 1000시간 (C=1000)
총합: 13+100+1000=1113 [출처: 항공안전법 시행규칙 별표 18]"
28,항공안전법 시행규칙상 객실승무원 수 및 비행근무시간 기준에 관한 빈칸 숫자의 합은?,"가. 여객운송에 사용되는 항공기 객실승무원은 51석 이상 100석 이하인 경우 ( A )명이 탑승해야 한다.
나. 여객운송 항공기 객실승무원은 201석 이상인 경우 5명에 좌석 수 ( B )석을 추가할 때마다 1명씩 추가된다.
다. 최소 객실승무원 수에 1명 추가 시 최대 비행근무시간은 ( C )시간이다.",64,68,72,76,2,"가. 51~100석 객실승무원 2명 (A=2)
나. 201석 이상 5명 기본 + 50석당 1명 추가 (B=50)
다. 최소승무원+1명 시 비행근무시간 16시간 (C=16)
총합: 2+50+16=68 [출처: 항공안전법 시행규칙 제218조, 별표 19]"
29,항공안전법 시행규칙상 승인/신청 기한에 관한 다음 숫자의 합은?,"가. 항공운송사업자의 운항증명을 받으려면 운항 개시 예정일 ( A )일 전까지 신청서를 제출해야 한다.
나. 외국인 국제항공운송사업 허가를 받으려는 자는 운항 개시 예정일 ( B )일 전까지 승인신청서를 제출해야 한다.
다. 항공기 등 수리 개조승인을 받으려는 자는 작업을 시작하기 ( C )일 전까지 신청서를 제출해야 한다.",140,150,160,170,3,"가. 운항증명 90일 전 (A=90)
나. 외국인 국제항공운송 운항증명승인 60일 전 (B=60)
다. 수리 개조승인 10일 전 (C=10)
총합: 90+60+10=160 [출처: 항공안전법 시행규칙 제257조, 제279조, 제66조]"
30,항공안전법 시행규칙상 시계비행 시정 기준 및 모의비행훈련장치 유효기간과 관련된 숫자의 합은?,"가. 비행장관제업무를 수행하기 위해 설치된 항공교통관제시설 중 하나인 관제탑의 수는 여러 개이다. 하지만 공역 구분 중 B등급 공역의 최고 고도를 제외하고, C등급 공역의 시계비행 간 거리 유지 중 시정은 ( A )천 미터 이상이다.
나. 해발 3,050미터(10,000피트) 이상의 C등급 공역 시계비행 비행시정은 ( B )천 미터 이상이다.
다. 모의비행훈련장치의 지정 유효기간은 원칙적으로 ( C )년이다.",12,14,16,18,2,"가. 1만피트 미만 C등급 시정 5천 미터 (A=5)
나. 1만피트 이상 시정 8천 미터 (B=8)
다. 모의비행훈련장치 원칙적 유효기간 1년 (C=1)
총합: 5+8+1=14 [출처: 항공안전법 시행규칙 별표 24, 법 제39조의2]"
31,항공안전법 시행규칙상 항공기 및 초경량비행장치의 기준 중량을 나타내는 숫자의 합은?,"가. 초경량비행장치 중 무인동력비행장치의 자체중량은 ( A )kg 이하이다. (연료 제외)
나. 초경량비행장치 중 무인비행선은 자체중량 180kg 이하이고 길이가 ( B )m 이하인 것이다.
다. 활공기의 자체중량은 ( C )kg을 초과해야 한다.",220,230,240,250,3,"가. 무인동력비행장치 150kg 이하 (A=150)
나. 무인비행선 길이 20m 이하 (B=20)
다. 활공기 70kg 초과 (C=70)
총합: 150+20+70=240 [출처: 항공안전법 시행규칙 제2조, 제5조]"
32,"항공안전법상 경량항공기 및 초경량비행장치 벌칙 관련 숫자 (A), (B), (C)의 합은?","가. 주류등 영향으로 업무 수행 불가 상태에서 경량항공기 비행 시 벌금 상한액은 ( A )천만 원이다.
나. 경량항공기 영리 목적 불법 사용 시 벌금 상한액은 ( B )천만 원이다.
다. 초경량비행장치 안전성인증 없이 비행 시 징역 ( C )년 이하이다.",5,6,7,8,1,"가. 음주조종 경량항공기 3천만원 이하 벌금 (A=3)
나. 경량항공기 영리목적 위반 1천만원 이하 벌금 (B=1)
다. 안전성인증 미취득 초경량 비행 1년 이하 징역 (C=1)
총합: 3+1+1=5 [출처: 항공안전법 제160조, 제161조]"
33,항공안전법 시행령상 사망자 200명 이상 사고 발생 시 각 사업자별 부과되는 과징금(백만원 단위)의 총합은?,"가. 항공기사고를 고의 또는 중과실로 발생시켜 200명 이상의 사망자가 발생한 경우, 항공운송사업자에 대한 과징금은 ( A )백만 원이다.
나. 전문교육기관의 고의·중과실로 200명 이상의 사망자가 발생한 경우 과징금은 ( B )백만 원이다.
다. 정비조직인증을 받은 자의 고의·중과실로 200명 이상의 사망자가 발생한 경우 과징금은 ( C )백만 원이다.",11100,11150,11200,11250,2,"가. 운송사업자 10,000백만원 (A=10000)
나. 전문교육기관 650백만원 (B=650)
다. 정비조직 500백만원 (C=500)
총합: 10000+650+500=11150 [출처: 항공안전법 시행령 별표 3, 별표 1의2, 별표 4]"
34,항공안전법상 벌칙 규정에 해당하는 빈칸 숫자의 합은?,"가. 운항 중인 항공기 내에서 흡연을 한 자는 ( A )천만 원 이하의 벌금에 처한다.
나. 주기 중인 항공기 내에서 흡연을 한 자는 ( B )백만 원 이하의 벌금에 처한다.
다. 무선설비를 설치하지 않고 비행한 자의 벌금 상한액은 ( C )천만 원이다.",6,8,10,12,2,"가. 운항 중 기내 흡연 1천만원 (A=1)
나. 주기 중 기내 흡연 5백만원 (B=5)
다. 무선설비 미설치 2천만원 (C=2)
총합: 1+5+2=8 [출처: 항공안전법 제153조의2, 제153조]"
35,항공안전법 시행령상 사업자별 과징금 기준(백만원 단위)의 합은?,"가. 항공운송사업자가 사업을 시작하기 전 항공안전관리시스템을 마련하지 않은 1차 위반 과징금은 ( A )백만 원이다. (국내항공운송사업자기준)
나. 항공안전관리시스템을 승인 없이 운용한 국내항공운송사업자 과징금은 ( B )백만 원이다.
다. 전문교육기관이 2년을 초과하여 교육과정을 개설하지 않은 경우 과징금은 ( C )백만 원이다.",176,186,196,206,3,"가. 국내항공운송 SMS 미마련 80백만원 (A=80)
나. 승인없이 운용 80백만원 (B=80)
다. 전문교육기관 2년미개설 36백만원 (C=36)
총합: 80+80+36=196 [출처: 항공안전법 시행령 별표 3, 별표 1의2]"
36,항공안전법상 각 과징금 상한액(억원 단위)의 합을 구하시오.,"가. 초경량비행장치 전문교육기관의 지정 취소 처분을 갈음하는 과징금의 상한액은 10억원 이하이다. 그렇다면 항공운송사업자 과징금 상한액 ( A )억원과 합치면 얼마인가?
나. 정비조직인증을 받은 자에 대한 과징금 상한액은 ( B )억원이다.
다. 모의비행훈련장치 지정을 받은 자의 과징금 규정은 ( C )억원이다. (모의비행장치에 대한 직접적 과징금 상한이 없다면 0)",100,105,110,115,2,"가. 운송사업자 과징금 상한 100억원 (A=100)
나. 정비조직인증 과징금 상한 5억원 (B=5)
다. 모의비행훈련장치는 과징금 규정이 별도로 없음 (C=0)
총합: 100+5+0=105 [출처: 항공안전법 제92조, 제99조]"
37,항공안전법 시행규칙상 등록기호표 및 등록부호 표시에 관한 숫자의 합은?,"가. 항공기 등록기호표는 가로 ( A )센티미터, 세로 5센티미터 직사각형이어야 한다.
나. 수직 꼬리 날개에 표시하는 등록부호의 높이는 ( B )센티미터 이상이어야 한다.
다. 비행선 선체에 표시하는 등록부호의 높이는 ( C )센티미터 이상이어야 한다.",77,87,97,107,2,"가. 기호표 가로 7cm (A=7)
나. 수직꼬리날개 문자 높이 30cm 이상 (B=30)
다. 비행선 선체 문자 높이 50cm 이상 (C=50)
총합: 7+30+50=87 [출처: 항공안전법 시행규칙 제12조, 제15조]"
38,"항공안전법 시행규칙상 보고 및 이의신청 기한에 관한 숫자의 합은? (단, C는 72시간 기준으로 계산한다)","가. 항공신체검사증명 이의신청은 통보받은 날부터 ( A )일 이내에 제출해야 한다.
나. 이의신청 심사는 접수일부터 ( B )일 이내에 완료해야 하나 30일 연장이 가능하다.
다. 항공기사고 및 기준사고 보고는 즉시 해야 하며, 기타 장애의 경우 ( C )시간 이내에 보고해야 한다.",112,122,132,142,3,"가. 이의신청 30일 이내 (A=30)
나. 심사기간 30일 이내 (B=30)
다. 기타 장애 72시간 (C=72)
총합: 30+30+72=132 [출처: 항공안전법 시행규칙 제96조, 제134조]"
39,항공안전법 시행규칙상 비행속도 제한 기준에 관한 숫자의 합은?,"가. 지표면으로부터 ( A )미터를 초과하고 평균해면으로부터 3,050미터 미만 고도에서는 지시대기속도 250노트 이하로 비행해야 한다.
나. B등급 공역을 통과하는 VFR은 ( B )노트 이하로 비행해야 한다.
다. C등급 공역 반경 7.4km 내 고도 750m 이하에서는 ( C )노트 이하로 비행해야 한다.",1150,1250,1350,1450,1,"가. 750미터 초과 (A=750)
나. B등급 VFR 200노트 이하 (B=200)
다. C등급 하부 200노트 이하 (C=200)
총합: 750+200+200=1150 [출처: 항공안전법 시행규칙 제169조]"
