번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
11,항공신체검사증명의 결과에 대한 이의신청 및 심사에 관한 설명으로 가장 옳지 않은 것은?,,항공신체검사증명의 결과에 이의가 있는 사람은 결과를 통보받은 날부터 30일 이내에 국토교통부장관에게 이의신청서를 제출해야 한다.,이의신청을 받은 국토교통부장관은 특별한 사유가 없는 한 신청을 받은 날부터 30일 이내에 심사하고 결과를 통지해야 한다.,"전문가 자문이 지연되어 기한 내 심사를 마칠 수 없는 경우, 심사기간을 30일 연장할 수 있다.",심사기간을 연장하는 경우에는 연장된 심사기간이 끝나기 3일 전까지 신청인에게 그 내용을 통지하여야 한다.,4,"항공안전법 시행규칙 제96조(이의신청 등)제4항에 따르면, 심사기간을 연장하는 경우에는 심사기간이 끝나기 '7일 전까지' 신청인에게 그 내용을 통지하여야 한다."
12,모의비행훈련장치 지정을 받은 자가 지정이 취소되거나 효력이 정지된 경우 취해야 할 조치로 옳은 것은?,,지정 취소를 안 날부터 15일 이내에 국토교통부장관에게 지정서를 반납해야 한다.,지정 취소를 안 날부터 30일 이내에 지방항공청장에게 지정서를 반납해야 한다.,지정 취소를 안 날부터 지체 없이 국토교통부장관에게 지정서를 반납해야 한다.,지정 취소되거나 효력이 정지된 경우 지체 없이 지방항공청장에게 해당 모의비행훈련장치의 지정서를 반납해야 한다.,4,"항공안전법 시행규칙 제91조의4(모의비행훈련장치의 지정 취소 기준 등)제2항에 따르면, 모의비행훈련장치 지정을 받은 자는 지정이 취소되거나 그 효력이 정지된 경우에는 '지체 없이 지방항공청장'에게 해당 지정서를 반납해야 한다."
13,항공운송사업에 사용되는 항공기 외의 항공기가 시계비행방식에 의한 비행을 하는 경우에도 의무적으로 설치·운용해야 하는 무선설비는?,,계기착륙시설(ILS) 수신기 1대,거리측정시설(DME) 수신기 1대,비행 중 항공교통관제기관과 교신할 수 있는 초단파(VHF) 또는 극초단파(UHF) 무선전화 송수신기 각 2대,전방향표지시설(VOR) 수신기 1대,3,"항공안전법 시행규칙 제107조(무선설비)제1항 단서에 따르면 항공운송사업에 사용되는 항공기 외의 항공기가 시계비행방식으로 비행하는 경우에는 제3호(ADF), 제4호(ILS), 제5호(VOR), 제6호(DME) 무선설비는 면제받을 수 있으나, 제1호의 VHF/UHF 무선전화 송수신기는 예외 없이 의무적으로 설치해야 한다."
14,항공운송사업에 사용되는 터빈발동기를 장착한 비행기에 의무적으로 장착해야 하는 비행기록장치의 성능 기준으로 옳은 것은?,,"25시간 이상 비행자료를 기록하고, 2시간 이상 조종실 내 음성을 기록할 수 있을 것","10시간 이상 비행자료를 기록하고, 2시간 이상 조종실 내 음성을 기록할 수 있을 것","25시간 이상 비행자료를 기록하고, 24시간 이상 조종실 내 음성을 기록할 수 있을 것","24시간 이상 비행자료를 기록하고, 2시간 이상 조종실 내 음성을 기록할 수 있을 것",1,"항공안전법 시행규칙 제109조(사고예방장치 등)제1항제3호가목에 따르면, 항공운송사업에 사용되는 터빈발동기 장착 비행기의 비행기록장치는 25시간 이상 비행자료 기록 및 2시간 이상 조종실 내 음성을 기록할 수 있어야 한다."
15,비행 중인 항공기에서 호흡용 산소의 저장 및 분배장치를 갖추어야 하는 고도 기준으로 가장 옳지 않은 것은?,,"여압장치가 없는 항공기가 기내 대기압이 700헥토파스칼 미만 620헥토파스칼 이상인 고도에서 30분을 초과하여 비행하는 경우, 승객의 10%와 승무원 전원이 초과 비행시간 동안 사용할 양을 갖추어야 한다.","여압장치가 없는 항공기가 기내 대기압이 620헥토파스칼 미만인 고도에서 비행하는 경우, 승객 전원과 승무원 전원이 해당 비행시간 동안 사용할 양을 갖추어야 한다.",여압장치가 없는 항공기가 기내 대기압이 700헥토파스칼 미만 620헥토파스칼 이상인 고도에서 비행시간에 상관없이 항상 승객의 50%가 사용할 산소량을 갖추어야 한다.,여압장치가 있는 비행기가 기내 대기압이 376헥토파스칼 미만인 고도에서 비행하는 경우 승객 전원과 승무원 전원이 최소한 10분 이상 사용할 수 있는 양을 갖추어야 한다.,3,항공안전법 시행규칙 제114조(산소 저장 및 분배장치 등)제1항제1호가목에 따르면 기내 대기압 700hPa 미만 620hPa 이상에서 '30분을 초과하여 비행하는 경우'에만 승객의 10%와 승무원 전원이 초과시간 동안 사용할 양을 갖추도록 규정하고 있다.
16,조종사의 최근 비행경험 요건으로 가장 옳지 않은 것은?,,항공운송사업에 사용되는 항공기를 조종하려는 기장은 조종하고자 하는 날 이전 90일까지의 사이에 같은 형식의 항공기로 이륙 및 착륙을 3회 이상 한 경험이 있어야 한다.,조종사가 야간에 운항업무에 종사하려는 경우 이전 90일 내의 이착륙 경험 중 적어도 야간에 1회의 이륙 및 착륙을 한 경험이 있어야 한다.,계기비행을 하려는 조종사는 이전 6개월 이내에 6회 이상의 계기접근과 6시간 이상의 계기비행을 한 경험이 있어야 한다.,지방항공청장이 지정한 모의비행훈련장치를 조작한 경험은 어떠한 경우에도 실제 항공기의 최근 비행경험으로 인정받을 수 없다.,4,"항공안전법 시행규칙 제121조(조종사의 최근의 비행경험)제3항 및 제124조제2항 등에 따르면, 지방항공청장이 지정한 모의비행훈련장치를 조작한 경험은 제1항 또는 제2항의 비행경험으로 인정받을 수 있다."
17,통행의 우선순위에 관한 규정 중 가장 옳은 것은?,,비행선은 활공기 및 기구류에 진로를 양보할 필요가 없다.,활공기는 기구류에 진로를 양보하여야 한다.,이륙 중인 항공기는 비행장 기동지역에서 운항하는 지상 항공기에게 우선권이 있으므로 진로를 양보할 필요가 없다.,교차 접근하는 두 항공기 중 다른 항공기를 좌측으로 보는 항공기가 진로를 양보해야 한다.,2,"항공안전법 시행규칙 제166조(통행의 우선순위)제1항제4호에 따라 활공기는 기구류에 진로를 양보하여야 한다. 비행선은 활공기 및 기구류에 양보해야 하며, 교차 시 다른 항공기를 우측으로 보는 항공기가 진로를 양보해야 하고, 기동지역 운항 항공기는 이륙 중인 항공기에 진로를 양보해야 한다."
18,시계비행방식(VFR) 및 계기비행방식(IFR) 비행 시 적용되는 '최저비행고도' 기준으로 가장 옳은 것은?,,"시계비행방식 비행 시, 사람이나 건축물이 밀집된 지역 상공에서는 해당 항공기를 중심으로 수평거리 600미터 범위 내의 가장 높은 장애물 상단에서 300미터(1천피트)의 고도","시계비행방식 비행 시, 사람이나 건축물 밀집지역이 아닌 상공에서는 지표면에서 500미터의 고도","계기비행방식 비행 시, 산악지역에서는 항공기를 중심으로 반지름 8킬로미터 이내의 가장 높은 장애물로부터 300미터의 고도","계기비행방식 비행 시, 산악지역 외의 지역에서는 항공기를 중심으로 반지름 8킬로미터 이내의 가장 높은 장애물로부터 150미터의 고도",1,항공안전법 시행규칙 제199조(최저비행고도)제1호가목에 따르면 시계비행방식으로 사람이나 건축물 밀집 지역 상공 비행 시 해당 항공기를 중심으로 수평거리 600미터 범위 안의 가장 높은 장애물의 상단에서 300미터(1천피트) 고도를 유지해야 한다.
19,통신두절항공기가 취해야 할 조치로 가장 옳지 않은 것은?,,시계비행 기상상태인 경우에는 시계비행방식으로 비행을 계속하여 가장 가까운 착륙 가능한 비행장에 착륙하여야 한다.,착륙 후에는 도착 사실을 지체 없이 관할 항공교통관제기관에 통보하여야 한다.,"항공교통업무용 레이더가 운용되지 않는 공역에서 계기비행 중 통신이 두절된 경우, 관할 관제기관으로부터 최종 지시받은 속도를 7분간 유지한 후 비행계획상 속도로 변경해야 한다.",레이더 유도를 받는 항공기가 지역항법으로 항공로를 이탈해 비행 중 통신이 두절된 경우 최저비행고도를 고려하여 다음 위치통지점에 도달하기 전에 비행계획에 명시된 비행로에 합류해야 한다.,3,항공안전법 시행규칙 제190조(통신)제4항제1호에 따르면 레이더가 운용되지 아니하는 공역의 필수 위치통지점에서 위치보고를 할 수 없는 경우 지시받은 속도를 '20분간' 유지한 후 비행계획에 명시된 고도와 속도로 변경해야 한다. (레이더가 운용되는 공역인 경우 7분 유지).
20,항공운송사업용 비행기의 회항시간 연장운항(EDTO) 승인과 관련하여 가장 옳지 않은 것은?,,2개의 발동기를 가진 비행기의 회항시간 연장운항 기준 시간은 원칙적으로 1시간이다.,3개 이상의 발동기를 가진 비행기의 회항시간 연장운항 기준 시간은 3시간이다.,"최대인가승객 좌석 수 20석 미만이고 최대이륙중량이 45,360킬로그램 미만인 전세운송 사용 2개 발동기 비행기의 경우 기준 시간은 3시간으로 한다.",화물만을 운송하는 3개 이상의 터빈발동기를 가진 비행기도 회항시간 연장운항 승인 대상에 포함된다.,4,"항공안전법 시행규칙 제215조(회항시간 연장운항의 승인)제1항에 따르면, 터빈발동기를 장착한 비행기 중 '화물만을 운송하는 3개 이상의 터빈발동기를 가진 비행기는 제외한다'고 명시되어 있다."
21,항공교통업무기관이 항공기가 처한 비상상황에 대하여 수색구조기관에 통보해야 하는 '경보상황(Alert phase)'에 해당하지 않는 것은?,,불확실상황에서의 교신시도 또는 관련 부서 조회로도 해당 항공기의 위치를 확인하기 곤란한 경우,항공기가 착륙허가를 받고도 착륙 예정시간부터 5분 이내에 착륙하지 않은 상태에서 무선교신이 되지 않는 경우,항공기가 마지막으로 통보한 도착 예정시간부터 30분 이내에 도착하지 아니할 경우,항공기의 비행능력이 상실되었으나 불시착할 가능성이 없음을 나타내는 정보를 입수한 경우,3,항공안전법 시행규칙 제243조(경보업무의 수행절차 등)제1항제1호나목에 따르면 '도착 예정시간부터 30분 이내에 도착하지 아니할 경우'는 경보상황(Alert phase)이 아니라 1단계인 '불확실상황(Uncertainty phase)'에 해당한다.
22,항공운송사업자의 운항규정에 포함되어야 할 내용 중 국토교통부장관의 인가를 받아야 하는 '변경인가대상 중요사항'이 아닌 것은?,,최소장비목록,승무원 훈련프로그램,여객 운임표 및 환불 규정,안전운항을 위한 중요 절차,3,"항공안전법 시행규칙 제266조(운항규정과 정비규정의 인가 등)제3항에 따르면 최소장비목록, 승무원 훈련프로그램 등은 중요사항으로서 인가 대상이나, 사업적 측면인 '여객 운임표 및 환불 규정' 등은 운항규정의 중요(안전) 인가사항으로 명시되어 있지 않다."
23,초경량비행장치의 비행승인에 관한 설명으로 가장 옳지 않은 것은?,,"초경량비행장치를 사용하여 관제권, 비행금지구역 및 비행제한구역 외의 공역에서 비행하는 무인비행장치는 고도 150미터 이상 비행 시 승인이 필요하다.",동일지역에서 반복적으로 이루어지는 무인비행장치 비행에 대해서는 12개월의 범위 내에서 비행기간을 명시하여 승인할 수 있다.,무인비행장치 외의 초경량비행장치를 사용하여 반복적으로 비행하는 경우에는 최대 6개월의 범위에서 승인할 수 있다.,교육목적을 위한 7킬로그램 이하 무인비행장치를 학교 운동장에서 방과 후 고도 50미터 이내로 비행하는 경우 최대 12개월 범위에서 승인이 가능하다.,4,항공안전법 시행규칙 제308조(초경량비행장치의 비행승인)제7항에 따르면 학교 운동장에서의 교육목적 비행 시 12개월 단위 비행승인을 받으려면 비행고도가 지표면으로부터 '고도 20미터 이내'여야 한다. 50미터가 아니므로 오답이다.
24,초경량비행장치 조종자의 준수사항 중 '야간비행 금지' 규정의 예외에 해당하는 경우로 바르게 짝지어진 것은?,,"최저비행고도(150미터) 미만의 고도에서 운영하는 계류식 기구, 시험비행 등 법령상 허가를 받아 비행하는 초경량비행장치","동력을 이용하지 않는 초경량비행장치 전체, 야간조명이 장착된 무인자유기구","농업용 방제를 목적으로 하는 무인동력비행장치, 비행제한구역 외곽에서 비행하는 동력패러글라이더","최대이륙중량이 2킬로그램 미만인 무인동력비행장치 전체, 150미터 미만 고도의 모든 초경량비행장치",1,항공안전법 시행규칙 제310조(초경량비행장치 조종자의 준수사항)제1항제6호 단서에 따르면 일몰 후부터 일출 전까지의 야간 비행 금지 예외로서 '최저비행고도(150미터) 미만의 고도에서 운영하는 계류식 기구' 또는 '제124조 전단에 따른 허가(시험비행 등)를 받아 비행하는 초경량비행장치'가 규정되어 있다.
25,무인비행장치의 특별비행승인에 관한 설명으로 가장 옳지 않은 것은?,,무인비행장치를 야간에 비행하거나 육안으로 확인할 수 없는 범위에서 비행하려는 자는 지방항공청장에게 특별비행승인 신청서를 제출하여야 한다.,특별비행승인 신청을 받은 지방항공청장은 신청서를 제출받은 날부터 30일 이내에 안전기준 적합 여부를 검사하여 승인서를 발급하여야 한다.,새로운 기술에 관한 검토 등 특별한 사정이 있는 경우 특별비행승인 심사 기한을 90일까지로 연장할 수 있다.,특별비행승인을 받은 경우에는 제3자 손해배상 담보 보험 가입 의무가 면제된다.,4,"항공안전법 시행규칙 제312조의2(무인비행장치의 특별비행승인)제1항제7호에 따르면, 항공사업법에 따라 보험 또는 공제에 가입하여야 하는 자의 경우 특별비행승인 신청 시 그 가입을 증명하는 서류를 반드시 첨부해야 하며 면제 대상이 아니다."
26,항공안전법상 항공기사고 등의 조사 및 보고에 관한 설명으로 가장 옳지 않은 것은?,,항공기사고가 발생한 경우 기장은 지체 없이 국토교통부장관에게 보고해야 한다.,항공안전장애가 발생한 것을 안 날부터 72시간 이내에 보고해야 한다.,"항공기사고 등의 보고 의무자는 기장, 소유자등 또는 항공종사자이다.",항공기사고 등을 보고받은 국토교통부장관은 지체 없이 사고조사위원회를 설치하여 조사를 수행해야 한다.,4,"항공안전법(법률) 제59조 및 관련 규정에 따라 사고조사는 별도의 조사기구(사고조사위원회)가 수행하나, 모든 항공기사고에 대해 '지체 없이 위원회를 설치'하는 것은 법령상 의무 사항이 아니며, 사고의 성격에 따라 조사 수행 방식이 결정된다. 법 제59조 등에서 정한 보고 의무는 기장/소유자등에게 있음이 명시되어 있다."
27,항공안전법령상 항공기 기술기준에 대한 설명으로 가장 옳은 것은?,,항공기 기술기준은 항공기의 안전을 위한 최소한의 설계 및 제작 기준이다.,형식증명을 받은 항공기는 그 형식설계의 변경이 불가능하다.,제한형식증명은 표준감항증명과 동일한 기술기준을 적용받는다.,항공기 기술기준의 제·개정은 국토교통부장관의 승인 없이 기술원의 재량으로 할 수 있다.,1,"항공안전법 제19조 및 시행규칙 제18조에 따라 항공기 기술기준은 항공기의 안전성을 확보하기 위한 기본적인 최소 설계/제작 기준이다. 형식설계 변경은 승인을 통해 가능하며(시행규칙 제19조), 제한형식증명은 표준과 다른 기준이 적용될 수 있다."
28,항공교통관제시설의 종류에 해당하지 않는 것은?,,비행장관제탑,접근관제시설,지역관제시설,항공정보시설,4,"항공안전법 시행규칙 제10조의4(항공교통관제시설의 구분)에 따라 항공교통관제시설은 비행장관제탑, 접근관제시설, 지역관제시설로 구분된다. 항공정보시설은 이에 포함되지 않는다."
29,항공기 등록부호의 표시위치에 대한 설명으로 옳은 것은?,,헬리콥터의 경우 동체 옆면에 표시할 때는 보조 회전익 축 뒤편의 동체에 표시해야 한다.,비행선의 경우 선체에 표시할 때는 대칭축과 평행하게 표시해야 한다.,"비행기의 꼬리 날개에 표시하는 경우, 앞 끝과 뒤 끝에서 5센티미터 이상 떨어진 곳에 표시해야 한다.","비행기 동체에 표시하는 경우, 주 날개와 꼬리 날개 사이의 동체 윗면에 표시해야 한다.",3,"항공안전법 시행규칙 제14조(등록부호의 표시위치 등)제1호나목에 따르면 꼬리 날개에 표시하는 경우 앞 끝과 뒤 끝에서 5센티미터 이상 떨어지도록 표시해야 한다. 헬리콥터는 주 회전익 축과 보조 회전익 축 사이의 동체 측면에 표시하며, 비행선 선체 표시는 대칭축과 직각으로 교차하는 부근이다."
30,항공안전관리시스템(SMS) 승인과 관련하여 국토교통부장관이 정하여 고시하는 중요사항 변경 시 신청 기한으로 옳은 것은?,,변경 예정일 10일 전까지,변경 예정일 15일 전까지,변경 예정일 30일 전까지,변경 예정일 60일 전까지,3,"항공안전법 시행규칙 제130조(항공안전관리시스템의 승인 등)제4항에 따라 중요사항을 변경하려는 자는 신청서를 제출하여야 하며, 일반적으로 시스템 운영 조직이나 안전조직 등 중요사항 변경 승인은 운항체계 변경 등에 준하여 30일 전까지 제출하는 것이 원칙이다."
31,경량항공기 조종사 자격증명의 한정사항 중 종류에 해당하지 않는 것은?,,조종형비행기,체중이동형비행기,경량헬리콥터,동력패러슈트,4,"항공안전법 시행규칙 제290조(경량항공기 조종사 자격증명의 한정)에 따르면 경량항공기의 종류는 조종형비행기, 체중이동형비행기, 경량헬리콥터, 자이로플레인으로 나뉜다. 동력패러슈트는 경량항공기 요건에는 포함될 수 있으나 자격증명 종류 명칭 상으로는 4번이 적절하지 않다. (시행규칙 제290조 내용 확인 시 4개 분류에 해당)"
32,초경량비행장치 사용사업자 안전개선명령 사항에 해당하지 않는 것은?,,안전성이 검증되지 아니한 장비의 제거,제작자가 정한 정비·비행 절차의 이행,초경량비행장치 조종자의 준수사항에 대한 교육,사용사업자의 재무건전성 향상을 위한 자본금 증액 명령,4,항공안전법 시행규칙 제313조(초경량비행장치사용사업자에 대한 안전개선명령)에 명시된 안전개선명령 사항에는 재무 관련 증액 명령은 포함되어 있지 않다.
33,수리·개조승인의 신청 시 신청서를 작업 시작 전까지 제출해야 하는 기한은?,,7일 전,10일 전,15일 전,30일 전,2,항공안전법 시행규칙 제66조(수리·개조승인의 신청)에 따라 수리·개조승인을 받으려는 자는 작업 시작 10일 전까지 신청서를 지방항공청장에게 제출해야 한다.
34,항공기등 또는 부품등의 수리·개조승인 대상의 범위에 대한 설명으로 옳은 것은?,,정비조직인증을 받은 자가 인증받은 업무 범위 내에서 수리·개조하는 경우,정비조직인증을 받은 업무 범위를 초과하여 항공기등 또는 부품등을 수리·개조하는 경우,경미한 정비에 해당하는 작업을 수행하는 경우,항공기 제작자가 자체적으로 안전성 검증을 마친 경우,2,항공안전법 시행규칙 제65조(항공기등 또는 부품등의 수리 개조승인의 범위)에 따라 정비조직인증을 받은 업무 범위를 '초과하여' 항공기등 또는 부품등을 수리·개조하는 경우 승인을 받아야 한다.
35,항공영어구술능력증명 6등급의 유효기간은?,,3년,6년,10년,영구,4,항공안전법 시행규칙 제99조(항공영어구술능력증명시험의 실시 등)제3항에 따라 6등급의 유효기간은 '영구'로 한다.
36,항공기 사고의 범위 중 경량항공기사고에 있어서 사망·중상의 적용기준에 대한 설명으로 옳지 않은 것은?,,경량항공기에 탑승한 사람이 사망하거나 중상을 입은 경우를 포함한다.,사망의 범위는 사고 발생일로부터 30일 이내에 사고로 사망한 경우를 포함한다.,자연적인 원인으로 발생한 사망은 적용기준에서 제외한다.,사고 당사자가 스스로 자해하여 발생한 중상은 경량항공기사고에 따른 중상 적용기준에 포함한다.,4,항공안전법 시행규칙 제6조(사망·중상 등의 적용기준)제3항제1호에 따르면 자연적인 원인 또는 자기 자신(자해)이나 타인에 의하여 발생된 경우는 제외한다.
37,항공교통관제사가 자격증명 한정의 효력이 정지되는 기준은?,,해당 시설에서 관제업무에 종사하지 않은 날이 90일을 초과하는 경우,해당 시설에서 관제업무에 종사하지 않은 날이 180일을 초과하는 경우,해당 시설에서 관제업무에 종사하지 않은 날이 1년이 경과하는 경우,관련 전문교육을 매년 이수하지 않은 경우,2,항공안전법 시행규칙 제81조(자격증명의 한정)제9항에 따라 해당 관제시설에서 항공교통관제 업무에 종사하지 않은 날이 180일을 초과하는 경우에는 그 자격증명 한정의 효력이 정지된 것으로 본다.
38,운항관리사가 매년 1회 이상 실시해야 하는 교육훈련내용 중 포함되어야 할 사항으로 옳지 않은 것은?,,인적요소(Human Factor)와 관련된 지식 및 기술,비상시 운항규정에서 정한 절차에 따른 조치,항공기 정비 및 구조에 대한 세부 분해수리 지식,기장에 대한 비행 관련 정보의 제공,3,"항공안전법 시행규칙 제159조(운항관리사에 대한 교육훈련 등)제4호에 따르면, 운항관리사의 교육훈련에는 인적요소, 비상시 조치, 비행준비 지원, 안전 정보 제공 등이 포함되나, '정비 및 구조에 대한 세부 분해수리 지식'은 운항관리사의 직무 교육으로 명시되어 있지 않다."
39,통신두절 시 레이더 운용 공역에서 비행하는 항공기가 취해야 할 조치로 옳은 것은?,,최종지시받은 속도를 10분간 유지한 후 비행계획 속도로 변경한다.,최종지시받은 속도를 20분간 유지한 후 비행계획 속도로 변경한다.,최종지시받은 속도를 7분간 유지한 후 비행계획 속도로 변경한다.,비행계획상 속도로 즉시 변경한다.,3,항공안전법 시행규칙 제190조(통신)제4항제2호에 따르면 레이더가 운용되는 공역에서 통신두절 시 최종지시받은 속도를 7분간 유지한 후 변경해야 한다.
40,비행계획 제출 시 반드시 포함되어야 할 사항은?,,교체비행장 정보,연료탑재량(시간),탑승 총 인원,항공기 식별부호,4,"항공안전법 시행규칙 제183조(비행계획에 포함되어야 할 사항)에 따르면 제9호~14호(연료량, 인원, 기장 등)는 지방항공청장 등이 요청하거나 필요시 제출하는 선택적 사항이나, 항공기 식별부호(제1호)는 필수 포함사항이다."
