번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
11,공항 및 유사시설의 사용료(Airport and similar charges) 징수 원칙에 관한 설명 중 가장 옳지 않은 것은?,,"체약국은 자국 공항을 이용하는 타 체약국 항공기에 부과하는 사용료를, 자국의 유사한 국제업무에 종사하는 국가 항공기에 부과하는 것보다 높게 책정할 수 없다.","어떠한 공항 사용료도 단순히 통과 비행 구역으로 입장하거나, 시설 통과 또는 이용 그 자체만을 명목으로 징수될 수 없다.","모든 공항의 사용료는 사용 전에 각 체약국에 의해 공표되어야 하며, 요구가 있을 시 국제민간항공기구(ICAO) 이사회에 통지되어야 한다.",통보받은 공항 사용료에 대해 이사회는 불합리하다고 판단할 경우 체약국의 승인 없이 단독으로 사용료 수준을 삭감하는 시정 명령을 내릴 수 있다.,4,"협약 제15조에 따르면 이사회는 부과된 사용료에 대해 심의하고 관련 체약국에 '권고(recommendation)'를 할 권한은 있으나, 단독으로 사용료 변경을 강제로 '명령(order)'할 권한은 없다. 당해 국가는 권고를 검토할 의무가 있을 뿐이다. 출처: 제15조"
12,체약국의 항공기 수색 권한(Art 16)에 대한 설명으로 옳은 것은?,,각 체약국의 권한 있는 당국은 이착륙 시 타 체약국의 항공기를 언제든지 수색할 수 있으나 불합리한 지연을 초래해서는 아니 된다.,항공기 수색 시 타 체약국의 항공기에 비치된 서류를 검열하는 것은 국적국의 영사 참관 하에서만 가능하다.,공공 안전의 위협이 입증된 경우를 제외하고는 체약국은 타 체약국 국적의 여객용 항공기 수색 권한을 포기한 것으로 간주된다.,항공기의 수색은 항공기가 착륙 후 2시간 이내에만 유효하게 수행될 수 있다.,1,협약 제16조에 따르면 각 체약국 관헌은 타 체약국 항공기가 자국 내로 착륙하거나 또는 출발할 시 불합리하게 지체시키지 않고 항공기를 수색(search)할 권리 및 서류를 검사할 권리를 가진다. 영사 참관 등 복잡한 전제 조건은 없다. 출처: 제16조
13,항공기의 국적(Nationality) 및 등록과 관련된 설명으로 가장 옳지 않은 것은?,,모든 민간항공기는 유효하게 등록된 해당 국가의 국적을 가진다.,합작 운영을 위해 두 개 이상의 국가에 이중으로 등록된 항공기는 본 협약 상 두 국가 모두의 외교적 보호를 중복적으로 받을 수 있다.,한 체약국에서 타 체약국으로의 국적 변경은 등록될 국가의 법률 및 규정에 따라 행해질 수 있다.,모든 체약국은 요구될 경우 이사회에 특정 기간 자국에 등록된 모든 항공기의 등록 및 소유권 관련 자료를 제공할 의무가 있다.,2,"협약 제18조에 따르면 ""항공기는 2개 이상의 국가에 유효하게 등록될 수 없다""고 명시하여 이중 등록 자체를 원천적으로 금지하고 있다. 출처: 제18조"
14,항공기의 국적기호 및 등록기호 표시에 관한 원칙(Art 20)으로 옳은 것은?,,국제항행에 종사하는 모든 항공기는 이륙 전 ICAO가 공통으로 발급한 통일된 홀로그램 국적기호를 반드시 부착해야 한다.,국제항행에 종사하는 각 항공기는 이에 적절한 국적기호와 등록기호를 명확히 표시하여야 한다.,군사 목적으로 징발될 가능성이 있는 예비 민간항공기는 국적기호의 표시를 임의로 생략할 수 있다.,국제항행에 종사하는 항공기는 동체 크기의 3분의 1 이상의 면적에 국적기호를 도장해야 한다.,2,"협약 제20조에 따르면 국제항행에 종사하는 모든 항공기는 적절한 국적기호 및 등록기호(appropriate nationality and registration marks)를 표시하여야 한다. 1번, 3번, 4번의 제한 규정은 협약 본문에 존재하지 않는다. 출처: 제20조"
15,세관 및 통관 절차 시 관세 면제에 관한 설명으로 가장 옳지 않은 것은?,,국제항행을 위하여 타 체약국의 영역에 도착한 항공기 상에 당해 비행 동안 비치되어 있는 연료 및 윤활유는 관세 등으로부터 면제된다.,타 체약국의 항공기에 장착되거나 사용될 목적으로 체약국 영역 내로 반입되는 예비부품 및 부속장비는 관세 등으로부터 면제된다.,면세 혜택을 받은 예비부품일지라도 사용되지 않고 체약국 내에 임시 보관될 경우 해당 기간에 비례하는 관세를 의무적으로 납부해야 한다.,관세 면제로 반입된 품목은 체약국의 관세 당국의 감독이나 통제 하에 두어야 할 수 있다.,3,협약 제24조에 따라 해당 목적(장착 또는 사용)을 위해 반입된 예비부품은 관세 등이 면제되며 보관을 이유로 비례 관세를 징수한다는 규정은 없다. 다만 판매나 유포 등 다른 목적으로 전용되는 것은 금지된다. 출처: 제24조
16,조난항공기(Aircraft in distress)에 대한 지원 조치로 가장 옳지 않은 것은?,,각 체약국은 자국 영역 내에서 조난당한 타 체약국 항공기에 대해 실현 가능한 한 원조를 제공하여야 한다.,체약국은 수색 당국의 직접적인 통제를 조건으로 조난 항공기의 등록국이 합리적으로 필요한 원조 조치를 취하는 것을 허용해야 한다.,공해 상에서 수색 및 구조 작업은 ICAO가 단독으로 수행하며 개별 체약국의 관여는 배제된다.,실종 항공기 수색 시 체약국은 본 협약에 의거하여 합의된 상호 조치에 따라 협력할 의무를 진다.,3,제25조에 따르면 체약국은 수색 시 협조할 의무가 있으며 공해상의 작업에 대해서 개별 체약국의 관여가 배제된다거나 ICAO가 단독 수행한다는 내용은 없다. 출처: 제25조
17,항공기 사고 조사(Investigation of accidents) 시 권한과 절차에 대한 설명 중 옳은 것은?,,체약국 영역 내에서 타 체약국 항공기의 사고가 발생하여 중대한 기술적 결함이 밝혀진 경우 조사 주체는 언제나 등록국이 되어야 한다.,사고 발생국은 자국 법률이 허용하는 한도 내에서 ICAO에서 권고할 절차에 따라 사문위원회를 구성하고 조사를 개시하여야 한다.,사고조사 시 항공기 등록국은 어떠한 경우에도 조사에 참여할 수 없으며 조사 결과의 통보만 받는다.,"발생국은 사고 원인 파악을 마친 후 보고서를 작성하여 ICAO 이사회에만 제출하며, 등록국에는 보고할 의무가 없다.",2,"협약 제26조에 따르면 조사는 사고가 발생한 국가(발생국)가 자국 법이 허용하는 한도 내에서 ICAO 권고 절차에 따라 실시(주도)하며, 등록국은 조사에 옵서버를 지명하여 파견할 권리(opportunity to appoint observers)를 가진다. 발생국은 보고서와 결과를 등록국에 전달해야 한다. 출처: 제26조"
18,"특허청구에 기인한 압류의 면제(Exemption from seizure on patent claims, Art 27) 규정에 대한 설명 중 가장 옳지 않은 것은?",,체약국의 항공기가 합법적으로 통과 비행할 때 특허 침해를 이유로 체약국 관헌에 의해 압류나 억류당하지 않는다.,면제의 조건으로 당해 항공기의 소유자나 운영자는 항공기가 위치한 국가에 보증금 등 어떠한 재정적 기탁도 할 필요가 없다.,"해당 면제 규정은 부품이나 부속품의 저장 공간에 대해서도 적용되나, 해당 물품이 체약국의 영역 내에서 판매되거나 반출(유포)되지 않는 것을 조건으로 한다.",본 면제 조항은 조약의 모든 당사국 뿐만 아니라 관련 국제특허협약에 가입하지 않은 비체약국 간에도 국제관습법으로서 강제 적용된다.,4,제27조 (c)항에 따르면 이 면제 규정은 공업소유권의보호를위한국제조약(International Convention for the Protection of Industrial Property) 당사국 및 본 조약 당사국에 국한되어 적용되며 모든 비체약국에 관습법으로 강제된다는 내용은 틀리다. 출처: 제27조
19,국제항행에 종사하는 항공기가 비행 중 반드시 기내에 비치하여야 할 서류가 아닌 것은? (Art 29),,등록증명서(Certificate of registration),"여객 인명부(여객 승선 시, 탑승 및 목적지 명시)",이사회에서 승인한 당해 항공사의 항공기재정증명서(Certificate of financial capability),항공기 무선국 허가증(무선기기 장비 시),3,"협약 제29조에 명시된 필수 비치 서류는 등록증명서, 감항증명서, 승무원 면허증, 비행일지(journey log book), 무선국 허가증, 여객 명부 및 화물 명세서이다. 항공기재정증명서는 협약상 필수 비치 서류에 해당하지 않는다. 출처: 제29조"
20,항공기 내 무선전신기 기기 사용(Art 30)에 대한 체약국의 권한 및 제한으로 옳지 않은 것은?,,항공기 내의 무선송신 장치는 당해 항공기가 등록된 국가 관할 당국이 발급한 허가증이 있는 경우에만 장착할 수 있다.,무선송신 기기의 사용은 당해 항공기가 비행하고 있는 영공을 관할하는 국가의 법령에 따라 수행되어야 한다.,비상 상황이 발생할 경우 무선송신 장치의 사용은 영공국 법령을 완전히 배제하고 오직 등록국 법률에 의해서만 규제된다.,해당 무선 기기의 조작은 등록국으로부터 이에 대한 유효한 면허를 받은 승무원에 의해서만 조작될 수 있다.,3,"제30조에 따르면 체약국 영역 상공 내에서 무선장치 사용은 해당 체약국(영공국)의 규정에 따라 통제되며, 비상상황이라는 이유로 영공국 법령 적용이 전면 배제되고 등록국 법률만 적용된다는 예외 규정은 협약에 명시되지 않았다. 출처: 제30조"
21,인원 면허 및 감항증명의 타국 인정을 위한 요건에 대한 설명으로 가장 적절한 것은? (Art 33),,항공기가 등록된 체약국이 단독으로 결정하여 발행한 어떠한 감항증명서라도 타 체약국은 반드시 무조건적으로 유효성을 승인하여야 한다.,증명서 및 면허증 발급 요건이 ICAO에 의해 확립된 최저표준(minimum standards)과 동등하거나 그 이상일 것을 조건으로 타 체약국이 이를 유효한 것으로 인정하여야 한다.,"외국 조종사가 자국이 아닌 타 체약국 상공을 비행할 경우, 타국은 자국에서 발급되지 않은 타 국적 면허를 즉각 무효화할 권한을 지닌다.",면허증 인정 여부는 총회의 일치된 결의로만 결정되며 각국의 국내법은 이에 개입할 수 없다.,2,협약 제33조에 따르면 증명서 또는 면허증이 발행되거나 유효화된 요건이 협약에 의거하여 제정될 '최저표준(minimum standards)'과 동등하거나 그 이상일 것을 조건으로(provided that) 타 체약국에 의해 승인된다. 출처: 제33조
22,"비행일지(Journey log books, Art 34)의 관리 요건으로 올바른 것은?",,국제항행에 종사하는 모든 항공기는 어떠한 예외 없이 ICAO 사무국에 매월 비행일지 사본을 송부해야 한다.,"비행일지에는 당해 항공기, 승무원 및 비행 상황에 대한 세부 사항이 기재되어야 하며 그 양식은 본 협약 부속서의 통일된 형식을 준수해야 한다.",부정기 운송을 하는 항공기에 대해서는 비행일지 작성이 전적으로 면제된다.,"비행일지는 기장만이 독점 열람 권한을 가지며, 영공국 세관이나 경찰은 영장 없이 이를 열람할 수 없다.",2,"협약 제34조에 따르면 국제항행에 종사하는 모든 항공기는 당해 항공기, 승무원 및 각 비행에 관한 세부 사항이 기재된 비행일지를 유지하여야 하며 그 형식은 본 협약에 의거하여 확립될 양식에 따라야 한다. 출처: 제34조"
23,화물제한 조항(Art 35)에 따른 운송 금지 원칙에 대한 설명으로 가장 옳지 않은 것은?,,군수품(Munitions of war)이나 전시용 무기는 영공국(체약국)의 특별한 허가 없이는 체약국 영역 내로 수송될 수 없다.,각 체약국은 자국 영공을 통과하는 특정 물품의 운송에 대해 공공의 질서나 안전을 이유로 언제든지 제한을 설정할 수 있다.,"영공국이 공공 질서를 이유로 특정 물품의 운송을 제한할 때에는, 자국 항공기와 타 체약국 항공기에 대하여 차별을 두어서는 안 된다.","타 체약국 항공기가 군수품을 몰래 운송하다 적발되는 경우, 해당 영공국은 민간항공기라 할지라도 예고 없이 격추할 수 있는 재량권을 부여받는다.",4,화물 제한 위반 사실이 있더라도 무기를 사용하여 격추하는 것은 제3조의 2(무기사용 금지)에 정면으로 위배된다. 억류 및 조사 등의 사법처리는 가능하나 무력 격추 권한은 부여되지 않는다. 출처: 제35조 및 제3조의 2
24,"국제표준으로부터의 이탈 통보(Art 38, Departures from international standards) 규정에 대한 설명 중 가장 옳은 것은?",,체약국은 자신의 관행을 새로운 국제표준에 맞출 수 없는 경우 이사회에 즉시(immediately) 그 차이를 통고해야 한다.,"국제표준 개정안 채택 시 자국 규칙을 개정하지 않는 국가는, 개정안 채택 후 1년 이내에 이사회에 유예 통보를 해야 한다.",부속서의 표준에 미치지 못하는 관행을 가진 국가는 이사회의 승인이 있을 때까지 국제항행 자격을 완전히 정지당한다.,국제표준과 상이한 규칙을 운용하는 국가는 해당 사실을 이사회에 통보할 의무가 권고사항일 뿐 강제되지는 않는다.,1,"제38조에 따르면 어떠한 국가라도 국제표준 등과 자국의 규정이나 관행 간에 차이가 발생하는 경우, 이를 즉시(immediately) 국제민간항공기구에 통고하여야 한다. 개정의 경우에는 개정 채택의 통고 후 '60일 이내'에 통고해야 한다. 출처: 제38조"
25,무효화(또는 조건부 기재)된 증명서 및 면허를 소지한 항공기 또는 인원의 비행(Art 40)에 대한 설명으로 옳은 것은?,,표준 미달 항목이 기재된 감항증명서를 소지한 항공기라도 등록국이 비행을 승인하면 영공국 허가 없이 자유롭게 비행할 수 있다.,위서 또는 미달 조건이 기재된 면허를 소지한 인원이나 항공기는 영공국의 명시적 특별 허가 없이는 타 체약국 영역 내 비행에 종사할 수 없다.,표준 미달이 경미하다고 ICAO 이사회가 일괄 승인한 경우 당해 항공기는 영공국의 허가 없이도 비행이 보장된다.,체약국은 자국 등록 항공기의 표준 미달 사항에 대하여 기재를 고의로 생략함으로써 해당 조항의 적용을 회피할 수 있다.,2,"제40조에 따르면 표준 미달 사항이나 조건이 증명서 또는 면허증에 기재된 경우, 당해 항공기 또는 인원은 진입하려는 영역의 통제당국의 '허가(permission)' 없이는 타 체약국 영토 상공 통과 비행 등에 종사할 수 없다. 출처: 제40조"
26,ICAO 총회(Assembly)의 회기 및 표결에 관한 설명으로 가장 옳지 않은 것은?,,"총회는 모든 체약국으로 구성되며, 각 체약국은 동등하게 1표의 투표권을 행사한다.",정기 총회는 이사회의 소집에 의해 3년마다 1회 이상 개최된다.,임시 총회는 이사회의 소집 요구 또는 체약국 총수의 5분의 1 이상의 요구가 있을 때 사무총장에게 요구하여 소집될 수 있다.,총회의 의결은 본 협약에서 특별히 달리 정한 경우를 제외하고는 출석 및 투표한 체약국의 만장일치(Unanimity)로 결정된다.,4,협약 제48조 (c)항에 따르면 본 협약에 달리 규정된 경우를 제외하고 총회의 결정은 투표의 '과반수(majority of the votes cast)'에 의한다. 만장일치가 아니다. 출처: 제48조
27,ICAO 이사회(Council)의 구성 및 선출 기준으로 옳지 않은 것은? (Art 50),,이사회는 총회에 대하여 책임을 지는 상설기관이다.,총회는 이사국을 선출함에 있어 항공운송에 현저하게 중요한 비중을 차지하는 국가들을 우선적으로 대표되도록 고려해야 한다.,선출된 이사국의 임기는 5년이며 연임은 원칙적으로 불가능하다.,국제민간항공을 위한 항행시설의 제공에 최대의 공헌을 하는 국가 또한 이사국 선출 시 주요 기준으로 고려되어야 한다.,3,협약 제50조에 따르면 이사국 임기는 3년(three years)이며 연임 제한에 대한 명시적 불가 규정은 없어 연임이 가능하다. 임기 5년은 틀린 설명이다. 출처: 제50조
28,항공항행위원회(Air Navigation Commission)의 구성 및 임명(Art 56)에 관한 설명으로 가장 옳지 않은 것은?,,위원회 위원은 해당 체약국이 지명한 자 중에서 이사회가 임명한다.,위원회 위원은 항공의 과학 및 실무 분야에서 적절한 자격과 경험을 보유한 자여야 한다.,모든 체약국은 위원회 위원으로 임명될 수 있는 1인 이상의 후보자를 지명할 수 있다.,위원회 위원장은 총회에서 전체 체약국의 비밀투표를 통해 총회 의장이 임명한다.,4,협약 제56조에 따르면 항공항행위원회 위원장은 총회가 아니라 이사회(Council)가 위원 중에서 임명(appoint its President)한다. 출처: 제56조
29,체약국의 재정 의무 체납에 대한 제재 권한(Art 62)으로 가장 정확한 것은?,,합리적인 기간 내에 기구에 대한 재정상 의무를 이행하지 아니하는 국가에 대하여 총회는 그 국가의 이사회 내 투표권을 정지할 수 있다.,재정 기여가 1년 이상 지체된 체약국은 자동적으로 ICAO 회원국 자격을 상실하며 관련 협정으로부터 탈퇴된다.,체납국에 대한 투표권 정지 제재는 이사회의 단독 고유 권한이며 총회는 권고만 할 수 있다.,총회가 의무 불이행으로 특정 체약국의 투표권을 정지시키면 해당 체약국의 자국 영역 내 영공 관할권도 즉각 제한된다.,1,제62조에 따라 총회(Assembly)는 합리적인 기간 내에 재정상 의무를 이행하지 않는 국가의 총회 및 이사회에서의 투표권(voting power)을 정지할 수 있다(may suspend). 회원국 자동 상실이나 영공 관할권 박탈 등은 없다. 출처: 제62조
30,국국제민간항공협약의 부속서 채택 절차(Art 90) 및 폐기(Art 95) 절차에 대한 설명으로 가장 옳지 않은 것은?,,부속서의 채택 또는 개정은 소집된 이사회의 3분의 2 이상의 찬성 투표에 의한다.,어떠한 체약국이든지 미합중국 정부에 통고함으로써 협약을 폐기(Denunciation)할 수 있다.,협약 폐기 통고는 기구 사무총장을 거쳐 총회에서 최종 승인됨과 동시에 즉시 당해 국가에 한하여 효력을 상실한다.,"미합중국 정부는 폐기 통고를 접수한 사실을 모든 체약국에 통고하여야 하며, 폐기는 통고 수령일로부터 1년이 경과한 날에 효력이 발생한다.",3,제95조에 따르면 협약 폐기는 총회의 승인을 요하지 않으며 즉시 효력을 상실하는 것이 아니다. 미합중국 정부가 통고를 수령한 후 1년이 경과한 날(one year from the date of the receipt)에 효력이 발생한다. 출처: 제95조
