번호,문제,보기박스,보기1,보기2,보기3,보기4,정답,해설
11,피로위험관리시스템(FRMS) 및 피로관리에 대한 설명으로 가장 옳지 않은 것은?,,항공교통관제기관의 장은 관제사 근무시간 제한기준을 따르는 방법 또는 FRMS를 마련하여 운용하는 방법 중 하나 이상을 통해 피로를 관리하여야 한다.,"FRMS를 마련하여 운용하려는 경우, 내부 운영 규정을 마련하여 국토교통부장관의 승인을 받아야 한다.","관제사 근무시간 제한기준을 따르는 방법으로 피로를 관리하는 경우, 관제사 근무편성을 마련 운영하여야 하며 관련 기록을 보관할 의무는 면제된다.",피로관리를 운영하는 경우 관제사에 대한 피로관리 관련 교육을 정기적으로 실시하고 운영실적을 국토교통부장관에게 제출하여야 한다.,3,제32조의2제4항. 관제사의 피로를 관리하는 경우에는 방식에 상관없이 관제사의 근무시간 등에 대한 기록을 「항공교통업무 운영 및 관리규정」에서 정하는 바에 따라 보관하여야 한다.
12,불법간섭 및 폭탄위협(Bomb threat) 상황 발생 시 항공교통업무제공자의 조치로 가장 옳지 않은 것은?,,"불법간섭이 의심되나 SSR 모드 A 코드 7500이 자동 현시되지 않을 경우, 확인을 위해 조종사에게 SSR 코드를 7500으로 맞추고 그 다음에 7700에 맞추도록 지시한다.","항공기와 직접 교신 중이라면, 지체 없이 비행승무원에게 위협 및 주변정황을 조언해야 한다.",폭파장치와 관련하여 비행승무원이 취해야 할 최적의 물리적 대응 조치와 폭발물 처리반의 권고사항을 즉각 조종사에게 제안하여야 한다.,외부기압과 객실내부 기압의 차이를 같게 하거나 줄일 목적으로 상승 또는 강하하려는 비행승무원의 요구는 가능한 빨리 승인되어야 한다.,3,별표 12. 항공교통업무기관은 폭파장치에 관련 있는 비행승무원에 의해 취해질 조치와 관련하여 어떠한 조언과 제안도 하지 말아야 한다.
13,관제구역(CTA) 및 관제권(CTR) 설정 기준에 대한 설명 중 <보기>의 ( ) 안에 들어갈 숫자를 알맞게 짝지은 것은?,"- 관제구역의 하부한계는 지상 또는 수면으로부터 ( ㉠ )미터 이상의 높이로 설정하여야 하며, 해발 ( ㉡ )미터보다 높을 경우 시계비행규칙 순항고도와 일치시켜야 한다.
- 관제권의 수평범위는 비행장의 중심으로부터 접근 방향으로 최소한 ( ㉢ )km까지 연장되도록 설정하여야 한다.","㉠ 150, ㉡ 900, ㉢ 9.3","㉠ 200, ㉡ 1000, ㉢ 8.5","㉠ 200, ㉡ 900, ㉢ 9.3","㉠ 150, ㉡ 1000, ㉢ 8.5",3,"제15조(비행정보구역, 관제구역, 관제권 설정기준). 관제구역 하부한계는 200미터(700피트) 이상, 해발 900미터(3,000피트) 초과시 VFR 순항고도 일치. 관제권 수평범위는 9.3km(5NM)."
14,비상 통신 및 시간 운영에 대한 설명으로 가장 적절한 것은?,,항공교통업무시설의 시계는 디지털 데이터링크 통신을 사용하는 경우 국제표준시간(UTC)으로부터 5초 이내의 정확한 시간이 유지되도록 점검하여야 한다.,"인쇄통신(printed communications)으로 지상통신망을 구성하는 경우, 통신의 전문송신시간이 10분을 초과해서는 안 된다.",조종사 요구 시 관제탑이 정확한 시간을 제공할 때는 가장 가까운 15초를 기준으로 분단위로 하여야 한다.,"항공기가 불확실상황 또는 경보상황에 있다고 결정하는 경우, 가능하면 이를 구조조정센터(RCC)에 통보하기 전에 항공기운영자에게 먼저 알려주어야 한다.",4,"제54조제1항. 불확실/경보상황 결정 시 가능하면 구조조정센터 통보 '전'에 항공기운영자에게 통보해야 한다. (보기 1은 1초 이내, 보기 2는 5분 초과 금지, 보기 3은 가까운 30초 기준)."
15,항공기간 분리최저치 및 방법에 대한 설명 중 옳지 않은 것을 모두 고른 것은?,"ㄱ. A등급 및 B등급 공역 내 비행하는 모든 항공기 간에는 분리업무가 제공되어야 한다.
ㄴ. C, D, E등급 공역 내 비행하는 특별 시계비행항공기와 계기비행항공기 간에는 분리업무가 제공되지 않는다.
ㄷ. 혼합분리(Composite separation) 적용 시, 수직분리에 횡적 또는 종적 분리를 혼합하며 각 방법의 분리 최저치 절반 이상으로 분리 최저치를 적용한다.
ㄹ. FL290에서 FL410까지 1,000피트 수직분리최저치를 적용하는 모든 공역에서는 항공기의 고도유지 성능을 감시하는 지역단위의 프로그램을 도입해야 한다.",ㄴ,"ㄱ, ㄴ","ㄴ, ㄷ","ㄷ, ㄹ",1,"제38조제4항. A, B 모든 항공기, C, D, E의 IFR 간, C의 IFR-VFR 간, 그리고 '특별 시계비행항공기와 계기비행항공기 간'에는 분리가 유지되도록 관제허가를 발부해야 하므로 ㄴ은 틀린 설명이다."
16,VOR을 이용한 평행 항공로(ATS route) 간의 간격 설정 지침(별표 7)에 관한 설명으로 가장 옳지 않은 것은?,,VOR 간의 간격이 278km(150NM) 이하인 두 평행 항공로에서 항공기가 서로 반대방향으로 비행할 경우 중심선 간의 거리는 통상 33.3km(18NM) 이상이어야 한다.,"두 평행 항공로 상에서 항공기가 동일한 방향으로 비행할 경우, 중심선 간 거리는 통상 30.6km(16.5NM) 이상이어야 한다.","두 항공로 상 항공기에 서로 다른 고도를 배정하지 않고 동일한 고도를 배정할 경우에 한하여, 항공로 간 간격을 최대 5.6km(3NM) 축소할 수 있다.","레이더 감시 등을 적용하여 통제할 경우 업무분담이 크게 늘어나지 않는 한, 평행 항공로 간격을 최소 13km(7NM) 미만이 되지 않는 선에서 15~18.5km(8~10NM)까지 축소할 수 있다.",3,"별표 7 제4항제3호. ""이웃 항공로 상의 항공기에 동일한 고도를 '배정하지 않을 경우' 항공로 간의 간격은 축소될 수 있다. ... 5.6km(3NM)을 초과하지는 않는다."" 동일한 고도를 배정하는 것이 아니라 서로 다른 고도를 배정(고도분리)할 경우에 간격을 축소할 수 있는 것이다."
17,재자격부여교육훈련 이수자에 대한 업무수행능력점검 합격 기준으로 옳은 것은?,,"세부 심사항목별 평가결과 평균 70% 이상, 각 항목별 60% 이상","세부 심사항목별 평가결과 평균 80% 이상, 각 항목별 70% 이상","세부 심사항목별 평가결과 평균 70% 이상, 각 항목별 70% 이상","세부 심사항목별 평가결과 평균 80% 이상, 각 항목별 60% 이상",1,"제74조의4제4항. 업무수행능력점검 결과 세부 심사항목별 평가결과가 평균 70% 이상, 각 항목별 60% 이상을 만족한 관제사에 한하여 합격시킬 수 있다."
18,표준 출발 및 도착 항공로 명칭부여 방식의 예시에 대한 의미 해석 중 가장 옳지 않은 것은?,"ㄱ. BRECON ONE DEPARTURE (BCN 1) : 항행안전시설 BCN에서 시작되는 표준계기출발항공로를 의미한다.
ㄴ. KODAP 2 A : 5문자 name-code인 KODAP에서 시작되는 2판(개정본) 표준계기도착항공로이며, KODAP 관련 설정된 여러 항공로 중 'A'라는 특정 부호가 부여된 항공로이다.
ㄷ. ADOLA FIVE BRAVO DEPARTURE VISUAL (ADOLA 5 B) : 중요지점 ADOLA에서 끝나는 관제 VFR 비행용 표준출발항공로 중 5번째 개정판을 나타낸다.
ㄹ. MLS HAPPY 1 A 18L : 항행안전시설인 HAPPY에서 시작되며, 1판(최초유효), 활주로 18L을 위한 MLS/RNAV 접근절차를 나타낸다.","ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄹ","ㄷ, ㄹ",3,"별표 3. ㄱ: 출발항공로는 해당 중요지점(BRECON)에서 '끝나는' 절차이다(시작되는 것이 아님). ㄹ: HAPPY는 5문자 name-code로 부여된 것이므로 항행안전무선시설의 위치에 있는 중요지점이 '아니다'. 따라서 ㄱ, ㄹ이 옳지 않다."
19,항공기 교통정보 방송 및 운영절차(TIBA) 적용에 대한 설명 중 옳은 것을 모두 고른 것은?,"ㄱ. TIBA는 정상 ATS의 일시적 방해가 있거나 관제공역 외부에서 충돌위험정보 보충이 필요할 때 적용된다.
ㄴ. 비행고도 변경 시를 제외하고, 방송은 통상 지정된 공역 진입 10분 전, 보고지점 교차 10분 전, 항공로 진입 10분 전 등에 실시한다.
ㄷ. 타 항공기로부터 TIBA 수신 시 긴급한 충돌위험을 피하기 위해 우측 통행규칙에 따른 회피가 불가능하다면, 통상 150m(500ft) 강하 기동을 취해야 한다.
ㄹ. TIBA 청취는 지정된 공역 진입 30분 전부터 시작하여 공역을 떠날 때까지 주파수를 유지해야 한다.","ㄱ, ㄴ, ㄷ","ㄱ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",1,"별표 8. ㄹ: 청취(Listening watch)는 공역 진입 전 '10분'까지 유지(시작)하여야 한다. 30분이 아니다. 따라서 ㄱ, ㄴ, ㄷ이 올바른 설명이다."
20,항공교통업무 정보 요건 중 항공기상 정보 제공에 대한 설명으로 가장 옳지 않은 것은?,,비행장 관제탑은 기상관측소의 지시기와 동일한 관측지점의 센서와 연계된 지상풍 전시기를 갖추어야 한다.,접근관제소는 선회접근을 하는 항공기에 악영향을 미칠 수 있는 윈드쉐어에 관한 정보를 지속적으로 제공받아야 한다.,특별보고 및 예보의 수정은 다음 정시보고나 예보를 기다린 후 설정된 기준에 도달하는 즉시 관제탑 및 접근관제소에 통보되어야 한다.,"컴퓨터 처리된 상층기상자료가 항공교통업무 컴퓨터에 디지털 형태로 제공되는 경우, 내용과 형식은 기상당국과 합의하여야 한다.",3,"제60조. 특별보고 및 예보의 수정은 ""다음 정시보고나 예보를 기다리지 말고"" 설정된 기준에 도달하는 즉시 통보되어야 한다. 기다린 후가 아니다."
21,항공교통업무 상 교체비행장(Alternate aerodrome)의 분류에 대한 설명 중 가장 옳지 않은 것은?,,항공기가 이륙 직후 착륙하여야 할 필요가 발생했으나 출발비행장 사용이 불가능한 경우에 착륙할 수 있는 교체비행장을 이륙 교체비행장이라 한다.,쌍발항공기가 장거리 운항 중 항공로 상에서 엔진정지 또는 비정상상황을 경험한 후에 착륙할 수 있는 비행장을 '쌍발항공기에 의한 장거리운항 교체비행장(ETOPS en-route alternate)'이라 한다.,"착륙비행장에 착륙이 불가능할 경우 비행하고자 하는 비행장을 '목적지 교체비행장'이라 하며, 출발비행장은 목적지 교체비행장이 될 수 없다.",항공기가 항공로(en route) 상에서 비상상황을 경험한 후에 착륙할 수 있는 비행장을 '항공로 교체비행장'이라 한다.,3,"제5조 제16호. '목적지 교체비행장'이란 착륙비행장에 착륙이 불가능할 경우 비행하고자 하는 비행장을 말하며, 출발비행장도 교체비행장이 될 수 있다."
22,민간항공기에 대한 잠재적 위험활동에 관한 항공교통업무기관의 조치 및 협조 사항으로 가장 옳지 않은 것은?,,"영공 또는 공해 상에서 민간항공기에 대한 잠재적 위험활동에 관하여 관련 기관과 협의해야 하며, 잠재적 위험활동의 영향을 받는 항공교통업무기관이 국가기관이 아닌 경우에도 최초 협의는 해당 비국가기관이 직접 수행해야 한다.","잠재적 위험활동의 위치, 지역, 시간 및 기간은 정기항공기 운항지연이나 경제고도의 봉쇄가 발생하지 않도록 설정해야 한다.",비상 또는 예측할 수 없는 상황으로 인하여 활동을 중지시켜야 할 경우에 대비하여 관련 항공교통업무기관과 위험행위를 하고자 하는 기관 간에 직통통신망을 설치해야 한다.,추가적인 공역 수용량 제공 및 운항 효율성 개선을 위해 국토교통부장관은 유보된 공역의 탄력적 사용을 위한 절차를 수립할 수 있다.,1,제23조 제1호. 잠재적 위험활동의 영향을 받는 항공교통업무기관이 국가기관이 아닌 경우에는 해당 기관이 위치하는 국가 상공의 공역에 대한 책임이 있는 항공교통업무 최초 협의는 '국가기관'에서 하여야 한다.
23,비행 중 우발상황 발생 시 항공교통업무제공자의 조치(제29조)에 대한 설명으로 가장 적절한 것은?,,"관할구역 내 미식별항공기를 인지하였으나 양방향 교신에 실패한 경우, 즉시 인접 국가에 불법간섭 의심 상황으로 전파해야 한다.","관할 구역 내 항공기에 대한 요격이 진행되고 있음을 인지한 경우, 비상주파수(121.5MHz 및 243.0MHz)를 포함한 가능한 모든 주파수를 사용하여 피요격기와의 양방향 교신을 시도한다.","표류항공기의 위치 파악이 되지 않은 경우, 항공교통업무시설은 해당 항공기의 비행계획을 말소하고 수색구조센터에 전권을 위임한다.","책임구역 밖에서 항공기 요격이 진행되고 있음을 인지한 때에는, 요격이 행하여지고 있는 공역을 관할하는 군 기관에 직접 통보하여 상황을 인계하여야 한다.",2,제29조 제2호. 관할 구역 내 요격 진행 시 비상주파수(121.5MHz 및 243.0MHz)를 포함한 모든 주파수로 교신을 시도해야 한다. (보기 1: 즉시 불법간섭 전파가 아니라 교신 유지/위치파악 노력 우선. 보기 4: 책임구역 밖 요격 인지 시 해당 공역을 관할하는 '항공교통업무시설'에 통보해야 함.)
24,항공교통관제허가 발부 및 복창(Read-back)에 관한 설명으로 가장 옳지 않은 것은?,,"항공기 조종사는 활주로 진입, 착륙, 이륙, 대기, 횡단, 역주행(backtrack) 허가 및 지시사항을 관제사에게 항상 복창하여야 한다.","항공기 조종사는 고도, 기수, 속도 지시와 전이고도, 사용활주로, 고도계 수정치 등을 항상 복창하여야 한다.","초음속 비행의 천음속 가속 단계와 관련된 항공교통관제허가는 천음속 진입 전까지만 발부하고, 이후 가속 단계는 별도로 분리하여 발부하여야 한다.",조건부 허가사항에 대하여 조종사는 이해하고 이행하겠다는 것을 명확한 방법으로 복창하거나 응답하여야 한다.,3,제42조 제3항. 초음속 비행의 천음속 가속 단계와 관련된 항공교통관제허가는 '천음속을 포함한 가속 단계의 마지막까지 포함되도록' 발부되어야 한다. 분리 발부하는 것이 아니다.
25,비행장 내의 인원 및 차량 통제에 관한 규정 중 가장 옳지 않은 것은?,,"관제탑은 착륙, 지상이동 또는 이륙 항공기의 위험상황 회피가 필요한 경우 비행장 기동지역 내의 견인항공기, 인원 또는 차량 이동을 통제하여야 한다.",비행장 기동지역 내를 이동하는 차량은 관제지시에 따라 이동 중인 다른 차량에게 진로를 양보하여야 한다.,"저시정 기상상태에서 제2종 또는 제3종 정밀계기운항이 진행 중인 경우, 항공교통업무기관은 ILS 전파 보호를 위한 운영절차를 수립하여야 한다.","조난항공기의 구조를 위하여 이동하는 비상차량에게 우선권을 부여하여야 하나, 이미 지상이동 중인 민항기가 있을 경우 민항기의 지상이동이 우선한다.",4,제43조 제3호. 관제탑은 조난항공기의 구조를 위하여 이동하는 비상차량에 무조건 우선권을 부여하여야 한다. 민항기의 지상이동이 우선한다는 예외 조항은 없다.
26,공항정보자동방송업무(ATIS)의 제공 및 운영 원칙으로 옳은 것을 <보기>에서 모두 고른 것은?,"ㄱ. D-ATIS를 이용하여 V-ATIS를 보충하고 정보 갱신이 필요한 경우, 두 정보는 반드시 동시에 갱신되어야 한다.
ㄴ. 개별적인 ATIS 메시지는 숫자로 구분되며 연속적인 메시지는 오름차순으로 배정된다.
ㄷ. 기상상태가 급격하게 변화하여 ATIS에 기상보고 포함이 곤란한 경우, 첫 교신 시 관련 기상정보를 해당 관제시설에서 제공한다는 내용을 방송에 포함해야 한다.
ㄹ. 국제항공업무를 위해 지정된 공항에 제공되는 음성-공항정보방송은 한국어와 영어를 교대로 방송해야 한다.","ㄱ, ㄷ","ㄱ, ㄷ, ㄹ","ㄴ, ㄷ","ㄱ, ㄴ, ㄹ",1,제48조. ㄴ: 개별 ATIS 메시지는 국제민간항공기구 음성알파벳 문자로 구분되며 알파벳순서를 따른다(숫자가 아님). ㄹ: 국제공항의 V-ATIS는 '영어로는 반드시 제공'되어야 하지만 한국어와 교대로 의무 방송해야 한다는 규정은 없다(각 언어별로 별도 회선 사용 가능).
27,경보업무 통보 대상 중 '조난상황(DETRESFA)'에 해당하는 경우로 가장 옳은 것은?,,항공기가 마지막 통보한 도착예정시간으로부터 30분 이내에 도착하지 아니한 경우 (안전이 의심되지 않는 경우 제외),항공기가 착륙허가를 받고도 착륙예정 시간으로부터 5분 이내에 착륙하지 아니한 상태에서 무선교신이 되지 않는 경우,항공기의 비행능력이 상실되었으나 불시착하였을 가능성이 없음을 나타내는 정보를 입수한 경우,항공기의 안전한 도착에 필요한 항공기 탑재연료가 고갈되었거나 부족한 경우,4,"제51조 제1항. 보기 1은 불확실상황(INCERFA), 보기 2와 3은 경보상황(ALERFA)에 해당한다. 보기 4는 조난상황(DETRESFA)의 조건이다."
28,항공교통관제사 자격 및 교육훈련에 관한 설명으로 가장 옳지 않은 것은?,,직무교육훈련을 이수한 사람은 이수한 날부터 6개월 이내에 해당 한정심사에 응시해야 한다.,"한정심사 결과 세부 심사항목별 평가결과가 평균 70% 이상, 각 항목별 60% 이상을 만족한 응시자에 한하여 합격시킬 수 있다.","한정을 받은 사람이 해당 기관에서 연속 180일 동안 관제업무를 수행하지 아니하면 한정 효력이 정지된다. 단, 180일 이내에 최소 15시간 이상 관제업무를 수행한 경우는 예외로 한다.",한정심사 신청서를 제출한 날 기준 6개월 이내에 해당 응시자의 직무교육훈련을 담당하였던 교관을 심사관으로 지정하여서는 아니 된다.,3,제69조의2 제1항. 180일 이내에 최소 '25시간' 이상 관제업무를 수행한 경우 효력 정지에서 제외된다. 15시간이 아니다.
